نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
وپاسار,بانك  پاسارگاد,3918,46611118,241935143650,5260,5360,5170,-90,-1.71,5190,-70,-1.33,5080,5370
ولصنم,ليزينگ‌صنعت‌ومعدن‌,3896,115375330,718297595524,5893,6200,6305,412,6.99,6226,333,5.65,5930,6305
كسرا,سراميك‌هاي‌صنعتي‌اردكان‌,3831,43222155,257566115170,5960,5960,6140,180,3.02,5960,0,0,5610,6220
شپلي,پلي اكريل ايران,3821,54441649,632283599320,11620,11960,11580,-40,-0.34,11610,-10,-0.09,11280,11960
غاذر,كشت‌وصنعت‌پياذر,3819,10377203,556346407570,51660,51670,53500,1840,3.56,53610,1950,3.77,51670,54240
خاذين,سايپاآذين‌,3755,131482867,364052960418,2674,2807,2744,70,2.62,2769,95,3.55,2693,2807
فلوله,لوله‌وماشين‌سازي‌ايران‌,3662,108053650,260073212375,2496,2511,2372,-124,-4.97,2407,-89,-3.57,2372,2511
اتكام,بيمه اتكايي امين,3631,67815133,330589348808,4767,4855,5005,238,4.99,4875,108,2.27,4553,5005
بركت,گروه دارويي بركت,3581,14767819,180346085130,12620,12660,12000,-620,-4.91,12210,-410,-3.25,11840,12810
فزر,پويا زركان آق دره,3550,12997121,416715628600,32900,32000,33000,100,0.3,32050,-850,-2.58,31250,33900
ولساپا,ليزينگ رايان‌ سايپا,3508,122854962,191870500149,1650,1670,1540,-110,-6.67,1562,-88,-5.33,1535,1684
سپيد,سپيد ماكيان,3484,8873552,168451654580,20040,20190,18980,-1060,-5.29,18980,-1060,-5.29,18680,20350
ساينا,صنايع بهداشتي ساينا,3455,7523039,256529270500,32100,34300,34300,2200,6.85,34100,2000,6.23,32300,34300
ماديرا,صنايع ماديران,3430,98808194,380906124294,3839,3910,3940,101,2.63,3855,16,0.42,3688,4030
غمينو,شركت صنايع غذايي مينو شرق,3355,72145163,668240061210,8720,9330,9300,580,6.65,9260,540,6.19,8910,9330
بورس,بورس اوراق بهادار تهران,3332,39656616,245744517540,6580,6580,6190,-390,-5.93,6200,-380,-5.78,6120,6620
خنصير,مهندسي‌نصيرماشين‌,3293,20536918,310872971380,15980,16200,14870,-1110,-6.95,15140,-840,-5.26,14870,16450
ديران,ايران‌دارو,3292,20765434,299764761840,14930,14810,14190,-740,-4.96,14440,-490,-3.28,14190,15600
كارا,صندوق س. كارا -د,3289,225342121,2975583500674,13193,13203,13206,13,0.1,13205,12,0.09,13203,13207
كيان,صندوق س. با درآمد ثابت كيان,3243,33633591,1346534412379,40013,40042,40013,0,0,40035,22,0.05,40013,40044
خودكفا,اقتصادي و خودكفايي آزادگان,3193,55728243,460559454680,8150,8390,8300,150,1.84,8260,110,1.35,7970,8390
سصفها,سيمان‌اصفهان‌,3178,5858876,488439780720,79400,83370,83370,3970,5,83370,3970,5,83000,83370
قچار,فراوردههاي غذايي وقند چهارمحال,3178,23226545,262177394900,11310,11550,11230,-80,-0.71,11290,-20,-0.18,10810,11880
غسالم,سالمين‌,3077,45100550,192606471661,4532,4534,4270,-262,-5.78,4271,-261,-5.76,4215,4590
سدبير,س. تدبيرگران فارس وخوزستان,3055,11893969,370179244850,32100,34250,29900,-2200,-6.85,31100,-1000,-3.12,29900,34300
ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,3044,49905519,345549389610,7180,7250,6930,-250,-3.48,6920,-260,-3.62,6690,7330
شيراز,پتروشيمي‌شيراز,3024,3538139,295394382860,87790,87790,84000,-3790,-4.32,83490,-4300,-4.9,81970,87790
ثفارس,عمران‌وتوسعه‌فارس‌,3007,46011687,428817407170,9000,9100,9230,230,2.56,9320,320,3.56,9060,9450
شلرد,كود شيميايي اوره لردگان,3005,27176729,239697664250,9030,9120,8900,-130,-1.44,8820,-210,-2.33,8760,9120
شبريز,پالايش نفت تبريز,3002,10103781,160902760050,16660,16500,15750,-910,-5.46,15930,-730,-4.38,15670,16600
ارزش مسكن,ص.س.املاك ومستغلات ارزش مسكن,2974,1534632,17386175757,11450,11490,11325,-125,-1.09,11329,-121,-1.06,11200,11490
خمحركه,نيرو محركه‌,2972,37044214,211304590770,6050,6100,5630,-420,-6.94,5700,-350,-5.79,5630,6270
ثالوند,سرمايه گذاري مسكن الوند,2954,38577800,491737766340,12060,12420,12870,810,6.72,12750,690,5.72,12070,12900
كدما,معدني‌ دماوند,2949,2868226,155815741550,56550,57000,53730,-2820,-4.99,54320,-2230,-3.94,53730,57870
غگل,گلوكوزان‌,2945,34965530,202036147670,6100,6140,5680,-420,-6.89,5780,-320,-5.25,5680,6160
تليسه,دامداري تليسه نمونه,2945,36936689,148796540328,4174,4222,3962,-212,-5.08,4028,-146,-3.5,3900,4250
اخابر,مخابرات ايران,2918,45846508,332427784080,7720,7700,7230,-490,-6.35,7250,-470,-6.09,7180,7730
وسپهر,سرمايه گذاري مالي سپهرصادرات,2901,14523672,119172418290,8580,8500,8170,-410,-4.78,8210,-370,-4.31,8080,8500
توان,صندوق س. اهرمي توان مفيد-س,2875,32511782,384874712738,12180,12200,11832,-348,-2.86,11838,-342,-2.81,11636,12200
ومعادن,توسعه‌معادن‌وفلزات‌,2817,36935814,184130137440,5130,5090,4950,-180,-3.51,4990,-140,-2.73,4920,5140
چدن,توليدي چدن سازان,2756,47173749,110200539788,2481,2500,2308,-173,-6.97,2336,-145,-5.84,2308,2500
وبصادر,بانك صادرات ايران,2748,288200564,528348775341,1926,1840,1830,-96,-4.98,1833,-93,-4.83,1830,1857
حآفرين,ريل پرداز نو آفرين,2738,64448873,286765862244,4438,4590,4350,-88,-1.98,4450,12,0.27,4218,4590
فاسمين,كالسيمين‌,2726,10947520,278180108820,26410,26000,25700,-710,-2.69,25410,-1000,-3.79,25030,26380
مثقال,صندوق س.پشتوانه طلاي زرين آگاه,2684,9987708,183312424508,18453,17800,18940,487,2.64,18354,-99,-0.54,16810,19100
ميدكو,توسعه معادن وص.معدني خاورميانه,2655,16123515,182817276800,11720,11620,11280,-440,-3.75,11340,-380,-3.24,11170,11750
آگاس,صندوق س.هستي بخش آگاه-س,2609,3629183,354316413000,99995,99939,97313,-2682,-2.68,97630,-2365,-2.37,96550,99939
ثشاهد,سرمايه‌ گذاري‌ شاهد,2593,23818901,222863920690,9930,9820,9360,-570,-5.74,9360,-570,-5.74,9240,10010
فنفت,صنايع تجهيزات نفت,2585,9766401,377709786200,37650,38600,38750,1100,2.92,38650,1000,2.66,37550,38750
حفارس,حمل و نقل بين المللي خليج فارس,2572,25850407,370606581130,14960,14630,14220,-740,-4.95,14340,-620,-4.14,14220,15120
فنوال,نورد آلومينيوم‌,2569,51675741,397618563340,7230,7650,7730,500,6.92,7690,460,6.36,7320,7730
غدشت,دشت‌ مرغاب‌,2556,4743066,169565232820,36690,37010,36680,-10,-0.03,35750,-940,-2.56,34860,37990
زبينا,كشاورزي و دامپروري بينالود,2523,57366847,225456989462,4183,4205,3891,-292,-6.98,3930,-253,-6.05,3891,4205
شاروم,پتروشيمي اروميه,2519,4656874,88215543500,20000,20300,18800,-1200,-6,18950,-1050,-5.25,18600,20350
غچين,كشت‌ و صنعت‌ چين‌ چين,2514,43362471,294113000740,6570,6890,6890,320,4.87,6780,210,3.2,6490,6890
غبشهر,صنعتي‌ بهشهر,2485,52898037,144921211501,2904,2910,2726,-178,-6.13,2740,-164,-5.65,2701,2940
سيتا,سرمايه گذاري سيمان تامين,2483,6035807,66150240720,11350,11110,11200,-150,-1.32,10960,-390,-3.44,10790,11230
چكاپا,گروه صنايع كاغذ پارس,2470,37531822,110652373379,3044,3040,2949,-95,-3.12,2948,-96,-3.15,2908,3070
خكار,ايركا پارت صنعت,2437,54707277,182684240822,3504,3650,3259,-245,-6.99,3339,-165,-4.71,3259,3650
سآبيك,سيمان آبيك,2431,5811777,80682690200,14450,14410,13850,-600,-4.15,13880,-570,-3.94,13750,14410
ددانا,داروسازي دانا,2423,3090861,105175114250,35550,35500,34200,-1350,-3.8,34050,-1500,-4.22,33300,35600
تمشك,صندوق س تمشك نماد رشد-در صندوق,2395,13334478,132665317680,10110,10070,9850,-260,-2.57,9950,-160,-1.58,9670,10070
وصنعت,سرمايه گذاري توسعه صنعت وتجارت,2394,22534381,47393469810,2218,2200,2100,-118,-5.32,2103,-115,-5.18,2063,2200
بكاب,صنايع‌جوشكاب‌يزد,2347,4560661,149845323100,33600,35280,32090,-1510,-4.49,32860,-740,-2.2,31920,35280
كتوكا,توليدي و خدمات صنايع نسوز توكا,2347,50845029,640354245460,11810,12630,12630,820,6.94,12590,780,6.6,12080,12630
ختوقا,قطعات‌ اتومبيل‌ ايران‌,2315,35605079,158921140040,4610,4700,4360,-250,-5.42,4460,-150,-3.25,4300,4800
ثبهساز,بهساز كاشانه تهران,2305,24809253,46859357210,1983,1972,1885,-98,-4.94,1889,-94,-4.74,1845,2040
ياقوت,صندوق س ياقوت آگاه-ثابت,2283,27092769,457153615627,16870,16873,16872,2,0.01,16874,4,0.02,16872,16887
لپارس,پارس‌ الكتريك‌,2275,1769612,136359136840,80070,78810,76120,-3950,-4.93,77060,-3010,-3.76,76070,81600
غصينو,صنعتي مينو,2269,15979721,210668725930,13220,13520,13000,-220,-1.66,13180,-40,-0.3,12570,13870
ولبهمن,شركت بهمن ليزينگ,2267,47869678,136422868915,2999,3047,2840,-159,-5.3,2850,-149,-4.97,2800,3047
كمرجان,بازرگاني و توليدي مرجان كار,2244,13030578,105128045010,8620,8450,8020,-600,-6.96,8070,-550,-6.38,8020,8640
كماسه,تامين‌ ماسه‌ ريخته‌گري‌,2208,58741147,286583102776,5174,5140,4875,-299,-5.78,4879,-295,-5.7,4812,5294
ضسپا1211,اختيارخ خساپا-3250-1401/12/10,2201,865983,29223660000,55,42,29,-26,-47.27,34,-21,-38.18,27,43
شسينا,صنايع‌شيميايي‌سينا,2198,56677324,119232450265,2233,2230,2140,-93,-4.16,2104,-129,-5.78,2077,2279
غشهداب,كشت و صنعت شهداب ناب خراسان,2194,38437364,78792230299,2147,2133,2016,-131,-6.1,2050,-97,-4.52,2012,2185
امين,تامين سرمايه امين,2168,860534,7461447220,8570,8600,8690,120,1.4,8580,10,0.12,8600,8750
شلعاب,لعابيران‌,2157,20509367,159918173220,7650,7870,7670,20,0.26,7800,150,1.96,7430,8030
تپسي,پيشگامان فن آوري و دانش آراميس,2146,51687561,277019995510,5120,5290,5370,250,4.88,5360,240,4.69,5170,5370
غديس,پاكديس,2142,17824599,339248894910,20050,20600,19220,-830,-4.14,19030,-1020,-5.09,18650,20880
سكه مركزي,سلف تمام سكه 001 مركزي,2129,456300,949995692900,2116392,2050107,2089502,-26890,-1.27,2081954,-34438,-1.63,2050107,2099000
دسينا,داروسازي‌ سينا,2102,31873569,373905411910,10380,11500,12070,1690,16.28,11730,1350,13.01,11250,12070
غپينو,پارس‌ مينو,2098,36112500,122634166130,3504,3470,3390,-114,-3.25,3396,-108,-3.08,3323,3580
غويتا,ويتانا,2060,31292173,159734170140,5410,5400,5080,-330,-6.1,5100,-310,-5.73,5040,5480
كاذر,فرآورده‌هاي‌نسوزآذر,2059,55646389,300791488450,5210,5440,5460,250,4.8,5410,200,3.84,5050,5470
آباد,توريستي ورفاهي آبادگران ايران,2044,8169611,243714893390,28930,30370,30370,1440,4.98,29830,900,3.11,28970,30370
زقيام,كشت و دام قيام اصفهان,2042,29569391,79772847924,2742,2771,2682,-60,-2.19,2698,-44,-1.6,2620,2848
آريا,پليمر آريا ساسول,2025,1579813,122073971000,77750,77750,77450,-300,-0.39,77250,-500,-0.64,76600,78400
بكام,كارخانجات توليدي شهيد قندي,2016,45183214,113595521311,2412,2450,2501,89,3.69,2514,102,4.23,2394,2580
خمهر,مهركام‌پارس‌,1991,54765946,138979232459,2623,2708,2503,-120,-4.57,2538,-85,-3.24,2492,2708
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,1982,1988340,250462569900,130620,130000,124090,-6530,-5,125970,-4650,-3.56,124090,131000
سرچشمه,سرمايه گذاري مس سرچشمه,1978,38948967,194993623494,5202,5290,5048,-154,-2.96,5006,-196,-3.77,4942,5290
قجام,فرآوردههاي غذايي وقندتربت‌جام‌,1965,43603228,327527983280,7740,7510,7510,-230,-2.97,7510,-230,-2.97,7510,7710
شفن,پتروشيمي فناوران,1939,15791374,88930469470,5800,5790,5640,-160,-2.76,5630,-170,-2.93,5510,5800
فارس,صنايع پتروشيمي خليج فارس,1929,53336167,498111756340,9390,9390,9420,30,0.32,9340,-50,-0.53,9290,9430
دتوليد,داروسازي توليد دارو,1923,12676972,133367993380,11240,11200,10460,-780,-6.94,10520,-720,-6.41,10460,11270
ثاخت,بين‌المللي‌توسعه‌ساختمان,1911,61584694,186246023696,3084,3077,2950,-134,-4.35,3024,-60,-1.95,2940,3143
ختور,رادياتور ايران‌,1901,22161464,129209931910,6070,6280,5720,-350,-5.77,5830,-240,-3.95,5660,6280
چخزر,صنايع چوب خزر كاسپين,1898,1936115,61940795100,33700,33250,31950,-1750,-5.19,32000,-1700,-5.04,31350,34450
وپويا,سرمايه گذاري پويا,1897,43898613,104701484904,2539,2520,2370,-169,-6.66,2385,-154,-6.07,2362,2539
گوهر,صندوق سكه طلاي كيان,1875,2321054,242765730591,104824,104030,105406,582,0.56,104593,-231,-0.22,102701,105800
قثابت,قند ثابت‌ خراسان‌,1865,60821646,150032718501,2566,2568,2438,-128,-4.99,2467,-99,-3.86,2438,2601
ولغدر,ليزينگ‌خودروغدير,1865,40000362,154677991338,4114,4100,3827,-287,-6.98,3867,-247,-6,3827,4180
زشگزا,شير و گوشت زاگرس شهركرد,1860,24038101,171952487760,7630,7370,7100,-530,-6.95,7150,-480,-6.29,7100,7500
ضخود1205,اختيارخ خودرو-2000-1401/12/03,1852,275176,273655544000,1059,1110,979,-80,-7.55,994,-65,-6.14,950,1120
وپارس,بانك‌پارسيان‌,1839,48457565,88909181422,1904,1891,1829,-75,-3.94,1845,-59,-3.1,1811,1938
صبا,گروه مالي صبا تامين,1838,28632229,106116104327,3795,3860,3701,-94,-2.48,3710,-85,-2.24,3661,3860
نهال,صندوق س. طلاي سرخ نوويرا,1829,8291389,122905499663,15348,15203,14901,-447,-2.91,14823,-525,-3.42,14552,15273
سامان,بانك سامان,1819,100294237,260687708144,2678,2670,2604,-74,-2.76,2599,-79,-2.95,2598,2670
سبزوا,سيمان لار سبزوار,1818,25591793,129074450810,5200,5250,4920,-280,-5.38,5040,-160,-3.08,4860,5400
شپاكسا,پاكسان‌,1806,43673714,99883925435,2328,2372,2270,-58,-2.49,2287,-41,-1.76,2186,2390
وهامون,سرمايه گذاري هامون صبا,1805,31020636,63007960128,2114,2113,2000,-114,-5.39,2031,-83,-3.93,1980,2148
دكوثر,داروسازي‌ كوثر,1797,35844652,225840560080,6660,6540,6330,-330,-4.95,6300,-360,-5.41,6200,6750
وطوبي,سرمايه گذاري اقتصاد شهر طوبي,1768,53527729,111664134276,2060,2110,2057,-3,-0.15,2086,26,1.26,2010,2160
استقلال,استقلال,1767,17279486,36832258704,2121,2163,2091,-30,-1.41,2132,11,0.52,2079,2163
شگويا,پتروشيمي تندگويان,1760,15124656,177683852440,11930,11870,11760,-170,-1.42,11750,-180,-1.51,11550,12000
ثغرب,شركت سرمايه گذاري مسكن شمالغرب,1755,11547659,93649645380,8040,8170,8100,60,0.75,8110,70,0.87,7800,8380
لبوتان,گروه‌صنعتي‌بوتان‌,1752,8826732,116569872050,13060,13710,13110,50,0.38,13210,150,1.15,12500,13710
ثمسكن,سرمايه‌گذاري‌ مسكن‌,1746,31800444,148706563433,4931,5000,4586,-345,-7,4676,-255,-5.17,4586,5025
فگستر,گسترش صنايع روي ايرانيان,1731,12406512,93762630050,7930,7730,7590,-340,-4.29,7560,-370,-4.67,7380,8000
رافزا,رايان هم افزا,1717,1185813,72852261500,65650,63100,61100,-4550,-6.93,61450,-4200,-6.4,61100,65000
حتوكا,حمل‌ونقل‌توكا,1715,21403516,180423959350,8170,8570,8570,400,4.9,8430,260,3.18,8090,8570
سفارس,سيمان فارس و خوزستان,1697,6002076,129702131330,22680,22770,21560,-1120,-4.94,21610,-1070,-4.72,21270,22850
وسينا,بانك سينا,1691,79633458,231943816480,3116,3100,2900,-216,-6.93,2913,-203,-6.51,2898,3172
حسير,ريل سير كوثر,1691,6971872,192248342800,27000,27900,27000,0,0,27550,550,2.04,26100,28400
كوير,توليدي فولاد سپيد فراب كوير,1682,44873650,142689711372,3317,3255,3152,-165,-4.97,3180,-137,-4.13,3152,3330
افرا,افرانت,1646,5460968,127016273700,24650,24450,22950,-1700,-6.9,23250,-1400,-5.68,22950,25200
خرينگ,رينگ‌سازي‌مشهد,1636,4029808,125786701440,30580,31130,31470,890,2.91,31210,630,2.06,29510,32100
زملارد,كشاورزي و دامپروري ملارد شير,1635,2731804,34023373880,12880,12880,12250,-630,-4.89,12450,-430,-3.34,12240,13160
اپال,فرآوري معدني اپال كاني پارس,1625,3532068,57711119580,16890,16890,16270,-620,-3.67,16600,-290,-1.72,16170,16890
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,1622,15532564,286382349030,18700,18550,18490,-210,-1.12,18440,-260,-1.39,18360,18890
تملت,تامين سرمايه بانك ملت,1601,12543113,38105852364,3159,3160,3025,-134,-4.24,3038,-121,-3.83,2962,3160
پارس,پتروشيمي پارس,1595,42786607,102072571095,2414,2414,2400,-14,-0.58,2389,-25,-1.04,2356,2434
بزاگرس,نيروگاه زاگرس كوثر,1589,30467846,151169562547,4772,4784,4990,218,4.57,4962,190,3.98,4660,5010
دبالك,مواد اوليه دارويي البرز بالك,1586,13250523,128543229100,9220,9860,9710,490,5.31,9700,480,5.21,9260,9860
بالاس,مهندسي ساختمان تاسيسات راه آهن,1581,3948204,132536557800,33050,34400,32700,-350,-1.06,33550,500,1.51,31400,34700
غكورش,صنعت غذايي كورش,1570,8295289,79454576290,9810,9720,9650,-160,-1.63,9580,-230,-2.34,9400,9810
نوين,بيمه نوين,1568,42083259,76815462515,1848,1882,1820,-28,-1.52,1825,-23,-1.24,1760,1920
سشرق,سيمان‌ شرق‌,1566,8112935,81947228420,10650,10460,10190,-460,-4.32,10100,-550,-5.16,9910,10650
كزغال,زغال سنگ پروده طبس,1561,4361963,86752851050,21000,20850,20100,-900,-4.29,19900,-1100,-5.24,19550,20850
فجهان,مجتمع جهان فولاد سيرجان,1551,12045015,37798613958,3198,3160,3200,2,0.06,3170,-28,-0.88,3060,3201
حبندر,دريايي و کشتيراني خط دريابندر,1541,4783257,72318327930,14710,15100,15150,440,2.99,15120,410,2.79,14730,15150
آكورد,صندوق س. آرمان آتي كوثر-د,1532,8373836,374806995968,44722,44758,44760,38,0.08,44759,37,0.08,44758,44761
لطيف,محصولات كاغذي لطيف,1527,1129657,76000571000,67400,70100,65000,-2400,-3.56,67300,-100,-0.15,63550,71050
شگل,گلتاش‌,1523,31137592,202912556360,6380,6740,6410,30,0.47,6520,140,2.19,6250,6750
ونوين,بانك‌اقتصادنوين‌,1516,36097087,126280668473,3604,3601,3490,-114,-3.16,3498,-106,-2.94,3466,3630
پيزد,مجتمع صنايع لاستيك يزد,1503,9560112,147268398350,16200,16190,15400,-800,-4.94,15400,-800,-4.94,15390,16190
توسن,توسعه سامانه ي نرم افزاري نگين,1494,5196377,79837571890,15710,16080,15320,-390,-2.48,15360,-350,-2.23,15170,16080
