نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
كالا,بورس كالاي ايران,4653,13766369,347512253390,26270,26300,24790,-1480,-5.63,25240,-1030,-3.92,24710,26610
ذوب,ذوب آهن اصفهان,4422,83524998,228309924626,2794,2810,2714,-80,-2.86,2733,-61,-2.18,2695,2849
فتوسا,توليد و توسعه سرب روي ايرانيان,4095,48872662,412862892500,8310,8720,8180,-130,-1.56,8450,140,1.68,8020,8720
كيان,صندوق س. با درآمد ثابت كيان,3756,31605380,1107638373132,35006,35046,35048,42,0.12,35046,40,0.11,35044,35048
آريا,پليمر آريا ساسول,3684,2162538,170651074550,79400,79400,79150,-250,-0.31,78900,-500,-0.63,78500,79550
ثقزوي,شركت عمران و سازندگي قزوين,3596,17644908,243950051110,13780,14190,13370,-410,-2.98,13830,50,0.36,13370,14190
كدما,معدني‌ دماوند,3572,2521106,214302682620,88380,87240,83970,-4410,-4.99,85000,-3380,-3.82,83970,88290
تليسه,دامداري تليسه نمونه,3569,43681442,193905599840,4555,4635,4343,-212,-4.65,4439,-116,-2.55,4282,4780
غزر,صنعتي زر ماكارون,3564,9137916,91406528900,10210,10390,9820,-390,-3.82,10000,-210,-2.06,9790,10430
تجلي,تجلي توسعه معادن و فلزات,3548,142383791,216746143128,1540,1551,1504,-36,-2.34,1522,-18,-1.17,1497,1571
سنير,سيمان‌ سفيد ني‌ريز,3481,9192228,387920327450,42260,44370,40150,-2110,-4.99,42200,-60,-0.14,40150,44370
زملارد,كشاورزي و دامپروري ملارد شير,3477,4640096,67723099620,13910,14600,14600,690,4.96,14600,690,4.96,14150,14600
خاور,ايران خودرو ديزل,3429,145819408,238953932946,1678,1701,1628,-50,-2.98,1639,-39,-2.32,1628,1701
بگيلان,توسعه مسير برق گيلان,3336,6330485,98910082880,15220,15980,15120,-100,-0.66,15620,400,2.63,15120,15980
سيمرغ,سيمرغ,3291,14701850,379121174520,27190,27490,25560,-1630,-5.99,25790,-1400,-5.15,25560,27490
بورس,بورس اوراق بهادار تهران,3243,22276231,184727239680,8710,8750,8200,-510,-5.86,8290,-420,-4.82,8190,8780
وهامون,سرمايه گذاري هامون صبا,3155,33485523,71269952515,2080,2187,2170,90,4.33,2128,48,2.31,2055,2187
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,3144,47474170,2115693981090,44505,44565,44565,60,0.13,44565,60,0.13,44564,44566
آبادا,توليد نيروي برق آبادان,3132,6525916,86964587430,13300,13650,13020,-280,-2.11,13330,30,0.23,12800,13650
طلا,صندوق س.پشتوانه طلاي لوتوس,3128,5231562,541258875031,102521,102820,103999,1478,1.44,103460,939,0.92,102330,104500
هماي,صندوق س هماي آگاه-ثابت,3081,97927968,983515231285,10025,10042,10045,20,0.2,10043,18,0.18,10042,10045
سمگا,گروه سرمايه گذاري ميراث فرهنگي,2941,17690032,158072948860,9260,9490,8840,-420,-4.54,8940,-320,-3.46,8760,9490
قچار,فراوردههاي غذايي وقند چهارمحال,2941,41091873,458308125190,10770,11050,11220,450,4.18,11150,380,3.53,11000,11290
خموتور,موتورسازان‌تراكتورسازي‌ايران‌,2909,40788745,201389184607,4744,4981,4981,237,5,4937,193,4.07,4790,4981
ثاميد,توسعه و عمران اميد,2904,39778420,63548663480,1657,1670,1581,-76,-4.59,1598,-59,-3.56,1575,1680
هاي وب,داده گسترعصرنوين-هاي وب,2885,16318876,157535244570,9930,10000,9540,-390,-3.93,9650,-280,-2.82,9440,10000
ثرود,سرمايه‌گذاري مسكن زاينده رود,2885,15789712,178382329950,11540,12010,10850,-690,-5.98,11300,-240,-2.08,10850,12140
كاما,باما,2881,23076281,141254412930,6270,6400,6080,-190,-3.03,6120,-150,-2.39,6000,6400
خگستر,گسترش‌سرمايه‌گذاري‌ايران‌خودرو,2881,111099752,401297281118,3817,3750,3588,-229,-6,3612,-205,-5.37,3588,3869
غگل,گلوكوزان‌,2847,35858138,183077728880,5320,5230,5060,-260,-4.89,5110,-210,-3.95,5060,5280
فاراك,ماشين‌ سازي‌ اراك‌,2840,131458285,217000865769,1663,1720,1610,-53,-3.19,1651,-12,-0.72,1589,1740
ونيرو,سرمايه‌گذاري‌نيرو,2827,59651230,186839749662,3092,3155,3061,-31,-1,3132,40,1.29,3021,3229
لپارس,پارس‌ الكتريك‌,2785,1591336,168269858330,110520,110700,107300,-3220,-2.91,105740,-4780,-4.33,105000,111390
نوري,پتروشيمي نوري,2775,1341596,159074378160,118090,118680,118660,570,0.48,118570,480,0.41,118000,121000
گدنا,تهيه توزيع غذاي دنا آفرين فدك,2715,4753305,65196566110,14220,14700,13550,-670,-4.71,13720,-500,-3.52,13510,14700
حگهر,حمل و نقل گهرترابر سيرجان,2714,25010143,203553849480,8550,8400,8040,-510,-5.96,8140,-410,-4.8,8040,8500
چخزر,صنايع چوب خزر كاسپين,2677,1523383,46969348600,30000,30700,31100,1100,3.67,30850,850,2.83,29200,31450
پارس,پتروشيمي پارس,2675,65063926,181650825544,2769,2800,2768,-1,-0.04,2792,23,0.83,2751,2820
زكشت,كشاورزي مكانيزه اصفهان كشت,2665,12730983,335291583400,25400,26900,25300,-100,-0.39,26350,950,3.74,24750,26900
سدبير,س. تدبيرگران فارس وخوزستان,2658,4744849,140016021600,30400,31500,28600,-1800,-5.92,29500,-900,-2.96,28600,31500
فجهانح,ح. مجتمع جهان فولاد سيرجان,2641,9246429,15827116228,1780,1765,1701,-79,-4.44,1712,-68,-3.82,1679,1783
بترانس,ايران‌ ترانسفو,2636,80204147,193979664329,2544,2530,2392,-152,-5.97,2419,-125,-4.91,2392,2560
سصفها,سيمان‌اصفهان‌,2566,4109873,244351004960,58600,61420,58680,80,0.14,59450,850,1.45,55670,61420
شبريز,پالايش نفت تبريز,2556,10660532,246196905360,23120,23700,22750,-370,-1.6,23090,-30,-0.13,22650,23790
وپارس,بانك‌پارسيان‌,2496,87550860,165773245798,1978,1970,1880,-98,-4.95,1893,-85,-4.3,1880,2000
خزر,فنرسازي‌زر,2487,36288068,114902313554,3339,3300,3139,-200,-5.99,3166,-173,-5.18,3139,3330
خزاميا,زامياد,2482,24644537,230182085070,9690,9900,9210,-480,-4.95,9340,-350,-3.61,9210,9940
سخواف,سيمان مجد خواف,2429,13866256,125230164980,9040,9310,8770,-270,-2.99,9030,-10,-0.11,8770,9310
غبشهر,صنعتي‌ بهشهر,2421,51777365,221619228649,4371,4420,4227,-144,-3.29,4280,-91,-2.08,4150,4520
سيتا,سرمايه گذاري سيمان تامين,2409,5956293,66450456200,11210,11070,11050,-160,-1.43,11160,-50,-0.45,11000,11470
چكاپا,گروه صنايع كاغذ پارس,2402,46467304,157889835228,3335,3430,3300,-35,-1.05,3398,63,1.89,3257,3501
فخوز,فولاد  خوزستان,2390,24981446,143673991230,5890,5890,5730,-160,-2.72,5750,-140,-2.38,5690,5990
شاروم,پتروشيمي اروميه,2387,2746104,40955879990,15550,15450,14790,-760,-4.89,14910,-640,-4.12,14780,15750
توسن,توسعه سامانه ي نرم افزاري نگين,2373,2995669,60734032600,21200,21000,20100,-1100,-5.19,20250,-950,-4.48,19950,21300
غكورش,صنعت غذايي كورش,2370,3487290,154155446600,45570,45600,43500,-2070,-4.54,44200,-1370,-3.01,43300,45880
ثبهساز,بهساز كاشانه تهران,2347,17120950,28210878735,1659,1630,1612,-47,-2.83,1648,-11,-0.66,1591,1704
پارند,صندوق س. پارند پايدار سپهر,2344,85478012,865853507298,10114,10130,10130,16,0.16,10130,16,0.16,10129,10130
وپويا,سرمايه گذاري پويا,2339,24998395,67073539472,2548,2700,2682,134,5.26,2683,135,5.3,2605,2700
شگويا,پتروشيمي تندگويان,2337,9871078,119540598690,12170,12200,12090,-80,-0.66,12110,-60,-0.49,11980,12450
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,2328,3650078,445634306880,116470,117690,122290,5820,5,122090,5620,4.83,117690,122290
فجهان,مجتمع جهان فولاد سيرجان,2324,10193574,34682022363,3435,3390,3389,-46,-1.34,3422,-13,-0.38,3372,3435
كيمياتك,آريان كيميا تك,2308,2327725,59381674580,26480,26050,25400,-1080,-4.08,25510,-970,-3.66,25160,26250
افران,صندوق س افرا نماد پايدار-ثابت,2294,41489248,682109964175,16414,16440,16441,27,0.16,16441,27,0.16,16440,16442
بموتو,موتوژن‌,2286,40089977,152812423651,3480,3970,3732,252,7.24,3812,332,9.54,3732,3970
كفرآور,فرآورده هاي سيمان شرق,2282,15201001,270224717670,18300,17760,17760,-540,-2.95,17780,-520,-2.84,17760,18100
ولقمان,سرمايه گذاري لقمان,2269,10386459,53906536880,5070,5220,5220,150,2.96,5190,120,2.37,5000,5220
امين يكم,صندوق درآمد ثابت امين يكم فردا,2268,57582107,577538417223,10022,10031,10030,8,0.08,10030,8,0.08,10028,10033
خنصير,مهندسي‌نصيرماشين‌,2265,9554157,147369574710,15870,16200,15080,-790,-4.98,15420,-450,-2.84,15080,16200
غمارگ,مارگارين‌,2255,42086268,134658196653,3371,3410,3169,-202,-5.99,3200,-171,-5.07,3169,3415
فسبزوار,پارس فولاد سبزوار,2250,2383760,65394015300,27560,27600,27300,-260,-0.94,27430,-130,-0.47,27250,27650
ولساپا,ليزينگ رايان‌ سايپا,2207,73872517,113835398175,1613,1610,1520,-93,-5.77,1541,-72,-4.46,1517,1630
ختوقا,قطعات‌ اتومبيل‌ ايران‌,2191,47759563,161265876488,3399,3490,3290,-109,-3.21,3377,-22,-0.65,3228,3589
وسبحان,سرمايه گذاري سبحان,2168,73918844,316915477818,4121,4368,4145,24,0.58,4287,166,4.03,4128,4368
سپيدار,سپيدار سيستم آسيا,2162,1399319,31124295900,22100,21900,21950,-150,-0.68,22250,150,0.68,21450,22600
پتاير,ايران‌ تاير,2154,64626189,99006775604,1618,1648,1522,-96,-5.93,1532,-86,-5.32,1521,1648
دماوند,توليد نيروي برق دماوند,2102,13240299,299327160950,21600,22650,22250,650,3.01,22600,1000,4.63,21950,22650
كارا,صندوق س. كارا -د,2031,104998087,1198910117160,11401,11419,11419,18,0.16,11418,17,0.15,11418,11420
تفارس,تامين سرمايه خليج فارس,2028,16967913,57589096722,3296,3394,3394,98,2.97,3394,98,2.97,3394,3394
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,2023,14351084,211984098590,14800,14990,14690,-110,-0.74,14770,-30,-0.2,14500,15220
ثالوند,سرمايه گذاري مسكن الوند,2011,18546480,160240309130,8310,8590,8800,490,5.9,8640,330,3.97,8050,8800
ثشاهد,سرمايه‌ گذاري‌ شاهد,1965,12374401,112013595980,9520,9550,8950,-570,-5.99,9050,-470,-4.94,8950,9690
خصدرا,صنعتي‌ دريايي‌ ايران‌,1951,60657900,122101074231,1979,2038,1956,-23,-1.16,2013,34,1.72,1952,2038
واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,1939,41800462,483896181200,11060,11060,11290,230,2.08,11580,520,4.7,10820,11720
بوعلي,پتروشيمي بوعلي سينا,1925,635506,55875572440,88060,88600,87680,-380,-0.43,87980,-80,-0.09,87260,89500
ثغرب,شركت سرمايه گذاري مسكن شمالغرب,1921,30831345,172274046310,5322,5640,5640,318,5.98,5590,268,5.04,5010,5640
افرا,افرانت,1905,4255711,137074319250,33600,33900,31950,-1650,-4.91,32200,-1400,-4.17,31950,34200
وساپا,سرمايه‌گذاري‌ سايپا,1903,56352985,255603130440,4780,4720,4494,-286,-5.98,4536,-244,-5.1,4494,4829
خچرخش,چرخشگر,1892,13108881,194007259760,15490,16100,14570,-920,-5.94,14800,-690,-4.45,14570,16100
صباح,ح . گروه مالي صبا تامين,1883,18358765,42589675964,2353,2341,2310,-43,-1.83,2320,-33,-1.4,2300,2371
سفارس,سيمان فارس و خوزستان,1869,9853025,196696497300,20990,20990,19770,-1220,-5.81,19960,-1030,-4.91,19740,20990
سبزوا,سيمان لار سبزوار,1826,33112251,136200212449,4353,4359,4092,-261,-6,4113,-240,-5.51,4092,4359
غگيلا,شيرپاستوريزه پگاه گيلان,1780,2992742,47129736160,15600,15890,15400,-200,-1.28,15750,150,0.96,15100,16180
ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,1758,11387094,50831216740,4554,4625,4422,-132,-2.9,4464,-90,-1.98,4390,4625
وهور,مديريت انرژي اميد  تابان هور,1752,52023651,79865462439,1520,1567,1490,-30,-1.97,1535,15,0.99,1481,1592
صبا,گروه مالي صبا تامين,1737,14398787,69830690165,4900,4851,4810,-90,-1.84,4870,-30,-0.61,4801,4932
شلرد,كود شيميايي اوره لردگان,1692,11752338,145503302470,12600,12650,12260,-340,-2.7,12380,-220,-1.75,12230,12790
فارس,صنايع پتروشيمي خليج فارس,1692,19729385,165738249320,8450,8350,8460,10,0.12,8400,-50,-0.59,8250,8500
ونوين,بانك‌اقتصادنوين‌,1692,42549325,157676224351,3828,3850,3701,-127,-3.32,3706,-122,-3.19,3662,3850
ولپارس,ليزينگ پارسيان,1690,3280266,11228350518,3260,3423,3423,163,5,3376,116,3.56,3423,3423
فلوله,لوله‌وماشين‌سازي‌ايران‌,1686,54592075,103473222243,1974,2000,1876,-98,-4.96,1895,-79,-4,1876,2030
شپاكسا,پاكسان‌,1686,47413822,124563475326,2786,2700,2619,-167,-5.99,2627,-159,-5.71,2619,2710
آرام,صندوق س شاخصي آرام مفيد,1666,10142971,111574213940,11070,11110,10950,-120,-1.08,11000,-70,-0.63,10920,11120
شسپا,نفت سپاهان,1664,34810071,119024767458,3504,3540,3385,-119,-3.4,3419,-85,-2.43,3329,3540
بمپنا,توليد برق عسلويه  مپنا,1634,70423620,556703163810,7540,7910,7910,370,4.91,7910,370,4.91,7750,7910
خديزل,بهمن  ديزل,1607,26697590,308902509840,11040,11350,11590,550,4.98,11570,530,4.8,11140,11590
غصينو,صنعتي مينو,1604,5285751,81338230460,15810,16400,15080,-730,-4.62,15390,-420,-2.66,15020,16400
لابسا,آبسال‌,1604,17860885,143194290460,7720,8100,7890,170,2.2,8020,300,3.89,7720,8100
فولاي,صنايع فولاد آلياژي يزد,1586,41053778,415739098480,9560,9740,10130,570,5.96,10130,570,5.96,9740,10130
البرز,بيمه البرز,1579,121824812,304613883319,2494,2495,2490,-4,-0.16,2500,6,0.24,2456,2533
قرن,پديده شيمي قرن,1572,3342081,78027611590,23940,24050,23310,-630,-2.63,23350,-590,-2.46,22820,24680
وتوصا,گروه س توسعه صنعتي ايران,1563,8489255,80969462860,9770,9790,9400,-370,-3.79,9540,-230,-2.35,9330,9950
غدام,خوراك‌  دام‌ پارس‌,1557,1548111,84418610370,56870,57050,54030,-2840,-4.99,54530,-2340,-4.11,54030,57050
رمپنا,گروه مپنا (سهامي عام),1548,12185603,218104636260,18540,18650,17500,-1040,-5.61,17900,-640,-3.45,17430,18860
شپلي,پلي اكريل ايران,1547,21887573,162264125680,7560,7700,7480,-80,-1.06,7410,-150,-1.98,7340,7730
وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,1525,1009944,140054341010,144710,146980,139000,-5710,-3.95,138680,-6030,-4.17,137480,146980
امين,تامين سرمايه امين,1516,874425,9418076160,10770,10770,10770,0,0,10770,0,0,10770,10800
كلر,كلر پارس,1502,817239,71831636450,90250,91900,86650,-3600,-3.99,87900,-2350,-2.6,86500,91900
بكهنوج,توليد برق ماهتاب كهنوج,1498,48954500,63562679915,1281,1320,1258,-23,-1.8,1298,17,1.33,1250,1333
فباهنر,مس‌ شهيدباهنر,1488,2701142,87502011890,32230,32230,32000,-230,-0.71,32390,160,0.5,31990,32950
گشان,توسعه بين المللي پديده شانديز,1481,3195212,64893477450,20250,20200,20050,-200,-0.99,20300,50,0.25,19850,20800
لطيف,محصولات كاغذي لطيف,1479,463921,20783911950,45300,44800,45000,-300,-0.66,44800,-500,-1.1,44250,45300
زماهان,مجتمع توليد گوشت مرغ ماهان,1461,9839316,86075821760,9200,9550,8770,-430,-4.67,8750,-450,-4.89,8650,9550
شسينا,صنايع‌شيميايي‌سينا,1445,29090405,56072280653,2010,2050,1910,-100,-4.98,1928,-82,-4.08,1910,2050
اخابر,مخابرات ايران,1425,14666129,117774106790,8190,8240,7830,-360,-4.4,8030,-160,-1.95,7810,8300
لپيام,گسترش صنايع پيام,1420,3208279,80379756550,24950,25650,24250,-700,-2.81,25050,100,0.4,24250,25650
پيزد,مجتمع صنايع لاستيك يزد,1419,2880831,36038137050,13020,13060,12370,-650,-4.99,12510,-510,-3.92,12370,13250
غشهداب,كشت و صنعت شهداب ناب خراسان,1410,21999445,58106827031,2776,2830,2610,-166,-5.98,2641,-135,-4.86,2610,2830
درهآور,دارويي ره آورد تامين,1388,3005828,101887307350,35950,34650,34300,-1650,-4.59,33900,-2050,-5.7,33800,35850
غسالم,سالمين‌,1380,16899730,57276485503,3570,3599,3356,-214,-5.99,3389,-181,-5.07,3356,3599
مداران,داده‌پردازي‌ايران‌,1373,6029934,129861801790,20760,21770,21780,1020,4.91,21540,780,3.76,19730,21790
قثابت,قند ثابت‌ خراسان‌,1373,34739861,111169202112,3360,3192,3192,-168,-5,3200,-160,-4.76,3192,3280
آپ,آسان پرداخت پرشين,1363,7390139,50385965530,7000,7010,6670,-330,-4.71,6820,-180,-2.57,6650,7200
فروي,ذوب روي اصفهان,1356,2461779,39482574480,16590,16400,15750,-840,-5.06,16040,-550,-3.32,15620,16890
لكما,كارخانجات‌مخابراتي‌ايران‌,1345,41760254,37756536151,910,935,888,-22,-2.42,904,-6,-0.66,883,935
شبريزح,ح. پالايش نفت تبريز,1341,3419447,53258818310,15520,16000,15360,-160,-1.03,15580,60,0.39,15100,16150
بنو,بيمه تجارت نو,1319,9715426,56278955200,6000,6200,5700,-300,-5,5790,-210,-3.5,5700,6200
شفارس,صنايع‌ شيميايي‌ فارس‌,1300,29539504,38086439836,1356,1354,1275,-81,-5.97,1289,-67,-4.94,1275,1355
فسرب,ملي‌ سرب‌وروي‌ ايران‌,1299,32752710,55320642037,1759,1758,1686,-73,-4.15,1689,-70,-3.98,1672,1780
فگستر,گسترش صنايع روي ايرانيان,1296,3052346,23697978950,7960,8100,7630,-330,-4.15,7760,-200,-2.51,7610,8150
بكاب,صنايع‌جوشكاب‌يزد,1296,978371,60283982040,64240,65690,61030,-3210,-5,61620,-2620,-4.08,61030,65690
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,1294,43545246,66829837088,1616,1599,1520,-96,-5.94,1535,-81,-5.01,1520,1649
رافزا,رايان هم افزا,1294,335435,17877968100,54900,54550,52900,-2000,-3.64,53300,-1600,-2.91,52500,56900
بزاگرس,نيروگاه زاگرس كوثر,1279,20370417,109076470630,5154,5410,5200,46,0.89,5350,196,3.8,5190,5410
حفاري,حفاري شمال,1273,11886664,52187281786,4451,4550,4276,-175,-3.93,4390,-61,-1.37,4233,4593
ضخود4011,اختيارخ خودرو-2000-1401/04/08,1270,56157,14496289000,309,319,229,-80,-25.89,258,-51,-16.5,228,319
بركت,گروه دارويي بركت,1270,6564233,114067483840,17980,17630,17330,-650,-3.62,17380,-600,-3.34,16910,17720
هرمز,فولاد هرمزگان جنوب,1266,4181671,66688610120,16560,16160,16280,-280,-1.69,16210,-350,-2.11,15740,16600
وپست,پست بانك ايران,1249,27392326,111466156034,4033,4120,4072,39,0.97,4069,36,0.89,3961,4150
قشرين,قند شيرين خراسان,1248,14784877,75723633110,5260,5300,5110,-150,-2.85,5120,-140,-2.66,5110,5300
ثاخت,بين‌المللي‌توسعه‌ساختمان,1243,31873384,73576999874,2334,2374,2280,-54,-2.31,2308,-26,-1.11,2251,2420
خفولا,خدمات فني فولاد يزد,1237,5935841,113599491490,18790,19290,19350,560,2.98,19140,350,1.86,18230,19350
شبصير,توليدات پتروشيمي قائد بصير,1228,908261,109794231800,116650,118000,120150,3500,3,120900,4250,3.64,118000,123600
ماديرا,صنايع ماديران,1227,14530182,46836079249,3345,3410,3190,-155,-4.63,3223,-122,-3.65,3178,3416
كچاد,معدني‌وصنعتي‌چادرملو,1226,6872123,112210623780,16520,16600,16300,-220,-1.33,16340,-180,-1.09,16190,16800
حگردش,ريل گردش ايرانيان,1217,17632819,43818745385,2548,2560,2479,-69,-2.71,2485,-63,-2.47,2472,2609
وسينا,بانك سينا,1215,33133474,76315187680,2404,2498,2275,-129,-5.37,2303,-101,-4.2,2260,2498
ختور,رادياتور ايران‌,1213,5307611,67197372340,13280,13270,12590,-690,-5.2,12660,-620,-4.67,12490,13370
ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,1210,20060529,109327530890,5680,5680,5340,-340,-5.99,5450,-230,-4.05,5340,5750
زپارس,ملي كشت و صنعت و دامپروري پارس,1206,5963906,236786929170,38000,39880,39900,1900,5,39700,1700,4.47,38000,39900
زنجان,صنايع كشاورزي وكود زنجان,1205,12760928,51492165946,3973,4050,4025,52,1.31,4035,62,1.56,3902,4092
شيران,س. صنايع‌شيميايي‌ايران,1199,4857418,96885454890,20110,20300,19960,-150,-0.75,19950,-160,-0.8,19300,20350
اپال,فرآوري معدني اپال كاني پارس,1184,1324151,26632322740,20530,19980,19940,-590,-2.87,20440,-90,-0.44,19900,20600
ملت,بيمه ملت,1168,40344302,49987268714,1283,1287,1226,-57,-4.44,1239,-44,-3.43,1215,1310
وپترو,سرمايه‌گذاري صنايع پتروشيمي‌,1161,7378988,86774238220,11150,11360,11670,520,4.66,11760,610,5.47,11360,11810
كساوه,صنايع‌ كاشي‌ و سراميك‌ سينا,1156,3724793,196816075790,49910,51500,52900,2990,5.99,52840,2930,5.87,51500,52900
ولكار,ليزينگ كارآفرين,1155,2108915,13386768980,6440,6420,6250,-190,-2.95,6360,-80,-1.24,6170,6530
كلوند,كاشي‌ الوند,1147,6672279,177565460670,25420,26190,26690,1270,5,26610,1190,4.68,25800,26690
مرقام,ايران‌ارقام‌,1137,8173212,97851243380,11600,12180,11470,-130,-1.12,11970,370,3.19,11310,12180
حآسا,آسيا سير ارس,1134,4021038,52257948060,13490,14020,12870,-620,-4.6,13000,-490,-3.63,12690,14020
زكوثر,سرمايه گذاري كشاورزي كوثر,1131,3228424,51789236180,16910,17000,15900,-1010,-5.97,16040,-870,-5.14,15900,17000
شغدير,پتروشيمي غدير,1129,926140,89057708090,95660,97350,95990,330,0.34,96160,500,0.52,95000,97800
فپنتا,سپنتا,1125,111089,71783429610,661670,648000,663990,2320,0.35,646180,-15490,-2.34,628590,671880
ختراك,ريخته‌گري‌ تراكتورسازي‌ ايران‌,1118,20161383,140824669270,6690,6970,6800,110,1.64,6980,290,4.33,6610,7020
آباد,توريستي ورفاهي آبادگران ايران,1117,1948301,68879727670,33970,35490,35370,1400,4.12,35350,1380,4.06,34400,35660
سپاها,سيمان‌سپاهان‌,1112,7785191,76272993380,10100,10370,9600,-500,-4.95,9800,-300,-2.97,9530,10370
حسير,ريل سير كوثر,1111,3782796,74096028970,18800,19250,19920,1120,5.96,19590,790,4.2,18550,19920
