نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
شگل,گلتاش‌,1144,10843062,68256365930,6220,6150,6270,50,0.8,6290,70,1.13,5950,6520
ماديرا,صنايع ماديران,1132,14137247,49101854348,3446,3480,3514,68,1.97,3473,27,0.78,3400,3548
فروي,ذوب روي اصفهان,1129,2729639,49028664250,17810,17990,17720,-90,-0.51,17960,150,0.84,17600,18310
زفكا,كشت و دامداري فكا,1126,6909380,77224648730,11310,11300,10900,-410,-3.63,11180,-130,-1.15,10880,11560
آباد,توريستي ورفاهي آبادگران ايران,1122,1387021,48472126460,36260,36150,34680,-1580,-4.36,34950,-1310,-3.61,34450,36180
غصينو,صنعتي مينو,1121,3180855,52309803510,16700,16700,16350,-350,-2.1,16500,-200,-1.2,16200,16940
فولاي,صنايع فولاد آلياژي يزد,1121,6472813,63278184110,9640,9370,9900,260,2.7,9780,140,1.45,9070,10000
ضخود3058,اختيارخ خودرو-2500-1401/03/04,1116,53640,422347000,16,14,7,-9,-56.25,8,-8,-50,6,14
غديس,پاكديس,1113,4637467,59419574050,12420,12820,12890,470,3.78,12810,390,3.14,12320,13160
شلعاب,لعابيران‌,1113,9219408,60672533770,6290,6490,6600,310,4.93,6580,290,4.61,6400,6600
سشرق,سيمان‌ شرق‌,1107,6423267,59199847890,9130,9130,9160,30,0.33,9220,90,0.99,9070,9400
كسرا,سراميك‌هاي‌صنعتي‌اردكان‌,1107,13785888,101433251880,7680,7710,7350,-330,-4.3,7360,-320,-4.17,7260,7710
دتوليد,داروسازي توليد دارو,1104,8578729,85061496260,9430,9370,9990,560,5.94,9920,490,5.2,9370,9990
كفرا,فراورده‌ هاي‌ نسوزايران‌,1102,5184929,62529922080,11250,11700,11990,740,6.58,12060,810,7.2,11700,12280
سنوين,سرمايه گذاري اقتصاد نوين,1099,11746259,74684665250,6230,6410,6240,10,0.16,6360,130,2.09,6080,6410
اهرم,صندوق س سهامي كاريزما- اهرمي,1092,11102716,160132250510,14640,14770,14370,-270,-1.84,14420,-220,-1.5,14190,14790
تماوند,تامين سرمايه دماوند,1089,11659001,66632398380,5660,5760,5660,0,0,5720,60,1.06,5600,5800
ورازي,بيمه رازي,1085,52878112,110397552815,2054,2100,2024,-30,-1.46,2088,34,1.66,2022,2113
فباهنر,مس‌ شهيدباهنر,1075,1713091,58209314570,33830,33280,33600,-230,-0.68,33980,150,0.44,33280,34700
وجامي,سرمايه گذاري جامي,1074,14059962,63950378243,4671,4531,4531,-140,-3,4548,-123,-2.63,4531,4730
كيميا,معدني كيمياي زنجان گستران,1072,8751582,61548133060,6990,7030,7120,130,1.86,7030,40,0.57,6910,7160
وثنو,سرمايه گذاري ساختماني نوين,1069,16821323,40707469787,2491,2417,2417,-74,-2.97,2420,-71,-2.85,2417,2469
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,1062,40604448,67948508911,1677,1670,1695,18,1.07,1673,-4,-0.24,1626,1705
وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,1058,266438,41120188590,152250,151350,153210,960,0.63,154330,2080,1.37,151330,158000
تپكو,توليدتجهيزات‌سنگين‌هپكو,1051,24057366,42454394709,1815,1763,1761,-54,-2.98,1765,-50,-2.75,1761,1795
رانفور,خدمات‌انفورماتيك‌,1039,18777206,80447292224,4327,4379,4349,22,0.51,4284,-43,-0.99,4204,4379
شپديس,پتروشيمي پرديس,1034,635093,112974277480,175070,177500,177050,1980,1.13,177890,2820,1.61,175410,178890
شغدير,پتروشيمي غدير,1032,845169,80033707440,94650,94650,95290,640,0.68,94700,50,0.05,93960,95830
غشهداب,كشت و صنعت شهداب ناب خراسان,1031,13215967,38681976803,2897,2899,2909,12,0.41,2927,30,1.04,2890,2979
افق,فروشگاههاي زنجيره اي افق كوروش,1029,1283333,63374594190,50390,50500,48670,-1720,-3.41,49380,-1010,-2,48650,50500
واحيا,م .صنايع و معادن احياء سپاهان,1022,5463031,111319224620,20420,20410,20390,-30,-0.15,20380,-40,-0.2,20060,20990
ستران,سيمان‌ تهران‌,1019,3356041,92323837370,26100,26000,27660,1560,5.98,27510,1410,5.4,25560,27660
غاذر,كشت‌وصنعت‌پياذر,1018,4401632,249923887590,54100,56800,56800,2700,4.99,56780,2680,4.95,55650,56800
كگل,معدني و صنعتي گل گهر,1001,6950152,96165522760,13800,13750,13850,50,0.36,13830,30,0.22,13510,13940
وليز,ليزينگ‌ايران‌,993,20290600,41023727858,1962,2060,1973,11,0.56,2022,60,3.06,1950,2060
غشاذر,پگاه‌آذربايجان‌غربي‌,991,7728427,46469995310,6230,6390,5860,-370,-5.94,6010,-220,-3.53,5860,6390
وگردش,بانك گردشگري,985,9808741,111235147850,11410,11070,11070,-340,-2.98,11340,-70,-0.61,11070,11600
خكمك,كمك‌فنرايندامين‌,984,4822223,113183825840,22740,22220,23790,1050,4.62,23470,730,3.21,22220,23870
شصدف,صنعتي دوده فام,977,1032491,37018941600,36200,35300,35550,-650,-1.8,35850,-350,-0.97,35300,36750
حسير,ريل سير كوثر,950,2017802,41264838100,21000,21000,20200,-800,-3.81,20450,-550,-2.62,20050,21150
زكوثر,سرمايه گذاري كشاورزي كوثر,950,1966262,34045160460,17510,17020,17210,-300,-1.71,17310,-200,-1.14,17020,17880
وصنعت,سرمايه گذاري توسعه صنعت وتجارت,950,18592959,43856869210,2299,2260,2400,101,4.39,2359,60,2.61,2260,2410
زكشت,كشاورزي مكانيزه اصفهان كشت,949,1445926,35602227750,25450,25650,24000,-1450,-5.7,24600,-850,-3.34,23950,26200
تملت,تامين سرمايه بانك ملت,945,19948709,73908017361,3522,3502,3733,211,5.99,3705,183,5.2,3502,3733
وبانك,سرمايه گذاري گروه توسعه ملي,930,9131984,97436202370,10710,10710,10730,20,0.19,10680,-30,-0.28,10500,10890
آكورد,صندوق س. آرمان آتي كوثر-د,920,5737098,222724646992,38798,38821,38822,24,0.06,38822,24,0.06,38821,38824
زمگسا,كشاورزي‌ ودامپروي‌ مگسال‌,918,1992161,54277452740,27890,28940,27200,-690,-2.47,27250,-640,-2.29,26600,28940
سبزوا,سيمان لار سبزوار,897,30240736,122201744508,3813,4041,4041,228,5.98,4041,228,5.98,4000,4041
ختراك,ريخته‌گري‌ تراكتورسازي‌ ايران‌,892,15830873,101769876210,6280,6480,6590,310,4.94,6430,150,2.39,6160,6590
كاوه,فولاد كاوه جنوب كيش,884,5127994,67610789340,13260,12990,13260,0,0,13200,-60,-0.45,12900,13350
وبرق,س.کارکنان صنعت برق زنجان وقزوي,880,971669,83700560400,83700,86200,86200,2500,2.99,86150,2450,2.93,85000,86200
زشگزا,شير و گوشت زاگرس شهركرد,872,5970678,43307260000,7400,7470,7290,-110,-1.49,7250,-150,-2.03,7030,7500
زشريف,كشت وصنعت شريف آباد,869,6520314,29369785109,4604,4620,4525,-79,-1.72,4504,-100,-2.17,4400,4685
فپنتا,سپنتا,869,125339,86428512320,710460,710000,690090,-20370,-2.87,689560,-20900,-2.94,679000,710000
حآسا,آسيا سير ارس,868,2344886,34856035220,14570,14570,14700,130,0.89,14860,290,1.99,14470,15260
كفپارس,فرآورده‌هاي‌ نسوز پارس‌,862,13681847,60644219623,4273,4200,4486,213,4.98,4432,159,3.72,4200,4486
شبصير,توليدات پتروشيمي قائد بصير,861,509965,60863992450,120700,118450,119000,-1700,-1.41,119350,-1350,-1.12,118450,122000
اعتلا,شركت سرمايه گذاري اعتلاء البرز,859,14407252,60847192395,4004,4000,4244,240,5.99,4223,219,5.47,3950,4244
وهنر,گروه توسعه هنر ايران,857,12655250,30234893448,2443,2433,2380,-63,-2.58,2389,-54,-2.21,2370,2496
خودكفا,اقتصادي و خودكفايي آزادگان,857,6013788,46883152490,7820,8040,7760,-60,-0.77,7800,-20,-0.26,7720,8040
دزهراوي,داروسازي‌زهراوي‌,853,8806644,46780337090,5160,5080,5410,250,4.84,5310,150,2.91,5030,5410
توريل,توكاريل,852,7764555,73277374210,9030,8800,9370,340,3.77,9440,410,4.54,8800,9480
غگرجي,بيسكويت‌  گرجي‌,851,18116553,36993691894,1986,1920,2016,30,1.51,2042,56,2.82,1920,2081
دبالك,مواد اوليه دارويي البرز بالك,851,4647801,47713819870,10040,9560,10580,540,5.38,10270,230,2.29,9560,10600
وسبحان,سرمايه گذاري سبحان,851,19125100,73868198139,3757,3750,3920,163,4.34,3862,105,2.79,3702,3933
درهآور,دارويي ره آورد تامين,844,2535228,88294536950,33550,32400,35550,2000,5.96,34850,1300,3.87,32400,35550
ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,844,10824630,110191512000,10180,10130,10200,20,0.2,10180,0,0,10100,10340
آپ,آسان پرداخت پرشين,837,4657538,34426807280,7340,7330,7380,40,0.54,7390,50,0.68,7280,7540
كامياب,صندوق س. كامياب آشنا-د,836,23479982,284245886041,12099,12106,12106,7,0.06,12106,7,0.06,12105,12107
بهپاك,صنعتي بهپاك,828,6152614,47273025210,7900,8000,7740,-160,-2.03,7680,-220,-2.78,7560,8000
سمايه,بانك سرمايه,828,10386186,40911896086,3842,3930,3957,115,2.99,3939,97,2.52,3821,3957
تاصيكو,سرمايه گذاري صدرتامين,820,4752028,52491900680,11110,10940,11130,20,0.18,11080,-30,-0.27,10860,11160
غپينو,پارس‌ مينو,816,12572094,34816250766,2776,2847,2738,-38,-1.37,2769,-7,-0.25,2702,2860
زپارس,ملي كشت و صنعت و دامپروري پارس,811,3295955,122574498310,37990,38100,37100,-890,-2.34,37190,-800,-2.11,37000,38490
خكار,ايركا پارت صنعت,807,18758050,52464510551,2835,2800,2806,-29,-1.02,2797,-38,-1.34,2761,2850
كوير,توليدي فولاد سپيد فراب كوير,795,7807289,34549749153,4389,4341,4391,2,0.05,4418,29,0.66,4282,4480
غشان,شيرپاستوريزه‌پگاه‌خراسان‌,794,6463824,28367410703,4581,4638,4343,-238,-5.2,4389,-192,-4.19,4307,4648
سصوفي,سيمان‌ صوفيان‌,790,3266265,60934259820,17710,18350,18770,1060,5.99,18660,950,5.36,18000,18770
پدرخش,درخشان‌ تهران‌,788,4334245,35076545500,8160,7900,7990,-170,-2.08,8090,-70,-0.86,7900,8500
وملل,اعتباري ملل,787,9074821,72540041590,7640,7790,8020,380,4.97,7990,350,4.58,7620,8020
دروز,داروسازي‌ روزدارو,787,1814535,51417313080,27820,27300,28000,180,0.65,28340,520,1.87,27290,28850
رنيك,جنرال مكانيك,786,3523513,48656135140,13340,13130,14000,660,4.95,13810,470,3.52,13080,14000
سرو,صندوق س سروسودمند مدبران-سهام,784,2029168,162914058190,80460,80030,80110,-350,-0.43,80290,-170,-0.21,79850,81240
ماديراح,ح صنايع ماديران,783,9625021,16946591191,1781,1800,1742,-39,-2.19,1761,-20,-1.12,1729,1810
دكوثر,داروسازي‌ كوثر,782,13134600,49670407051,3581,3500,3795,214,5.98,3782,201,5.61,3500,3795
فروس,فروسيليس‌ ايران‌,781,6090356,46316062120,7450,7420,7600,150,2.01,7600,150,2.01,7340,7760
كارين,صندوق س نگين سامان-ثابت,779,21923004,219400709972,10177,10008,10009,-168,-1.65,10008,-169,-1.66,10006,10009
حريل,ريل پردازسير,765,14967789,42504604921,2846,2888,2888,42,1.48,2840,-6,-0.21,2811,2890
ولملت,واسپاري ملت,762,12688368,48823111946,4040,4250,3802,-238,-5.89,3848,-192,-4.75,3798,4250
قتربت,قند تربت حيدريه,762,114453,1994915790,16930,17430,17430,500,2.95,17030,100,0.59,17430,17430
فن آوا,گروه فن آوا,762,6318450,56028558940,8620,8870,8870,250,2.9,8870,250,2.9,8750,8870
ضخود3057,اختيارخ خودرو-2000-1401/03/04,760,27495,9622794000,362,340,352,-10,-2.76,350,-12,-3.31,326,375
تپمپي,پمپ‌ سازي‌ ايران‌,755,2896545,55799554130,18990,19190,19260,270,1.42,19260,270,1.42,18330,19750
دحاوي,الحاوي,754,4277979,25762685650,5890,5950,6060,170,2.89,6020,130,2.21,5790,6060
چدن,توليدي چدن سازان,753,17606386,42198716055,2390,2350,2370,-20,-0.84,2397,7,0.29,2350,2427
ثپرديس,سرمايه گذاري مسكن پرديس,744,9806003,45825743569,4575,4770,4590,15,0.33,4673,98,2.14,4585,4770
چكارن,كارتن‌ ايران‌,737,14034417,43785618688,3067,3077,3081,14,0.46,3120,53,1.73,3077,3177
تيپيكو,سرمايه گذاري دارويي تامين,736,3438550,78430882360,22970,22940,22700,-270,-1.18,22840,-130,-0.57,22010,22990
كحافظ,كاشي‌ وسراميك‌ حافظ‌,734,6554871,33568174634,5103,5200,5099,-4,-0.08,5121,18,0.35,5010,5248
خلنت,لنت‌ ترمزايران‌,730,647065,22263070940,35200,34450,34200,-1000,-2.84,34410,-790,-2.24,34000,35320
وشمال,س. چشم انداز توسعه شمال,727,1532872,37342605900,24800,24350,24350,-450,-1.81,24350,-450,-1.81,24350,24750
وشهر,بانك شهر,726,8510194,40584926163,4795,4654,4850,55,1.15,4769,-26,-0.54,4652,4938
خراسان,پتروشيمي خراسان,723,487387,65410422520,130400,135990,134500,4100,3.14,132990,2590,1.99,132350,135990
هجرت,پخش هجرت,721,2622614,85345267400,32900,33000,32450,-450,-1.37,32550,-350,-1.06,31950,33200
سهرمز,سيمان‌هرمزگان‌,721,2225161,48066233970,21180,22000,22060,880,4.15,21600,420,1.98,21010,22180
حفارس,حمل و نقل بين المللي خليج فارس,720,4561812,42666515350,9560,9570,9220,-340,-3.56,9350,-210,-2.2,9100,9600
تاپيكو,س. نفت و گاز و پتروشيمي تأمين,719,5154595,86939031380,16860,16600,16890,30,0.18,16860,0,0,16600,17060
ومهان,گروه توسعه مالي مهر آيندگان,719,14360852,82927629400,5740,5580,5760,20,0.35,5770,30,0.52,5580,5830
خوساز,محورسازان‌ايران‌خودرو,718,4724786,40200982130,8880,8610,8460,-420,-4.73,8510,-370,-4.17,8440,8850
وصنا,گروه‌صنايع‌بهشهرايران‌,718,11996789,43783924028,3653,3590,3620,-33,-0.9,3650,-3,-0.08,3590,3720
قاروم,قند اروميه,716,2254781,450430964077,1,199150,193176,193175,19317500,199767,199766,19976600,193176,205124
تاپكيش,تجارت الكترونيك پارسيان كيش,709,2313333,33429698300,14540,14780,14330,-210,-1.44,14450,-90,-0.62,14210,15100
خمهر,مهركام‌پارس‌,694,20363771,46168920239,2269,2260,2209,-60,-2.64,2267,-2,-0.09,2201,2350
ريشمك,توليد و صادرات ريشمك,692,1501931,41949603900,26550,26150,28100,1550,5.84,27950,1400,5.27,26150,28100
ثباغ,شهر سازي و خانه سازي باغميشه,691,3409033,29507863740,8960,8960,8590,-370,-4.13,8660,-300,-3.35,8510,9050
مداران,داده‌پردازي‌ايران‌,689,3332543,65436481710,18800,18610,19740,940,5,19640,840,4.47,18610,19740
ثرود,سرمايه‌گذاري مسكن زاينده رود,685,3218364,42377072790,13600,14210,12790,-810,-5.96,13170,-430,-3.16,12790,14210
هرمز,فولاد هرمزگان جنوب,679,3324667,56979718920,17210,17160,17100,-110,-0.64,17180,-30,-0.17,16910,17300
رمپنا,گروه مپنا (سهامي عام),678,2188592,37698762960,17110,17110,17180,70,0.41,17150,40,0.23,17110,17520
وبوعلي,سرمايه‌گذاري‌بوعلي‌,677,6544023,34194517130,5100,5190,5270,170,3.33,5230,130,2.55,5050,5330
فافزا,فولاد افزا سپاهان,676,763398,40356933550,51650,50400,53050,1400,2.71,52850,1200,2.32,50400,53150
دلر,داروسازي‌ اكسير,674,1897521,87536996600,45220,45300,46940,1720,3.8,46130,910,2.01,45300,46940
واتي,سرمايه‌ گذاري‌ آتيه‌ دماوند,668,10118790,105806416230,10010,10000,10610,600,5.99,10460,450,4.5,9950,10610
كگهر,سنگ آهن گهرزمين,662,856654,42926141500,50000,49550,50550,550,1.1,50050,50,0.1,49000,50700
تسه0011,امتيازتسهيلات مسكن بهمن 1400,661,7721,9563602286,1298000,1233100,1290000,-8000,-0.62,1238648,-59352,-4.57,1233100,1290000
وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ,661,4610189,47044433520,10010,10020,10200,190,1.9,10200,190,1.9,10000,10350
سغرب,سيمان‌غرب‌,652,2352009,46646662370,20670,19430,20050,-620,-3,19830,-840,-4.06,19430,20660
سشمال,سيمان‌ شمال‌,649,3861462,50554866280,13070,13280,12660,-410,-3.14,13090,20,0.15,12630,13700
نيرو,نيرو سرمايه,640,5995075,149191873150,24200,24900,24900,700,2.89,24900,700,2.89,24350,24900
شپترو,پتروشيمي آبادان,639,10030046,23357640294,2342,2320,2310,-32,-1.37,2329,-13,-0.56,2290,2380
فسپا,گروه‌صنعتي‌سپاهان‌,639,2836047,47135196140,16720,16700,16660,-60,-0.36,16620,-100,-0.6,16530,17000
فلامي,لاميران‌,638,1269613,26048236560,20320,20200,20500,180,0.89,20520,200,0.98,19580,21120
غگلپا,شير پاستوريزه پگاه گلپايگان,638,879863,47357291750,55250,57000,55000,-250,-0.45,53800,-1450,-2.62,52600,57000
نوين,بيمه نوين,631,8973577,19630836409,2183,2260,2189,6,0.27,2188,5,0.23,2111,2260
ثنام,س ساختماني ب نام آوران مهندسي,627,4070614,25451194080,6400,6280,6210,-190,-2.97,6250,-150,-2.34,6210,6490
خرينگ,رينگ‌سازي‌مشهد,622,1502521,37344787520,25030,25340,24420,-610,-2.44,24850,-180,-0.72,24010,25700
خاهن,آهنگري‌ تراكتورسازي‌ ايران‌,621,3703318,23665550930,6480,6350,6480,0,0,6420,-60,-0.93,6280,6570
كساوه,صنايع‌ كاشي‌ و سراميك‌ سينا,618,1002924,52002261350,51920,50300,51940,20,0.04,51850,-70,-0.13,50300,52000
مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,615,4208414,47675915151,11159,11360,11294,135,1.21,11329,170,1.52,11105,11360
كنور,توسعه معدني و صنعتي صبانور,609,2501155,49839940720,20030,19630,19770,-260,-1.3,19980,-50,-0.25,19630,20090
شخارك,پتروشيمي‌ خارك‌,606,1022089,48743196160,47690,48000,47470,-220,-0.46,47690,0,0,46180,48950
كشرق,صنعتي و معدني شمال شرق شاهرود,605,287288,27798997850,92700,94500,97550,4850,5.23,96750,4050,4.37,94400,97900
حتايد,تايدواترخاورميانه,601,5676931,33908425750,5970,5920,5980,10,0.17,5970,0,0,5870,6060
شپتروح,ح . پتروشيمي آبادان,597,19876505,22024054165,1139,1111,1105,-34,-2.99,1108,-31,-2.72,1105,1135
آ س پ,آ.س.پ,590,2825416,16444470880,5790,5730,5750,-40,-0.69,5820,30,0.52,5510,5990
نطرين,عطرين نخ قم,590,3529820,21770456340,6170,6440,6100,-70,-1.13,6170,0,0,6010,6440
كتوكا,توليدي و خدمات صنايع نسوز توكا,589,2053141,18535277680,8790,9000,9090,300,3.41,9030,240,2.73,8600,9250
ثتران,سرمايه گذاري مسكن تهران,587,6779745,23460357021,3452,3515,3450,-2,-0.06,3460,8,0.23,3400,3518
عيار,صندوق طلاي عيار مفيد,586,3205942,117399123151,36043,36360,36660,617,1.71,36619,576,1.6,36360,36808
وبشهر,توسعه‌ صنايع‌ بهشهر(هلدينگ,584,3800509,34191656770,9040,9080,8860,-180,-1.99,9010,-30,-0.33,8800,9190
آريان,سرمايه گذاري پارس آريان,583,7978737,56621891920,7200,7120,7140,-60,-0.83,7150,-50,-0.69,6990,7270
غشهد,شهد ايران ‌,582,5149198,30632383750,5930,5840,6000,70,1.18,5950,20,0.34,5740,6140
وتوسم,سرمايه‌گذاري‌توسعه‌ملي‌,574,8564105,39400403179,4646,4592,4628,-18,-0.39,4601,-45,-0.97,4570,4740
سخاش,سيمان‌خاش‌,573,297863,19426845490,64610,64810,66390,1780,2.75,65220,610,0.94,63700,67000
ساوه,سيمان ساوه,570,147965,8006624250,53900,55050,53850,-50,-0.09,54000,100,0.19,53400,55050
اطلس,صندوق س.توسعه اطلس مفيد-س,570,296494,83862680139,280266,280310,283498,3232,1.15,282848,2582,0.92,280310,283498
همراه,شركت ارتباطات سيار ايران,569,4790512,48055457460,10130,10200,10000,-130,-1.28,10090,-40,-0.39,9930,10200
غبهار,كشت وصنعت بهاران گلبهار خراسان,567,1976178,32271374230,16810,16810,16310,-500,-2.97,16330,-480,-2.86,16310,16810
سرچشمه,سرمايه گذاري مس سرچشمه,565,5513187,24749328902,4586,4550,4489,-97,-2.12,4489,-97,-2.12,4420,4620
شبهرن,نفت‌ بهران‌,559,2678318,39233442000,14670,14700,14660,-10,-0.07,14660,-10,-0.07,14480,14760
كترام,توليدي‌ كاشي‌ تكسرام‌,551,1337565,42029065540,31850,31690,31380,-470,-1.48,31420,-430,-1.35,30610,32000
ركيش,كارت اعتباري ايران كيش,549,3565662,19456573000,5380,5280,5430,50,0.93,5460,80,1.49,5280,5570
دسبحا,گروه دارويي سبحان,549,1349234,26002223010,19490,19400,19490,0,0,19270,-220,-1.13,18660,19980
دماوند,توليد نيروي برق دماوند,541,1508039,31531058100,20650,20650,21100,450,2.18,20850,200,0.97,20500,21150
رتاپ,تجارت الكترونيك  پارسيان,540,2102363,10745955380,5180,5090,5090,-90,-1.74,5130,-50,-0.97,5080,5170
بپاس,بيمه پاسارگاد,539,4153724,206458266850,49700,49700,49700,0,0,49700,0,0,49600,49750
پارسان,گسترش نفت و گاز پارسيان,535,3459714,107329018160,31000,30600,31010,10,0.03,31020,20,0.06,30600,31300
هكشو208,اختيارف ت پاكشو9799-02/08/29,533,26502393,14152277862,510,534,534,24,4.71,534,24,4.71,534,534
ثبات,صندوق س. ثبات ويستا -د,530,19823794,229685212119,11579,11587,11587,8,0.07,11586,7,0.06,11586,11587
والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,526,4140133,30389242890,7330,7320,7340,10,0.14,7340,10,0.14,7200,7490
فنفت,صنايع تجهيزات نفت,526,1925923,64229532050,34350,33350,33350,-1000,-2.91,33350,-1000,-2.91,33350,33350
فايرا,آلومينيوم‌ايران‌,525,1882465,37369839750,20020,19980,20010,-10,-0.05,19940,-80,-0.4,19490,20070
بكهنوج,توليد برق ماهتاب كهنوج,525,18850696,23190210000,1225,1201,1221,-4,-0.33,1230,5,0.41,1201,1254
سكه0312پ01,تمام سكه طرح جديد0312 رفاه,525,243600,356190339400,1440266,1464452,1462602,22336,1.55,1462193,21927,1.52,1455000,1466990
چكاوه,صنايع‌كاغذسازي‌كاوه‌,523,4049231,32078380500,8100,7900,7920,-180,-2.22,7920,-180,-2.22,7780,8210
لسرما,سرما آفرين‌,522,1238484,34130501080,28950,27600,27510,-1440,-4.97,27560,-1390,-4.8,27510,28110
ولغدر,ليزينگ‌خودروغدير,520,2250799,25869605500,11410,11680,11300,-110,-0.96,11490,80,0.7,11010,12000
ثامان,سامان‌ گستراصفهان‌,514,3607134,54653392540,14580,14900,15280,700,4.8,15150,570,3.91,14500,15300
سنير,سيمان‌ سفيد ني‌ريز,513,1295364,47841392440,35200,36950,36960,1760,5,36930,1730,4.91,36500,36960
شكام,صنايع شيميايي كيمياگران امروز,512,1522820,52816218050,35150,35200,34600,-550,-1.56,34700,-450,-1.28,34400,35200
تبرك,گروه كارخانجات صنعتي تبرك,512,1441072,14549136400,10060,10170,9990,-70,-0.7,10100,40,0.4,9900,10380
وامير,گروه صنعتي و معدني امير,509,27831,10567063700,377800,380000,380000,2200,0.58,379350,1550,0.41,370050,388000
قاسم,قاسم ايران,509,5012453,24172729130,4870,4820,4770,-100,-2.05,4820,-50,-1.03,4760,4940
جم,پتروشيمي جم,508,2117314,101507335580,48000,47650,47940,-60,-0.13,47940,-60,-0.13,47000,48770
چفيبر,فيبر ايران‌,506,3460822,21956192100,6590,6660,6270,-320,-4.86,6340,-250,-3.79,6270,6660
آسيا,بيمه آسيا,505,18699219,34222202685,1829,1850,1830,1,0.05,1830,1,0.05,1810,1850
تسه0010,امتيازتسهيلات مسكن دي1400,504,5098,6354593927,1309095,1243641,1243641,-65454,-5,1246488,-62607,-4.78,1243641,1270000
جهرم,پتروشيمي جهرم,504,16570863,14671029156,881,880,905,24,2.72,885,4,0.45,860,907
كمرجان,بازرگاني و توليدي مرجان كار,502,2657900,17244535410,6310,6370,6470,160,2.54,6490,180,2.85,6350,6650
شيراز,پتروشيمي‌شيراز,500,1529016,120320946630,78710,79980,78700,-10,-0.01,78690,-20,-0.03,78160,79980
شنفت,نفت‌ پارس‌,497,3686823,33209249120,9120,9120,8940,-180,-1.97,9060,-60,-0.66,8910,9120
بزاگرس,نيروگاه زاگرس كوثر,497,4022355,19704201864,4758,4610,4958,200,4.2,4899,141,2.96,4610,4958
تكشا,گسترش‌صنايع‌وخدمات‌كشاورزي‌,496,522870,19744610340,38480,37660,37150,-1330,-3.46,37760,-720,-1.87,37020,38500
خموتور,موتورسازان‌تراكتورسازي‌ايران‌,495,9947949,44462913450,4277,4390,4490,213,4.98,4470,193,4.51,4300,4490
ساذري,آذريت‌,493,2668704,16094610720,6120,6050,6040,-80,-1.31,6030,-90,-1.47,5940,6290
قزوين,كارخانجات‌ قند قزوين‌,490,8860420,48745423490,5250,5400,5510,260,4.95,5500,250,4.76,5390,5510
دتماد,توليدمواداوليه‌داروپخش‌,488,690673,29504117880,43510,43220,42700,-810,-1.86,42720,-790,-1.82,42310,43430
كي بي سي,شركت كي بي سي,487,2436709,31666476740,12500,12590,13100,600,4.8,13000,500,4,12590,13120
خكرمان,سرمايه گذاري آرمان گستر پاريز,485,7497231,26272867535,3553,3460,3567,14,0.39,3504,-49,-1.38,3447,3598
پرديس,سرمايه گذاري پرديس,482,6141343,19489102951,3147,3200,3141,-6,-0.19,3173,26,0.83,3113,3250
فنرژي,گسترش صنايع انرژي آذرآب,481,3053260,23974402020,8000,7840,7940,-60,-0.75,7850,-150,-1.88,7840,8000
سپاها,سيمان‌سپاهان‌,481,2802471,30082302310,10780,10960,10680,-100,-0.93,10730,-50,-0.46,10630,11070
ثجوان,تامين مسكن جوانان,481,9633735,43784092042,4451,4480,4584,133,2.99,4545,94,2.11,4345,4584
ولشرق,ليزينگ ايران و شرق,478,10880836,24905314071,2206,2161,2338,132,5.98,2289,83,3.76,2149,2338
آساميد,صندوق س.مشترك آسمان اميد -د,472,11876345,176561025675,14858,14867,14867,9,0.06,14867,9,0.06,14866,14867
ثزاگرس,سرمايه گذاري توسعه عمران زاگرس,470,653084,21082590850,32750,32900,31900,-850,-2.6,32300,-450,-1.37,31800,33250
حتوكا,حمل‌ونقل‌توكا,470,1842651,31768760370,17160,16700,17070,-90,-0.52,17240,80,0.47,16700,17940
فالوم,آلومتك‌,470,1431784,21432100380,15330,15120,14880,-450,-2.94,14970,-360,-2.35,14880,15370
غبهنوش,بهنوش‌ ايران‌,468,394179,23932502440,61350,61800,60080,-1270,-2.07,60710,-640,-1.04,59900,62810
پارتا,مجتمع‌صنعتي‌آرتاويل‌تاير,466,1961258,35215057900,18480,18030,18100,-380,-2.06,17960,-520,-2.81,17930,18480
فراز,صندوق س.سهام فراز داريك-س,465,2775313,42454457978,15246,15250,15300,54,0.35,15297,51,0.33,15247,15301
ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,463,6587481,30308804955,4610,4550,4600,-10,-0.22,4601,-9,-0.2,4550,4695
دفارا,داروسازي‌ فارابي‌,461,1523890,21376472010,14240,14470,13860,-380,-2.67,14030,-210,-1.47,13800,14470
پرداخت,به پرداخت ملت,460,2006507,46020461080,23700,23660,22900,-800,-3.38,22940,-760,-3.21,22520,24100
گوهر,صندوق سكه طلاي كيان,459,431362,30965290129,70668,71300,72299,1631,2.31,71785,1117,1.58,71234,72300
كلوند,كاشي‌ الوند,457,1005963,25504255520,25560,25640,25000,-560,-2.19,25350,-210,-0.82,24850,25960
