نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
وبصادر,بانك صادرات ايران,4519,212992780,470604689534,2216,2210,2212,-4,-0.18,2209,-7,-0.32,2190,2220
فاذر,صنايع‌ آذرآب‌,4415,211502200,226478084279,1058,1065,1066,8,0.76,1071,13,1.23,1050,1090
خبنيان,بنيان ديزل,4116,77776906,324888989121,4184,4184,4059,-125,-2.99,4177,-7,-0.17,4059,4309
خاور,ايران خودرو ديزل,4058,107037459,184516057483,1726,1749,1689,-37,-2.14,1724,-2,-0.12,1686,1767
غنوش,نوش‌ مازندران‌,3898,24757944,274021848140,11460,11460,11160,-300,-2.62,11070,-390,-3.4,10890,11620
بركت,گروه دارويي بركت,3845,11229920,190231661120,16950,16630,16970,20,0.12,16940,-10,-0.06,16630,17290
فلوله,لوله‌وماشين‌سازي‌ايران‌,3655,88971258,188719831774,2066,2120,2142,76,3.68,2121,55,2.66,2070,2159
كالا,بورس كالاي ايران,3627,9571355,262779839790,27600,27830,27180,-420,-1.52,27450,-150,-0.54,27010,28190
آريا,پليمر آريا ساسول,3619,2236497,178737008550,79800,79800,80100,300,0.38,79900,100,0.13,79650,80150
شبريز,پالايش نفت تبريز,3565,18760265,427409109990,22620,22710,22840,220,0.97,22780,160,0.71,22560,23460
هاي وب,داده گسترعصرنوين-هاي وب,3494,28117580,284190170600,9810,9750,10110,300,3.06,10110,300,3.06,9750,10280
خپارس,پارس‌ خودرو,3486,128838791,158593517482,1234,1235,1224,-10,-0.81,1231,-3,-0.24,1214,1259
نوري,پتروشيمي نوري,3478,2663695,317887726590,117890,117900,119800,1910,1.62,119340,1450,1.23,117550,120000
فجهانح,ح. مجتمع جهان فولاد سيرجان,3231,4325904,8026899330,1832,1813,1856,24,1.31,1856,24,1.31,1813,1900
انرژي,بورس انرژي ايران,3184,3175615,201094955630,62540,62540,62890,350,0.56,63320,780,1.25,62540,64580
غكورش,صنعت غذايي كورش,3173,4502249,212889138550,48130,48180,47310,-820,-1.7,47290,-840,-1.75,45990,48300
كيان,صندوق س. با درآمد ثابت كيان,3027,23469979,819860071922,34911,34933,34933,22,0.06,34932,21,0.06,34931,34934
بوعلي,پتروشيمي بوعلي سينا,3024,2439070,215227024230,88360,88500,88670,310,0.35,88240,-120,-0.14,87110,91000
خنصير,مهندسي‌نصيرماشين‌,2990,10232506,172640190670,17530,17640,16750,-780,-4.45,16870,-660,-3.76,16660,17640
پترول,گ.س.وت.ص.پتروشيمي خليج فارس,2988,58478341,140849808416,2362,2362,2395,33,1.4,2409,47,1.99,2353,2459
وساپا,سرمايه‌گذاري‌ سايپا,2972,59568153,310794430000,5430,5400,5150,-280,-5.16,5220,-210,-3.87,5110,5420
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,2952,4440000,453896526460,107170,102010,104330,-2840,-2.65,102230,-4940,-4.61,101820,105820
فرابورس,فرابورس ايران,2940,15185492,228585544140,15040,15000,14960,-80,-0.53,15050,10,0.07,14880,15380
گدنا,تهيه توزيع غذاي دنا آفرين فدك,2914,2888432,43036836710,14660,14480,14920,260,1.77,14900,240,1.64,14480,15120
حكشتي,كشتيراني جمهوري اسلامي ايران,2895,36094073,753483251190,19980,19860,20970,990,4.95,20880,900,4.5,19830,20970
زقيام,كشت و دام قيام اصفهان,2885,58322598,140517948268,2442,2500,2466,24,0.98,2409,-33,-1.35,2296,2500
سمگا,گروه سرمايه گذاري ميراث فرهنگي,2847,21307930,205517683230,9680,9600,9650,-30,-0.31,9650,-30,-0.31,9500,9840
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,2758,42012330,1866047961080,44387,44416,44418,31,0.07,44417,30,0.07,44416,44418
سآبيك,سيمان آبيك,2750,1288239,17391226500,12860,13500,13500,640,4.98,13500,640,4.98,13500,13500
كاما,باما,2728,21729028,149244246990,6830,6720,6840,10,0.15,6870,40,0.59,6710,7100
ثعتما,س. ساختماني اعتماد گستر,2697,12217802,199448843410,16420,16910,16050,-370,-2.25,16320,-100,-0.61,15930,16910
وكبهمن,مديريت سرمايه گذاري كوثربهمن,2696,7260267,45984782400,6010,5920,6370,360,5.99,6330,320,5.32,5920,6370
سكرد,سيمان كردستان,2696,17081633,158585499260,9230,9230,9490,260,2.82,9280,50,0.54,8900,9630
ثاميد,توسعه و عمران اميد,2684,21578372,35434024067,1624,1624,1636,12,0.74,1642,18,1.11,1624,1665
فجهان,مجتمع جهان فولاد سيرجان,2625,10014222,35115317953,3552,3529,3528,-24,-0.68,3534,-18,-0.51,3456,3547
شاروم,پتروشيمي اروميه,2609,2186327,35383998510,16040,15910,16060,20,0.12,16180,140,0.87,15900,16380
كيمياتك,آريان كيميا تك,2599,2057876,55904050290,27220,26800,27170,-50,-0.18,27170,-50,-0.18,26680,27900
وخارزم,سرمايه گذاري خوارزمي,2599,40375511,202635644030,5030,4990,5010,-20,-0.4,5020,-10,-0.2,4980,5090
خبهمن,گروه‌بهمن‌,2543,79188771,153198522085,1933,1933,1936,3,0.16,1935,2,0.1,1912,1963
خزاميا,زامياد,2529,17362463,169964948260,9570,9570,9840,270,2.82,9790,220,2.3,9570,9940
ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,2491,17008594,76106470827,4355,4400,4497,142,3.26,4475,120,2.76,4330,4559
بپيوند,برق و انرژي پيوندگستر پارس,2452,5678773,68197031650,11370,11390,12050,680,5.98,12010,640,5.63,11040,12050
ثبهساز,بهساز كاشانه تهران,2431,12372120,20127487401,1635,1619,1628,-7,-0.43,1627,-8,-0.49,1612,1648
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,2430,14941182,222206281990,14770,14650,14990,220,1.49,14870,100,0.68,14650,15010
سصفها,سيمان‌اصفهان‌,2377,5169744,272004857750,53550,51880,53590,40,0.07,52610,-940,-1.76,50880,54500
وتوصا,گروه س توسعه صنعتي ايران,2349,16064713,172781030150,10670,10800,10590,-80,-0.75,10760,90,0.84,10220,11090
تجلي,تجلي توسعه معادن و فلزات,2335,57005931,89816016457,1555,1555,1556,1,0.06,1576,21,1.35,1550,1612
صباح,ح . گروه مالي صبا تامين,2326,25406720,61564529250,2419,2440,2435,16,0.66,2423,4,0.17,2397,2450
آبادا,توليد نيروي برق آبادان,2232,1695350,21692665840,12660,12750,12840,180,1.42,12800,140,1.11,12280,13100
شگويا,پتروشيمي تندگويان,2220,11694158,146290468750,12550,12270,12500,-50,-0.4,12510,-40,-0.32,12270,12650
صبا,گروه مالي صبا تامين,2218,22134851,111142583170,5020,4980,5050,30,0.6,5020,0,0,4930,5060
سيتا,سرمايه گذاري سيمان تامين,2217,3563981,42189957200,11530,11390,11970,440,3.82,11780,250,2.17,11390,11980
فاسمين,كالسيمين‌,2203,8539224,181590296700,21190,21010,21230,40,0.19,21270,80,0.38,20990,21580
افران,صندوق س افرا نماد پايدار-ثابت,2186,49403862,809276103022,16370,16381,16381,11,0.07,16381,11,0.07,16380,16383
شفارس,صنايع‌ شيميايي‌ فارس‌,2173,60954200,87137654129,1360,1398,1441,81,5.96,1430,70,5.15,1381,1441
توسن,توسعه سامانه ي نرم افزاري نگين,2162,2098675,46917703850,22150,22600,22150,0,0,22350,200,0.9,22050,22700
زگلدشت,كشت و دام گلدشت نمونه اصفهان,2162,9747801,112220165240,12090,11990,11410,-680,-5.62,11510,-580,-4.8,11370,12360
فسبزوار,پارس فولاد سبزوار,2148,3583163,100389717220,27990,27990,27980,-10,-0.04,28020,30,0.11,27950,28220
غبشهر,صنعتي‌ بهشهر,2142,31758098,135660569009,4294,4390,4185,-109,-2.54,4272,-22,-0.51,4150,4444
بورس,بورس اوراق بهادار تهران,2118,12752118,117598300500,9270,9210,9130,-140,-1.51,9220,-50,-0.54,9130,9350
وسپهر,سرمايه گذاري مالي سپهرصادرات,2118,3648187,27573705040,7620,7500,7560,-60,-0.79,7600,-20,-0.26,7500,7600
غمارگ,مارگارين‌,2102,31565446,109964671967,3525,3560,3447,-78,-2.21,3484,-41,-1.16,3402,3640
پتاير,ايران‌ تاير,2089,47352092,79714730351,1635,1620,1672,37,2.26,1683,48,2.94,1600,1725
لپارس,پارس‌ الكتريك‌,2068,951615,108916726670,111580,112550,112500,920,0.82,114450,2870,2.57,111590,116480
طلا,صندوق س.پشتوانه طلاي لوتوس,2034,2441006,248620255615,100422,101401,101850,1428,1.42,101852,1430,1.42,101137,102272
وپارس,بانك‌پارسيان‌,2021,78686137,163822499600,2097,2100,2075,-22,-1.05,2082,-15,-0.72,2070,2111
چخزر,صنايع چوب خزر كاسپين,2006,515569,16358416950,31200,31900,31650,450,1.44,31750,550,1.76,31250,32300
فتوسا,توليد و توسعه سرب روي ايرانيان,1991,14767772,112241822800,7260,7130,7620,360,4.96,7600,340,4.68,7130,7620
گشان,توسعه بين المللي پديده شانديز,1987,5475028,114320609700,21350,21250,20800,-550,-2.58,20900,-450,-2.11,20750,21700
غگيلا,شيرپاستوريزه پگاه گيلان,1984,2472829,39926952610,15870,15760,15990,120,0.76,16150,280,1.76,15700,16450
خكاوه,سايپا ديزل,1937,35220753,305432181120,8700,8440,8960,260,2.99,8670,-30,-0.34,8440,8960
سدبير,س. تدبيرگران فارس وخوزستان,1934,3415842,109936188100,32050,33800,31550,-500,-1.56,32200,150,0.47,31050,33800
ساينا,صنايع بهداشتي ساينا,1929,2481682,220645077700,94450,88800,88950,-5500,-5.82,88900,-5550,-5.88,88800,90000
زماهان,مجتمع توليد گوشت مرغ ماهان,1929,10835022,103023759000,9820,9800,9300,-520,-5.3,9510,-310,-3.16,9240,9980
بگيلان,توسعه مسير برق گيلان,1906,680568,9957789460,14490,14300,14700,210,1.45,14550,60,0.41,14230,14840
دسانكو,داروسازي سبحان انكولوژي,1899,6411529,75256120770,12060,11860,11710,-350,-2.9,11740,-320,-2.65,11500,12270
شبريزح,ح. پالايش نفت تبريز,1889,7407499,113734920040,15460,15590,15280,-180,-1.16,15350,-110,-0.71,15250,15750
غويتا,ويتانا,1889,15120704,86408417260,5820,5800,5690,-130,-2.23,5710,-110,-1.89,5550,5960
شوينده,مديريت صنعت شوينده ت.ص.بهشهر,1874,4325018,95682118120,21980,22180,22780,800,3.64,22120,140,0.64,20740,23240
قشرين,قند شيرين خراسان,1863,18886388,103791433460,5630,5470,5590,-40,-0.71,5500,-130,-2.31,5470,5620
واحصا,احياء صنايع خراسان,1859,2059125,216568499550,103400,106500,103650,250,0.24,105200,1800,1.74,102100,106500
فگستر,گسترش صنايع روي ايرانيان,1854,3163042,24973062340,7790,7780,7770,-20,-0.26,7900,110,1.41,7430,8150
كلر,كلر پارس,1805,732901,69447807600,97750,95300,94300,-3450,-3.53,94750,-3000,-3.07,93500,97800
ثشاهد,سرمايه‌ گذاري‌ شاهد,1804,15927693,152741851550,9820,9600,9580,-240,-2.44,9590,-230,-2.34,9310,9900
زنجان,صنايع كشاورزي وكود زنجان,1753,16275583,68204974981,4250,4132,4178,-72,-1.69,4191,-59,-1.39,4123,4365
قرن,پديده شيمي قرن,1748,4280695,111340370250,25890,25420,26090,200,0.77,26010,120,0.46,25110,26600
جم پيلن,پتروشيمي جم پيلن,1741,2189405,303661707740,141910,135020,138120,-3790,-2.67,138700,-3210,-2.26,135000,140860
امين,تامين سرمايه امين,1731,1031220,11105681980,10770,10770,10780,10,0.09,10770,0,0,10760,10780
ختوقا,قطعات‌ اتومبيل‌ ايران‌,1723,27438447,93517531569,3400,3334,3379,-21,-0.62,3408,8,0.24,3330,3500
ونيرو,سرمايه‌گذاري‌نيرو,1720,33510143,98233964403,3047,3010,2970,-77,-2.53,2931,-116,-3.81,2870,3055
پيزد,مجتمع صنايع لاستيك يزد,1714,2758038,36956961750,13210,13380,13330,120,0.91,13400,190,1.44,13270,13530
كزغال,زغال سنگ پروده طبس,1708,2195106,44693801750,20600,20250,20350,-250,-1.21,20350,-250,-1.21,20100,20800
كماسه,تامين‌ ماسه‌ ريخته‌گري‌,1703,30414412,112474487100,3789,3789,3790,1,0.03,3698,-91,-2.4,3600,3840
ختور,رادياتور ايران‌,1684,9389464,126461962410,13000,12800,13780,780,6,13470,470,3.62,12800,13780
فاراك,ماشين‌ سازي‌ اراك‌,1676,49504662,83319628497,1692,1661,1670,-22,-1.3,1683,-9,-0.53,1661,1725
بجهرم,توسعه مولد نيروگاهي جهرم,1667,33645178,81403143746,2345,2316,2426,81,3.45,2419,74,3.16,2304,2459
كرماشا,صنايع پتروشيمي كرمانشاه,1629,5436643,360466938240,66910,66020,66370,-540,-0.81,66300,-610,-0.91,66020,66760
شپاكسا,پاكسان‌,1623,63554498,173087398900,2608,2550,2764,156,5.98,2723,115,4.41,2545,2764
شكربن,كربن‌ ايران‌,1622,19410955,80553706174,4283,4300,4120,-163,-3.81,4150,-133,-3.11,4080,4300
ولپارس,ليزينگ پارسيان,1614,2868020,9892267049,3491,3340,3449,-42,-1.2,3462,-29,-0.83,3340,3570
شسينا,صنايع‌شيميايي‌سينا,1611,30959069,65173215038,2164,2199,2099,-65,-3,2105,-59,-2.73,2075,2199
كهمدا,شيشه‌ همدان‌,1609,15577363,205666759960,12630,12450,13150,520,4.12,13200,570,4.51,12450,13380
ولساپا,ليزينگ رايان‌ سايپا,1609,50670137,83099796453,1647,1634,1657,10,0.61,1640,-7,-0.43,1628,1660
فارس,صنايع پتروشيمي خليج فارس,1607,13075311,110588107470,8450,8450,8490,40,0.47,8460,10,0.12,8440,8490
كپارس,كاشي‌ پارس‌,1607,13056956,143990227900,11340,11250,10780,-560,-4.94,11030,-310,-2.73,10780,11310
كچاد,معدني‌وصنعتي‌چادرملو,1594,9755881,165509351370,16960,16950,16960,0,0,16970,10,0.06,16500,17100
ميهن,بيمه ميهن,1593,36091579,132229168980,3504,3580,3679,175,4.99,3664,160,4.57,3570,3679
حپترو,حمل و نقل پتروشيمي( سهامي عام,1578,3698029,95759895280,25880,25500,26480,600,2.32,25890,10,0.04,24590,26710
ديران,ايران‌دارو,1577,3800478,78705730930,21030,20760,20990,-40,-0.19,20710,-320,-1.52,20210,21360
شپلي,پلي اكريل ايران,1568,14502919,116314175560,7860,7850,8090,230,2.93,8020,160,2.04,7850,8090
كبافق,معادن‌ بافق‌,1551,2094539,83734697560,39290,40000,39510,220,0.56,39980,690,1.76,38730,41100
زنگان,صنعت روي زنگان,1548,1514243,86404958900,55700,56850,58200,2500,4.49,57050,1350,2.42,55000,58600
قلرست,قند لرستان‌,1547,3827471,95530184270,25130,25250,24880,-250,-0.99,24960,-170,-0.68,23990,25800
البرز,بيمه البرز,1546,96287008,235693974427,2485,2450,2423,-62,-2.49,2448,-37,-1.49,2336,2490
فخوز,فولاد  خوزستان,1529,24175309,149775135380,6170,6190,6220,50,0.81,6200,30,0.49,6160,6240
سخواف,سيمان مجد خواف,1528,7069187,59643276250,8380,8360,8530,150,1.79,8440,60,0.72,8130,8630
خصدرا,صنعتي‌ دريايي‌ ايران‌,1494,36698306,74846592470,2078,2026,2019,-59,-2.84,2040,-38,-1.83,2016,2095
تسه1401,امتيازتسهيلات مسكن سال1401,1489,72517,90933417320,1319957,1253960,1253960,-65997,-5,1253960,-65997,-5,1253960,1253960
رافزا,رايان هم افزا,1489,151235,8668395600,56900,54650,56750,-150,-0.26,57150,250,0.44,54650,58400
فسازان,غلتك سازان سپاهان,1484,15564392,92416837170,5720,6000,5860,140,2.45,5940,220,3.85,5800,6000
لطيف,محصولات كاغذي لطيف,1480,417141,19368402100,45450,45400,46650,1200,2.64,46450,1000,2.2,45400,47000
فگسترح,ح . گسترش صنايع روي ايرانيان,1479,5266725,25839213933,4884,4677,4901,17,0.35,4906,22,0.45,4677,5097
ثنوسا,نوسازي‌وساختمان‌تهران‌,1447,18727126,98188279250,5460,5320,5220,-240,-4.4,5240,-220,-4.03,5190,5470
بنو,بيمه تجارت نو,1445,9668732,60664150320,6490,6450,6280,-210,-3.24,6270,-220,-3.39,6170,6490
پارند,صندوق س. پارند پايدار سپهر,1445,42369003,427735029440,10089,10095,10096,7,0.07,10095,6,0.06,10095,10096
قچار,فراوردههاي غذايي وقند چهارمحال,1443,4897527,55646766710,11360,11370,11170,-190,-1.67,11360,0,0,11170,11630
وپست,پست بانك ايران,1440,23283674,96701262172,4067,4070,4168,101,2.48,4153,86,2.11,4068,4240
غپاك,لبنيات‌ پاك‌,1438,4692668,60937215240,13460,13680,12820,-640,-4.75,12990,-470,-3.49,12790,13680
حگردش,ريل گردش ايرانيان,1434,17403593,47816786131,2797,2732,2750,-47,-1.68,2748,-49,-1.75,2714,2828
ضسپا3016,اختيارخ خساپا-2500-1401/03/25,1426,73985,2022471000,35,33,20,-15,-42.86,27,-8,-22.86,19,36
وگستر,گسترش سرمايه گذاري ايرانيان,1422,15300156,106313406230,6630,6700,7020,390,5.88,6950,320,4.83,6320,7020
ونوين,بانك‌اقتصادنوين‌,1413,27644645,111148447015,4042,4021,4000,-42,-1.04,4021,-21,-0.52,3985,4074
بالاس,مهندسي ساختمان تاسيسات راه آهن,1401,1847030,57894707000,31600,31650,31750,150,0.47,31350,-250,-0.79,30250,32250
بكاب,صنايع‌جوشكاب‌يزد,1393,792138,56165896310,70130,71500,69530,-600,-0.86,70900,770,1.1,69010,72990
فرآور,فرآوري‌موادمعدني‌ايران‌,1377,2279300,80888086440,34900,35990,34730,-170,-0.49,35490,590,1.69,34510,36490
زدشت,كشت و صنعت دشت خرم دره,1377,2724568,74300376150,27350,28900,26350,-1000,-3.66,27250,-100,-0.37,26150,28900
ثنور,سرمايه گذاري كوه نور,1377,12557912,101871916460,8350,8290,8100,-250,-2.99,8110,-240,-2.87,8100,8300
ثمسكن,سرمايه‌گذاري‌ مسكن‌,1375,23106654,96377487829,3969,4188,4207,238,6,4171,202,5.09,4042,4207
چكاپا,گروه صنايع كاغذ پارس,1360,18542648,63436794352,3395,3415,3440,45,1.33,3421,26,0.77,3378,3498
آرام,صندوق س شاخصي آرام مفيد,1360,8899270,100221874210,11190,11300,11270,80,0.71,11260,70,0.63,11190,11300
فجر,فولاد اميركبيركاشان,1358,4157797,87126797250,20980,21390,20890,-90,-0.43,20960,-20,-0.1,20600,21390
شسپا,نفت سپاهان,1345,28238808,96315789952,3432,3401,3452,20,0.58,3411,-21,-0.61,3386,3460
خاذين,سايپاآذين‌,1344,32122760,67375187340,2155,2050,2114,-41,-1.9,2097,-58,-2.69,2050,2153
اخابر,مخابرات ايران,1343,11428706,93220876670,8280,8100,8130,-150,-1.81,8180,-100,-1.21,7910,8300
تسه1400,امتيازتسهيلات مسكن سال1400,1339,23603,29468904356,1300900,1235855,1235855,-65045,-5,1248524,-52376,-4.03,1235855,1360000
نتوس,پشم‌ بافي‌ توس,1338,6072243,61526354880,10180,10480,10050,-130,-1.28,10130,-50,-0.49,9880,10480
غدشت,دشت‌ مرغاب‌,1334,6123367,107763775150,16820,17630,17500,680,4.04,17600,780,4.64,17000,17660
غمينو,شركت صنايع غذايي مينو شرق,1327,14843943,88360440150,6020,5720,6000,-20,-0.33,5950,-70,-1.16,5670,6120
ثفارس,عمران‌وتوسعه‌فارس‌,1324,11526531,75310570510,6420,6380,6680,260,4.05,6530,110,1.71,6300,6720
بخاور,بيمه زندگي خاورميانه,1289,27728679,72046018274,2576,2585,2614,38,1.48,2598,22,0.85,2548,2658
ثاخت,بين‌المللي‌توسعه‌ساختمان,1287,28623543,68740840167,2391,2362,2425,34,1.42,2402,11,0.46,2346,2443
فزرين,زرين معدن آسيا,1281,6631972,49633431660,7620,7500,7490,-130,-1.71,7480,-140,-1.84,7380,7690
غسالم,سالمين‌,1265,12102313,44232631910,3707,3570,3630,-77,-2.08,3655,-52,-1.4,3570,3760
ولكار,ليزينگ كارآفرين,1263,533592,3518656500,6430,6500,6500,70,1.09,6470,40,0.62,6490,6630
كدما,معدني‌ دماوند,1256,1803067,165291580300,87320,91680,91680,4360,4.99,91670,4350,4.98,90560,91680
كاذر,فرآورده‌هاي‌نسوزآذر,1255,8315457,124856171310,14600,14930,15000,400,2.74,15010,410,2.81,14460,15330
فوكا,فولاد كاويان,1246,9893987,153095961280,15030,15290,15480,450,2.99,15470,440,2.93,15200,15480
پارسيان,بيمه پارسيان,1241,16912801,64115029190,3821,3706,3752,-69,-1.81,3791,-30,-0.79,3706,3884
كارا,صندوق س. كارا -د,1241,46443247,528488187826,11373,11380,11379,6,0.05,11379,6,0.05,11379,11381
شيران,س. صنايع‌شيميايي‌ايران,1239,3312292,67576272920,20240,20090,20440,200,0.99,20380,140,0.69,20090,20840
بشهاب,لامپ‌  پارس‌ شهاب‌,1238,517660,49597787840,97930,96760,94850,-3080,-3.15,95810,-2120,-2.16,94800,98590
وسينا,بانك سينا,1237,31979575,82740736788,2655,2689,2566,-89,-3.35,2587,-68,-2.56,2561,2689
مفاخر,توسعه فناوري اطلاعات خوارزمي,1236,3358774,179207629550,52000,52950,54000,2000,3.85,53350,1350,2.6,52200,54000
پاكشو,گروه صنعتي پاكشو,1229,11013256,74522805360,6710,6620,6830,120,1.79,6740,30,0.45,6450,6980
فسرب,ملي‌ سرب‌وروي‌ ايران‌,1224,26082635,47973095757,1824,1782,1824,0,0,1839,15,0.82,1782,1879
كيسون,شركت كيسون,1220,38260616,64919983288,1663,1630,1712,49,2.95,1697,34,2.04,1630,1712
وسپه,سرمايه‌گذاري‌ سپه‌,1219,7206874,65511676180,8990,8980,9110,120,1.33,9090,100,1.11,8920,9140
اپال,فرآوري معدني اپال كاني پارس,1210,2151358,44772104010,20720,20980,20840,120,0.58,20750,30,0.14,20460,21000
شاراك,پتروشيمي شازند,1197,2235241,104905403650,46120,46740,47390,1270,2.75,46930,810,1.76,46130,47770
غشصفا,شيرپاستوريزه‌پگاه‌اصفهان‌,1192,2146799,46835647290,23330,22960,21600,-1730,-7.42,21820,-1510,-6.47,21590,22960
آگاس,صندوق س.هستي بخش آگاه-س,1184,548517,48660396817,88282,88300,89048,766,0.87,88713,431,0.49,88021,89462
شجم,صنايع پتروشيمي تخت جمشيد,1181,8996558,111282069790,12520,12100,12160,-360,-2.88,12370,-150,-1.2,12100,12600
ودي,بيمه  دي,1174,15722975,96898967670,6060,6110,6150,90,1.49,6160,100,1.65,6000,6390
وآوا,سرمايه گذاري آوا نوين,1172,10308762,39275490909,3981,4000,3799,-182,-4.57,3810,-171,-4.3,3743,4020
فنوال,نورد آلومينيوم‌,1169,3654633,122718572750,32300,33000,33460,1160,3.59,33580,1280,3.96,32600,34000
خمحركه,نيرو محركه‌,1155,11629933,49867282667,4373,4300,4243,-130,-2.97,4288,-85,-1.94,4208,4428
زبينا,كشاورزي و دامپروري بينالود,1152,12821209,44275716480,3438,3477,3421,-17,-0.49,3453,15,0.44,3320,3590
ملت,بيمه ملت,1150,37755028,50577165661,1360,1340,1330,-30,-2.21,1340,-20,-1.47,1314,1375
دلقما,دارويي‌ لقمان‌,1144,28231091,61163251256,2075,2080,2178,103,4.96,2167,92,4.43,2080,2178
