نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
خاور,ايران خودرو ديزل,11371,422924190,1608132162694,3893,3956,3777,-116,-2.98,3802,-91,-2.34,3777,3959
وبملت,بانك ملت,10539,447800063,1618800012973,3608,3650,3590,-18,-0.5,3615,7,0.19,3550,3710
وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,9930,680136730,1106156047619,1546,1649,1654,108,6.99,1626,80,5.17,1572,1654
هماي,صندوق س هماي آگاه-ثابت,9759,224612636,2247671588939,10175,10007,10007,-168,-1.65,10007,-168,-1.65,10006,10008
تسه1401,امتيازتسهيلات مسكن سال1401,8626,350853,414862951040,1190412,1190000,1200000,9588,0.81,1182441,-7971,-0.67,1150001,1205000
خبهمن,گروه‌بهمن‌,8323,348335476,819415799162,2501,2460,2330,-171,-6.84,2352,-149,-5.96,2326,2500
فاذر,صنايع‌ آذرآب‌,8310,534934849,834904496376,1506,1490,1581,75,4.98,1561,55,3.65,1431,1581
طلا,صندوق س.پشتوانه طلاي لوتوس,8175,10869744,1721549933196,147483,156002,162231,14748,10,158380,10897,7.39,152000,162231
افران,صندوق س افرا نماد پايدار-ثابت,7986,219399406,4153519183047,18901,18931,18932,31,0.16,18931,30,0.16,18931,18932
فملي,ملي‌ صنايع‌ مس‌ ايران‌,7715,124578419,952023212680,7860,7800,7610,-250,-3.18,7640,-220,-2.8,7560,7840
كاما,باما,7710,106609900,1000660362440,8890,8870,9480,590,6.64,9390,500,5.62,8870,9510
فروژ,صنايع فروآلياژ ايران,7255,10628007,501110530050,44950,47150,47150,2200,4.89,47150,2200,4.89,47150,47150
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,6885,7972989,1066378835190,130830,137370,129000,-1830,-1.4,133750,2920,2.23,127500,137370
فخوز,فولاد  خوزستان,6706,161158132,505102067877,3323,3228,3110,-213,-6.41,3134,-189,-5.69,3091,3228
اهرم,صندوق س سهامي كاريزما- اهرمي,6640,81726899,1169289719590,14710,14800,14210,-500,-3.4,14310,-400,-2.72,14070,14800
فرابورس,فرابورس ايران,6525,44862359,504304693140,11660,11790,11080,-580,-4.97,11240,-420,-3.6,10900,11870
سپيد,سپيد ماكيان,6498,29029916,592377895540,21860,20510,20430,-1430,-6.54,20410,-1450,-6.63,20330,21660
هاي وب,داده گسترعصرنوين-هاي وب,6443,205377254,551746096949,2781,2728,2660,-121,-4.35,2687,-94,-3.38,2647,2747
انرژي,بورس انرژي ايران,6267,11901603,517210037470,46100,44360,42880,-3220,-6.98,43460,-2640,-5.73,42880,46100
كمند,صندوق س. با درآمد ثابت كمند,6217,276037360,2787757369716,10082,10099,10100,18,0.18,10099,17,0.17,10099,10100
گدنا,تهيه توزيع غذاي دنا آفرين فدك,6116,58199257,654558476880,10530,11250,11260,730,6.93,11250,720,6.84,11050,11260
ارزش مسكن,ص.س.املاك ومستغلات ارزش مسكن,6082,3355108,38399717248,11478,11430,11580,102,0.89,11445,-33,-0.29,11300,11645
قچار,فراوردههاي غذايي وقند چهارمحال,5916,35066701,419762757580,12530,12580,11710,-820,-6.54,11970,-560,-4.47,11660,12580
وسپهر,سرمايه گذاري مالي سپهرصادرات,5909,48193846,446313788090,8670,9270,9270,600,6.92,9260,590,6.81,9000,9270
ولساپا,ليزينگ رايان‌ سايپا,5594,245444177,417719455871,1709,1710,1700,-9,-0.53,1702,-7,-0.41,1650,1760
شپديس,پتروشيمي پرديس,5552,4123487,652158653490,156380,159000,157120,740,0.47,158160,1780,1.14,156810,162000
سمگا,گروه سرمايه گذاري ميراث فرهنگي,5527,45619284,317149322610,7180,7080,6850,-330,-4.6,6950,-230,-3.2,6710,7290
پترول,گ.س.وت.ص.پتروشيمي خليج فارس,5487,160075154,393962112271,2547,2618,2430,-117,-4.59,2461,-86,-3.38,2375,2618
كگل,معدني و صنعتي گل گهر,5476,45644107,400645036160,9010,9150,8730,-280,-3.11,8780,-230,-2.55,8500,9160
وپاسار,بانك  پاسارگاد,5412,70560597,400004744900,5890,5880,5560,-330,-5.6,5670,-220,-3.74,5500,5880
وساپا,سرمايه‌گذاري‌ سايپا,5336,120530092,735211914820,6470,6490,6020,-450,-6.96,6100,-370,-5.72,6020,6500
عيار,صندوق طلاي عيار مفيد,5172,8158544,522839099422,59529,62350,65481,5952,10,64085,4556,7.65,62350,65481
وبصادر,بانك صادرات ايران,5170,310713117,602405898056,1971,1920,1940,-31,-1.57,1939,-32,-1.62,1880,2044
وخارزم,سرمايه گذاري خوارزمي,5003,111805794,510080414109,4686,4700,4523,-163,-3.48,4562,-124,-2.65,4484,4740
ثاميد,توسعه و عمران اميد,4999,49951518,93268806643,1899,1889,1844,-55,-2.9,1867,-32,-1.69,1835,1940
تليسه,دامداري تليسه نمونه,4987,65945830,275893227966,4411,4405,4103,-308,-6.98,4184,-227,-5.15,4103,4449
سامان,بانك سامان,4939,244801982,685986737222,2722,2803,2803,81,2.98,2802,80,2.94,2776,2803
شيراز,پتروشيمي‌شيراز,4830,17538128,1415915315840,75480,80760,80760,5280,7,80730,5250,6.96,79880,80760
غزر,صنعتي زر ماكارون,4826,64509748,267767216140,4134,4200,4122,-12,-0.29,4151,17,0.41,4068,4245
بگيلان,توسعه مسير برق گيلان,4785,12070139,174772072390,14610,14530,14110,-500,-3.42,14480,-130,-0.89,13980,14900
غنوش,نوش‌ مازندران‌,4613,28813918,286754486690,9980,10110,9780,-200,-2,9950,-30,-0.3,9640,10320
ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,4591,65477998,450600892170,7180,7160,6760,-420,-5.85,6880,-300,-4.18,6690,7270
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,4560,70371236,3596631768392,51050,51109,51110,60,0.12,51109,59,0.12,51109,51112
نوري,پتروشيمي نوري,4472,7899114,835912795880,111360,105800,105800,-5560,-4.99,105820,-5540,-4.97,105800,106800
دانا,بيمه دانا,4440,133303925,420928557037,3214,3220,3094,-120,-3.73,3158,-56,-1.74,3085,3230
غگل,گلوكوزان‌,4366,48507413,303846801900,6270,6220,6310,40,0.64,6260,-10,-0.16,6010,6510
ومعادن,توسعه‌معادن‌وفلزات‌,4340,44393899,231071371300,5360,5300,5120,-240,-4.48,5210,-150,-2.8,5070,5350
آريا,پليمر آريا ساسول,4300,3179794,246399635350,79650,78950,77050,-2600,-3.26,77500,-2150,-2.7,76250,79500
شپلي,پلي اكريل ايران,4156,50551661,565036517220,11210,11450,10880,-330,-2.94,11180,-30,-0.27,10880,11540
بورس,بورس اوراق بهادار تهران,4133,40027806,273309377480,7060,7070,6760,-300,-4.25,6830,-230,-3.26,6650,7100
ميدكو,توسعه معادن وص.معدني خاورميانه,4110,18710704,235179365750,12950,12810,12380,-570,-4.4,12570,-380,-2.93,12310,13210
خكاوه,سايپا ديزل,4005,42579408,864817914050,19890,20480,19820,-70,-0.35,20310,420,2.11,19300,20480
ولبهمن,شركت بهمن ليزينگ,3987,64210189,193673244214,3181,3182,2984,-197,-6.19,3016,-165,-5.19,2959,3182
بركت,گروه دارويي بركت,3973,17384356,232325448060,13730,13590,13120,-610,-4.44,13360,-370,-2.69,12950,13930
شبريز,پالايش نفت تبريز,3938,17226991,287841588790,17010,17200,16600,-410,-2.41,16710,-300,-1.76,16170,17280
خكرمان,سرمايه گذاري آرمان گستر پاريز,3910,145452706,722964563389,4833,4977,4977,144,2.98,4970,137,2.83,4863,4977
اسياتك,انتقال داده هاي آسياتك,3854,10850716,186404194550,17060,17240,17180,120,0.7,17180,120,0.7,16900,17550
كارا,صندوق س. كارا -د,3782,352355006,4639055200918,13145,13152,13168,23,0.17,13166,21,0.16,13151,13168
كيان,صندوق س. با درآمد ثابت كيان,3776,34823799,1390613454973,39877,39934,39932,55,0.14,39933,56,0.14,39932,39935
قثابت,قند ثابت‌ خراسان‌,3770,141711354,403242789720,2767,2905,2775,8,0.29,2846,79,2.86,2753,2905
اخابر,مخابرات ايران,3763,58920068,464195032760,8370,8300,7800,-570,-6.81,7880,-490,-5.85,7790,8330
خنصير,مهندسي‌نصيرماشين‌,3752,32242574,533629992020,15590,16380,16680,1090,6.99,16550,960,6.16,15830,16680
خمحركه,نيرو محركه‌,3682,39789896,246691582200,6250,6400,6230,-20,-0.32,6200,-50,-0.8,5970,6490
استقلال,استقلال,3677,13471497,28509346642,2080,2086,2117,37,1.78,2116,36,1.73,2086,2121
توان,صندوق س. اهرمي توان مفيد-س,3612,30225854,367936338798,12395,12428,12250,-145,-1.17,12173,-222,-1.79,12075,12489
شگويا,پتروشيمي تندگويان,3608,58867506,709730115250,12660,12290,12030,-630,-4.98,12060,-600,-4.74,12030,12390
فزر,پويا زركان آق دره,3518,17416874,590924503850,32300,32900,34550,2250,6.97,33950,1650,5.11,32300,34550
ياقوت,صندوق س ياقوت آگاه-ثابت,3449,28784890,484418297737,16824,16829,16832,8,0.05,16829,5,0.03,16828,16840
بوعلي,پتروشيمي بوعلي سينا,3427,6602945,224472691440,33700,32850,34040,340,1.01,34000,300,0.89,32850,34700
غسالم,سالمين‌,3401,54945225,260770254390,4766,4880,4670,-96,-2.01,4746,-20,-0.42,4500,5080
كدما,معدني‌ دماوند,3391,3113326,193322456990,64060,65000,60860,-3200,-5,62100,-1960,-3.06,60860,66300
ثبهساز,بهساز كاشانه تهران,3385,26821743,54997333236,2101,2159,2031,-70,-3.33,2050,-51,-2.43,1996,2159
ماديرا,صنايع ماديران,3354,140955196,550648848602,3759,3750,3946,187,4.97,3907,148,3.94,3650,3946
آگاس,صندوق س.هستي بخش آگاه-س,3335,5847842,579777703877,100504,100266,99095,-1409,-1.4,99144,-1360,-1.35,98600,100796
امين يكم,صندوق درآمد ثابت امين يكم فردا,3238,80835064,796624422816,10079,9900,9815,-264,-2.62,9855,-224,-2.22,9725,9979
چكاپا,گروه صنايع كاغذ پارس,3216,49423437,151691666299,3157,3145,3006,-151,-4.78,3069,-88,-2.79,3000,3180
وكبهمن,مديريت سرمايه گذاري كوثربهمن,3205,19214961,64204164528,3395,3399,3264,-131,-3.86,3341,-54,-1.59,3222,3480
ديران,ايران‌دارو,3205,14423252,224074308070,16110,16150,15310,-800,-4.97,15540,-570,-3.54,15310,16490
زبينا,كشاورزي و دامپروري بينالود,3167,61328583,228352189765,3906,3812,3750,-156,-3.99,3723,-183,-4.69,3633,3915
مديريت,س. و خدمات مديريت صند. ب كشوري,3167,25651272,106066718477,4060,4080,4117,57,1.4,4135,75,1.85,4080,4231
توسن,توسعه سامانه ي نرم افزاري نگين,3101,7818284,122797208070,16640,17070,15480,-1160,-6.97,15710,-930,-5.59,15480,17070
غگيلا,شيرپاستوريزه پگاه گيلان,3082,8998030,228207091800,24500,24950,26200,1700,6.94,25350,850,3.47,23500,26200
ختوقا,قطعات‌ اتومبيل‌ ايران‌,3035,45551891,221735655540,5043,5150,4800,-243,-4.82,4870,-173,-3.43,4700,5160
سآبيك,سيمان آبيك,2998,4014863,56668525300,14360,14280,14280,-80,-0.56,14110,-250,-1.74,13950,14340
شلرد,كود شيميايي اوره لردگان,2974,27616349,249756501260,9290,9050,9020,-270,-2.91,9040,-250,-2.69,9020,9260
گوهر,صندوق سكه طلاي كيان,2946,5216927,560518103328,102055,105030,111251,9196,9.01,107442,5387,5.28,102701,111790
گكوثر,هتل پارسيان كوثر اصفهان,2933,94578458,235998796267,2495,2590,2455,-40,-1.6,2495,0,0,2375,2590
غدشت,دشت‌ مرغاب‌,2920,6339794,243022551900,36940,37500,38780,1840,4.98,38330,1390,3.76,37020,38780
فسرب,ملي‌ سرب‌وروي‌ ايران‌,2805,95037414,188821668281,1972,2009,2004,32,1.62,1987,15,0.76,1940,2050
ددانا,داروسازي دانا,2792,3251066,118336218200,36750,36650,36750,0,0,36400,-350,-0.95,35250,37100
ثشاهد,سرمايه‌ گذاري‌ شاهد,2683,17752679,176165868350,9920,10110,9780,-140,-1.41,9920,0,0,9500,10240
غپينو,پارس‌ مينو,2652,44311346,157604206847,3723,3744,3537,-186,-5,3557,-166,-4.46,3470,3780
شسينا,صنايع‌شيميايي‌سينا,2642,51101838,125733881691,2486,2632,2398,-88,-3.54,2460,-26,-1.05,2350,2633
شاروم,پتروشيمي اروميه,2612,3505118,70158698650,20400,20400,20000,-400,-1.96,20000,-400,-1.96,19500,20800
حآسا,آسيا سير ارس,2595,17741150,193164500440,10650,10910,11390,740,6.95,10890,240,2.25,9950,11390
پارتا,مجتمع صنعتي آرتاويل تاير,2586,15733054,140036087080,8890,8450,9160,270,3.04,8900,10,0.11,8450,9320
نوين,بيمه نوين,2583,71411961,142801449798,2099,2100,1960,-139,-6.62,2000,-99,-4.72,1953,2144
فتوسا,توليد و توسعه سرب روي ايرانيان,2579,20692605,154509750010,7020,7300,7510,490,6.98,7470,450,6.41,7250,7510
ثالوند,سرمايه گذاري مسكن الوند,2578,23691588,278527770640,11140,11900,11860,720,6.46,11760,620,5.57,11270,11910
وپويا,سرمايه گذاري پويا,2567,74131300,202191553494,2723,2800,2662,-61,-2.24,2727,4,0.15,2662,2846
لكما,كارخانجات‌مخابراتي‌ايران‌,2554,118445982,145366767994,1239,1276,1202,-37,-2.99,1227,-12,-0.97,1202,1276
كيمياتك,آريان كيميا تك,2538,26085889,344672230240,12620,12700,13250,630,4.99,13210,590,4.68,12620,13250
سدبير,س. تدبيرگران فارس وخوزستان,2533,7360393,222341912100,28550,30450,30500,1950,6.83,30200,1650,5.78,28000,30500
غديس,پاكديس,2505,19627317,362611085990,19380,18420,18510,-870,-4.49,18470,-910,-4.7,18030,19380
فروي,ذوب روي اصفهان,2494,8527068,135672927340,15920,16300,15650,-270,-1.7,15910,-10,-0.06,15300,16740
خمهر,مهركام‌پارس‌,2462,78526347,214602586865,2863,2890,2720,-143,-4.99,2733,-130,-4.54,2720,2890
شاوان,پالايش نفت لاوان,2424,15799042,329064185650,21400,21500,20850,-550,-2.57,20850,-550,-2.57,20400,21500
وگردش,بانك گردشگري,2423,22225948,181612508350,8060,8290,8090,30,0.37,8170,110,1.36,7890,8300
خاذين,سايپاآذين‌,2406,60364255,160667122856,2784,2750,2645,-139,-4.99,2662,-122,-4.38,2645,2790
بكام,كارخانجات توليدي شهيد قندي,2402,58795849,157202535215,2622,2480,2649,27,1.03,2674,52,1.98,2439,2778
مثقال,صندوق س.پشتوانه طلاي زرين آگاه,2395,15228664,291362266336,17620,18711,19382,1762,10,19132,1512,8.58,18711,19382
وصنعت,سرمايه گذاري توسعه صنعت وتجارت,2382,41102267,87954345902,2281,2181,2122,-159,-6.97,2140,-141,-6.18,2122,2260
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,2381,15673557,289504863770,18810,18700,18400,-410,-2.18,18470,-340,-1.81,18290,18890
پلاست,كارخانجات توليدي پلاستيران,2379,26312280,314797945530,11910,12260,11560,-350,-2.94,11960,50,0.42,11560,12260
زقيام,كشت و دام قيام اصفهان,2378,48258956,127686922045,2799,2800,2605,-194,-6.93,2646,-153,-5.47,2604,2800
فاسمين,كالسيمين‌,2371,9787685,243977307570,25440,25900,25000,-440,-1.73,24930,-510,-2,24500,25940
چدن,توليدي چدن سازان,2362,34803943,88130750585,2641,2640,2465,-176,-6.66,2532,-109,-4.13,2460,2704
چكارن,كارتن‌ ايران‌,2352,62983635,251951849675,4094,4160,4000,-94,-2.3,4000,-94,-2.3,3890,4250
ثنور,سرمايه گذاري كوه نور,2350,18469069,137505185340,7650,7470,7430,-220,-2.88,7450,-200,-2.61,7430,7600
ضسپا1211,اختيارخ خساپا-3250-1401/12/10,2341,912916,90606141000,137,110,94,-43,-31.39,99,-38,-27.74,85,125
زشگزا,شير و گوشت زاگرس شهركرد,2324,30201109,202084254060,7060,7110,6630,-430,-6.09,6690,-370,-5.24,6570,7150
ثرود,سرمايه‌گذاري مسكن زاينده رود,2324,22715896,252749042320,10530,10450,11260,730,6.93,11130,600,5.7,10450,11260
تپكو,توليدتجهيزات‌سنگين‌هپكو,2323,126720625,206164120182,1580,1627,1627,47,2.97,1627,47,2.97,1601,1627
وپارس,بانك‌پارسيان‌,2313,110395306,223190000588,2112,2098,2010,-102,-4.83,2022,-90,-4.26,2007,2098
فارس,صنايع پتروشيمي خليج فارس,2308,46080253,428852633320,9350,9220,9420,70,0.75,9310,-40,-0.43,9090,9420
آبادا,توليد نيروي برق آبادان,2273,4104311,48894813390,11890,11890,11630,-260,-2.19,11910,20,0.17,11580,12150
وطوبي,سرمايه گذاري اقتصاد شهر طوبي,2260,62460393,139846835881,2394,2310,2227,-167,-6.98,2239,-155,-6.47,2227,2387
خودكفا,اقتصادي و خودكفايي آزادگان,2235,29328901,229238196450,7640,7660,7660,20,0.26,7820,180,2.36,7640,7860
شفن,پتروشيمي فناوران,2216,23083190,138107583750,6140,6160,5950,-190,-3.09,5980,-160,-2.61,5870,6200
غصينو,صنعتي مينو,2206,10423254,137314576030,12700,13200,13090,390,3.07,13170,470,3.7,12940,13330
اردستان,سيمان اردستان,2201,326105,3424102500,10000,10500,10500,500,5,10010,10,0.1,10500,10500
سكه مركزي,سلف تمام سكه 001 مركزي,2153,468000,1015939477400,2084315,2175000,2188530,104215,5,2170811,86496,4.15,2130010,2188530
غبشهر,صنعتي‌ بهشهر,2152,48097894,145567210801,3048,3100,3027,-21,-0.69,3026,-22,-0.72,2985,3119
زملارد,كشاورزي و دامپروري ملارد شير,2150,1747472,23887017780,13700,13710,13450,-250,-1.82,13670,-30,-0.22,13220,14090
وبانك,سرمايه گذاري گروه توسعه ملي,2129,20593939,220639535610,10980,10950,10660,-320,-2.91,10710,-270,-2.46,10600,11000
كمرجان,بازرگاني و توليدي مرجان كار,2127,10713446,97807984230,9020,9390,9000,-20,-0.22,9130,110,1.22,8800,9480
درازك,دارويي‌ رازك‌,2110,11457245,187595369230,17130,17580,16280,-850,-4.96,16370,-760,-4.44,16280,17580
غكورش,صنعت غذايي كورش,2089,11219187,112638463930,10330,10400,9990,-340,-3.29,10040,-290,-2.81,9820,10400
رافزا,رايان هم افزا,2083,1811896,118320249550,65200,67200,65700,500,0.77,65300,100,0.15,63750,68000
غويتا,ويتانا,2082,20929313,117616692920,5720,5820,5550,-170,-2.97,5620,-100,-1.75,5400,6000
پتاير,ايران‌ تاير,2069,63889485,98860768849,1623,1630,1526,-97,-5.98,1547,-76,-4.68,1510,1638
كسرا,سراميك‌هاي‌صنعتي‌اردكان‌,2052,28642457,174327436300,6440,6400,5990,-450,-6.99,6090,-350,-5.43,5990,6550
فجهان,مجتمع جهان فولاد سيرجان,2032,10264240,32696239055,3261,3290,3221,-40,-1.23,3231,-30,-0.92,3150,3290
بپيوند,برق و انرژي پيوندگستر پارس,2026,2370397,27292221660,11850,11740,11330,-520,-4.39,11510,-340,-2.87,11280,11860
همراه,شركت ارتباطات سيار ايران,2017,22987617,194229444480,8790,8690,8360,-430,-4.89,8450,-340,-3.87,8360,8770
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,2017,53970258,82593802901,1581,1564,1525,-56,-3.54,1530,-51,-3.23,1514,1600
سيتا,سرمايه گذاري سيمان تامين,2011,3350944,37320048830,11210,11200,11120,-90,-0.8,11150,-60,-0.54,10980,11350
دفارا,داروسازي‌ فارابي‌,2001,40722071,871452169400,20390,21400,21400,1010,4.95,21400,1010,4.95,20900,21400
خلنت,لنت‌ ترمزايران‌,1990,3247826,117201618350,36540,37950,35330,-1210,-3.31,36090,-450,-1.23,34720,38360
ثغرب,شركت سرمايه گذاري مسكن شمالغرب,1989,13608489,108656617890,7960,8190,7800,-160,-2.01,7980,20,0.25,7740,8190
چخزر,صنايع چوب خزر كاسپين,1983,1076908,38080317500,35850,36800,35000,-850,-2.37,35350,-500,-1.39,34550,36800
فگستر,گسترش صنايع روي ايرانيان,1972,11514148,87310306170,7840,7840,7600,-240,-3.06,7580,-260,-3.32,7390,7850
حريل,ريل پردازسير,1970,28518110,106698830299,3991,4070,3712,-279,-6.99,3741,-250,-6.26,3712,4070
خصدرا,صنعتي‌ دريايي‌ ايران‌,1966,62486493,144464819286,2368,2306,2297,-71,-3,2312,-56,-2.36,2297,2363
كلر,كلر پارس,1966,1836269,162163277100,92400,92100,88000,-4400,-4.76,88300,-4100,-4.44,86200,94100
لپارس,پارس‌ الكتريك‌,1960,1549279,125430006630,83830,83000,79640,-4190,-5,80960,-2870,-3.42,79640,84880
حكشتي,كشتيراني جمهوري اسلامي ايران,1945,9968565,289178481730,30440,29210,28920,-1520,-4.99,29010,-1430,-4.7,28920,29950
كي بي سي,شركت كي بي سي,1928,11428640,146828850590,13180,12800,12710,-470,-3.57,12850,-330,-2.5,12530,13400
تپسي,پيشگامان فن آوري و دانش آراميس,1925,34517786,177654322880,5041,5290,5080,39,0.77,5150,109,2.16,4910,5290
صبا,گروه مالي صبا تامين,1893,27642612,106795760606,4002,3999,3837,-165,-4.12,3874,-128,-3.2,3821,3999
پارس,پتروشيمي پارس,1884,57929270,139488403798,2467,2450,2415,-52,-2.11,2408,-59,-2.39,2372,2450
شاراك,پتروشيمي شازند,1882,5136510,167923212870,34160,33800,32600,-1560,-4.57,32690,-1470,-4.3,31770,33800
بجهرم,توسعه مولد نيروگاهي جهرم,1881,51586985,117642951702,2313,2314,2240,-73,-3.16,2280,-33,-1.43,2230,2329
كوير,توليدي فولاد سپيد فراب كوير,1880,51771483,180335522477,3627,3540,3446,-181,-4.99,3483,-144,-3.97,3446,3600
فباهنر,مس‌ شهيدباهنر,1850,6927287,218874595880,32530,32400,31990,-540,-1.66,31600,-930,-2.86,31000,32500
سشرق,سيمان‌ شرق‌,1845,12642785,127837333630,10400,10550,10000,-400,-3.85,10110,-290,-2.79,9820,10790
نهال,صندوق س. طلاي سرخ نوويرا,1844,10874703,156221707524,14161,14230,14453,292,2.06,14366,205,1.45,14172,14540
آكورد,صندوق س. آرمان آتي كوثر-د,1838,12177169,543446358311,44562,44628,44629,67,0.15,44628,66,0.15,44628,44629
خكار,ايركا پارت صنعت,1834,44907646,138400870953,3097,3100,3073,-24,-0.77,3082,-15,-0.48,2990,3174
شسپا,نفت سپاهان,1814,19338499,79446658373,4213,4240,4097,-116,-2.75,4123,-90,-2.14,4012,4240
ولصنم,ليزينگ‌صنعت‌ومعدن‌,1794,48399234,244689974447,4830,4871,4984,154,3.19,5056,226,4.68,4871,5168
ونوين,بانك‌اقتصادنوين‌,1791,45599236,168231015422,3736,3780,3689,-47,-1.26,3689,-47,-1.26,3640,3796
حفاري,حفاري شمال,1785,17700711,79332143786,4646,4563,4420,-226,-4.86,4482,-164,-3.53,4419,4592
افق,فروشگاههاي زنجيره اي افق كوروش,1780,16565019,251038250480,15730,15450,14950,-780,-4.96,15150,-580,-3.69,14950,15700
سپيدار,سپيدار سيستم آسيا,1771,552465,14349016600,26450,27200,25850,-600,-2.27,25950,-500,-1.89,25400,27200
آسيا,بيمه آسيا,1757,64079272,126315319070,2108,2110,1961,-147,-6.97,1971,-137,-6.5,1961,2110
دتوليد,داروسازي توليد دارو,1739,8550452,88871173070,10160,10380,10370,210,2.07,10390,230,2.26,10100,10700
توريل,توكاريل,1739,17788716,189901530570,10250,10760,10260,10,0.1,10680,430,4.2,9900,10760
خپويش,سازه‌ پويش‌,1735,13802773,279950230020,19330,19950,20290,960,4.97,20280,950,4.91,19950,20290
تاپكيش,تجارت الكترونيك پارسيان كيش,1734,13105909,130116359530,9380,9700,9990,610,6.5,9930,550,5.86,9180,10030
سيمرغ,سيمرغ,1734,4875342,127281559770,27560,28070,26030,-1530,-5.55,26110,-1450,-5.26,25690,28070
شيران,س. صنايع‌شيميايي‌ايران,1726,12137407,128949202450,10980,11000,10550,-430,-3.92,10620,-360,-3.28,10380,11350
ختور,رادياتور ايران‌,1716,14717761,91833048030,6320,6350,6130,-190,-3.01,6240,-80,-1.27,6050,6440
فولاي,صنايع فولاد آلياژي يزد,1706,38756642,202792275510,4810,5180,5310,500,10.4,5232,422,8.77,5100,5400
وهامون,سرمايه گذاري هامون صبا,1702,17070359,38228208203,2306,2340,2196,-110,-4.77,2239,-67,-2.91,2181,2340
فجوش,جوش‌ و اكسيژن‌ ايران‌,1700,48974211,117348505409,2468,2394,2394,-74,-3,2396,-72,-2.92,2394,2437
قاسم,قاسم ايران,1700,34608362,256868398900,7450,7570,7410,-40,-0.54,7420,-30,-0.4,7080,7620
بساما,بيمه سامان,1697,9059334,103735546510,11390,11160,11670,280,2.46,11450,60,0.53,10910,11800
كچاد,معدني‌وصنعتي‌چادرملو,1692,10048790,118361746790,12170,11930,11820,-350,-2.88,11780,-390,-3.2,11660,11980
خشرق,الكتريك‌ خودرو شرق‌,1681,10357939,183760118110,16940,17400,17780,840,4.96,17740,800,4.72,17100,17780
غپآذر,شير پگاه آذربايجان شرقي,1651,3318733,147741180650,42050,42000,44950,2900,6.9,44500,2450,5.83,42000,44950
فسوژ,سوژميران,1641,5048180,101067453420,19920,21290,19370,-550,-2.76,20020,100,0.5,19190,21310
قرن,پديده شيمي قرن,1637,3820981,78276095290,20760,20800,20260,-500,-2.41,20490,-270,-1.3,20210,20920
زكوثر,سرمايه گذاري كشاورزي كوثر,1631,5691390,93930201740,16310,16220,16290,-20,-0.12,16500,190,1.16,16210,16900
اپال,فرآوري معدني اپال كاني پارس,1621,4600987,80111541350,17600,17700,17290,-310,-1.76,17470,-130,-0.74,17200,17780
آريان,سرمايه گذاري پارس آريان,1614,26182097,117850832441,4594,4593,4457,-137,-2.98,4501,-93,-2.02,4457,4663
