نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
ضملت3011,اختيارخ وبملت-3000-1401/03/18,2,32,31470000,920,900,989,69,7.5,983,63,6.85,900,989
ضفلا3012,اختيارخ فولاد-10000-1401/03/18,2,5,11500000,2315,2300,2300,-15,-0.65,2300,-15,-0.65,2300,2300
اخزا821,اسنادخزانه-م21بودجه98-020906,2,400,301943000,738840,739490,759980,21140,2.86,754860,16020,2.17,739490,759980
ضفلا7010,اختيارخ فولاد-3483-1401/07/24,2,32,166400000,5500,5200,5200,-300,-5.45,5200,-300,-5.45,5200,5200
متا0106,آتي متانول -1401/06/17,2,200,188700000,944000,943500,943500,-500,-0.05,943500,-500,-0.05,943500,943500
متا0105,آتي متانول -1401/05/17,2,200,187500000,938000,937500,937500,-500,-0.05,937500,-500,-0.05,937500,937500
نسب0106,آتي نفتاي سبك-1401/06/17,2,200,479500000,2398000,2397000,2398000,0,0,2397500,-500,-0.02,2397000,2398000
اراد76,مرابحه عام دولت76-ش.خ030406,2,2900,2723500000,932000,955000,932000,0,0,939140,7140,0.77,932000,955000
زعف0110پ10,زعفران0110نگين طلاي سرخ(پ),2,2500,1006250000,400208,402500,402500,2292,0.57,402500,2292,0.57,402500,402500
ضفلا7014,اختيارخ فولاد-5694-1401/07/24,2,40,79980000,2300,1999,2000,-300,-13.04,1999,-301,-13.09,1999,2000
اراد61,مرابحه عام دولت61-ش.خ0309,2,24500,24500000000,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
متا0104,آتي متانول -1401/04/17,2,200,188400000,943000,942000,942000,-1000,-0.11,942000,-1000,-0.11,942000,942000
ضكاريس300,اختيارخ كاريس-11000-14010331,2,12,53400000,4804,4450,4450,-354,-7.37,4450,-354,-7.37,4450,4450
كوثر4,بيمه كوثر,2,200025000,805700700000,4078,4028,4028,-50,-1.23,4028,-50,-1.23,4028,4028
اخزا8164,اسنادخزانه-م16بودجه98-010503,2,2325756,2245053429678,966440,968990,961611,-4829,-0.5,965300,-1140,-0.12,961611,968990
ضشنا8018,اختيارخ شپنا-8350-1401/08/29,2,21,6499000,301,300,499,198,65.78,309,8,2.66,300,499
ضكاريس600,اختيارخ كاريس-13000-14010606,2,200,760000000,1,3800,3800,3799,379900,3800,3799,379900,3800,3800
ضترا3011,اختيارخ شتران-3000-1401/03/08,2,8,19400000,2200,2550,2300,100,4.55,2425,225,10.23,2300,2550
هماي2,صندوق س هماي آگاه-ثابت,2,36552001,36552001,10018,1,1,-10017,-99.99,1,-10017,-99.99,1,1
اخزا906,اسنادخزانه-م6بودجه99-020321,2,200,162276000,810440,810760,812000,1560,0.19,811380,940,0.12,810760,812000
اخزا9092,اسنادخزانه-م9بودجه99-020316,2,101,82175600,813940,813940,811000,-2940,-0.36,813620,-320,-0.04,811000,813940
وساپا2,سرمايه‌گذاري‌ سايپا,2,81174088,400999994720,4830,4940,4940,110,2.28,4940,110,2.28,4940,4940
اخزا9142,اسنادخزانه-م14بودجه99-021025,2,77,55210450,719520,717010,717030,-2490,-0.35,717020,-2500,-0.35,717010,717030
اخزا816,اسنادخزانه-م16بودجه98-010503,2,200,193385000,966440,966920,966930,490,0.05,966920,480,0.05,966920,966930
كمند2,صندوق س. با درآمد ثابت كمند,2,105100000,105100000,10108,1,1,-10107,-99.99,1,-10107,-99.99,1,1
ضفلا7011,اختيارخ فولاد-4035-1401/07/24,2,12,51600000,1,4300,4300,4299,429900,4300,4299,429900,4300,4300
ضذوب8004,اختيارخ ذوب-2740-1401/08/04,2,50,25800000,500,540,500,0,0,516,16,3.2,500,540
ضستا7006,اختيارخ شستا-1300-1401/07/17,2,100,4000000,40,40,40,0,0,40,0,0,40,40
ضستر3004,اختيارخ خگستر-3250-1401/03/22,2,90,58100000,500,640,650,150,30,646,146,29.2,640,650
ضجار7049,اختيارخ وتجارت-1880-1401/07/20,2,200,100000000,480,500,500,20,4.17,500,20,4.17,500,500
ضستا7001,اختيارخ شستا-800-1401/07/17,2,14,4590000,310,335,325,15,4.84,328,18,5.81,325,335
ضفلا7013,اختيارخ فولاد-5141-1401/07/24,2,30,78000000,3160,2600,2600,-560,-17.72,2600,-560,-17.72,2600,2600
ولساپا2,ليزينگ رايان‌ سايپا,2,60000000,99000000000,1596,1650,1650,54,3.38,1650,54,3.38,1650,1650
خديزل2,بهمن  ديزل,2,40000000,423200000000,10580,10580,10580,0,0,10580,0,0,10580,10580
ضترا3012,اختيارخ شتران-3500-1401/03/08,2,2,3990000,1800,2000,1990,190,10.56,1995,195,10.83,1990,2000
ضشنا8015,اختيارخ شپنا-6350-1401/08/29,2,11,8740000,800,800,740,-60,-7.5,795,-5,-0.63,740,800
ضفلا7015,اختيارخ فولاد-6247-1401/07/24,2,30,59990000,1949,1999,2000,51,2.62,2000,51,2.62,1999,2000
ضملت3010,اختيارخ وبملت-2500-1401/03/18,2,60,85650000,1325,1400,1455,130,9.81,1427,102,7.7,1400,1455
سمتا021,سلف موازي استاندارد سمتا021,1,100,92962000,929188,929620,929620,432,0.05,929620,432,0.05,929620,929620
ضفلا7012,اختيارخ فولاد-4588-1401/07/24,1,10,35000000,4067,3500,3500,-567,-13.94,3500,-567,-13.94,3500,3500
ضترا3016,اختيارخ شتران-6000-1401/03/08,1,40,2400000,7,60,60,53,757.14,60,53,757.14,60,60
هفارس104,اختيارف ت فارس-6937-01/04/12,1,10000,10000,1,1,1,0,0,1,0,0,1,1
زعف0110پ08,زعفران0110نگين روستا(پ),1,15,6037500,401000,402500,402500,1500,0.37,402500,1500,0.37,402500,402500
نسب0105,آتي نفتاي سبك-1401/05/17,1,200,479600000,2399000,2398000,2398000,-1000,-0.04,2398000,-1000,-0.04,2398000,2398000
اتكاي2,بيمه اتكايي ايرانيان,1,6000000,82800000000,13740,13800,13800,60,0.44,13800,60,0.44,13800,13800
حريل2,ريل پردازسير,1,22000000,61688000000,2804,2804,2804,0,0,2804,0,0,2804,2804
كارا2,صندوق س. كارا -د,1,7000000,7000000,11393,1,1,-11392,-99.99,1,-11392,-99.99,1,1
رايان106,مشاركت رايان سايپا-3ماهه16%,1,2,2000000,993886,1000000,1000000,6114,0.62,1000000,6114,0.62,1000000,1000000
ضذوب8003,اختيارخ ذوب-2540-1401/08/04,1,20,11000000,759,550,550,-209,-27.54,550,-209,-27.54,550,550
مشهد112,مشاركت ش مشهد112-3ماهه18%,1,50,48750000,945010,975000,975000,29990,3.17,975000,29990,3.17,975000,975000
ضسپا8053,اختيارخ خساپا-2200-1401/08/25,1,1,200000,140,200,200,60,42.86,200,60,42.86,200,200
ضذوب8002,اختيارخ ذوب-2340-1401/08/04,1,1,850000,732,850,850,118,16.12,850,118,16.12,850,850
ضخود4009,اختيارخ خودرو-1800-1401/04/08,1,35,17850000,507,510,510,3,0.59,510,3,0.59,510,510
سمتا022,سلف موازي استاندارد سمتا022,1,100,93174400,931310,931744,931744,434,0.05,931744,434,0.05,931744,931744
آرام2,صندوق س شاخصي آرام مفيد,1,100000,100000,11040,1,1,-11039,-99.99,1,-11039,-99.99,1,1
اخزا9112,اسنادخزانه-م11بودجه99-020906,1,8,5627840,740500,703480,703480,-37020,-5,703480,-37020,-5,703480,703480
اطلس2,صندوق س.توسعه اطلس مفيد-س,1,10000,10000,275535,1,1,-275534,-100,1,-275534,-100,1,1
سپيدما2,صندوق س. سپيد دماوند-د,1,5000000,5000000,12629,1,1,-12628,-99.99,1,-12628,-99.99,1,1
اراد874,مرابحه عام دولت87-ش.خ030304,1,154000,146677300000,950000,952450,952450,2450,0.26,952450,2450,0.26,952450,952450
رشد4,صندوق س.رشد پايدار آبان-د,1,2000000,20000000000,10000,10000,10000,0,0,10000,0,0,10000,10000
داوه4,داروسازي آوه سينا,1,1000000,7970000000,7900,7970,7970,70,0.89,7970,70,0.89,7970,7970
اخزا8142,اسنادخزانه-م14بودجه98-010318,1,50,49476000,991500,989520,989520,-1980,-0.2,989520,-1980,-0.2,989520,989520
فولاد2,فولاد مباركه اصفهان,1,16300000,199675000000,12260,12250,12250,-10,-0.08,12250,-10,-0.08,12250,12250
شپنا2,پالايش نفت اصفهان,1,5000000,33500000000,6470,6700,6700,230,3.55,6700,230,3.55,6700,6700
غيوان,كيوان,1,750,11730000,15490,15640,15640,150,0.97,15490,0,0,15640,15640
نسب0104,آتي نفتاي سبك-1401/04/17,1,200,479800000,2400000,2399000,2399000,-1000,-0.04,2399000,-1000,-0.04,2399000,2399000
ضخود3053,اختيارخ خودرو-1200-1401/03/04,1,10,10000000,1497,1000,1000,-497,-33.2,1000,-497,-33.2,1000,1000
اوصتا4,صندوق انديشه ورزان صباتامين -د,1,43981000,999995997000,22722,22737,22737,15,0.07,22737,15,0.07,22737,22737
شتران2,پالايش نفت تهران,1,10000000,55000000000,5390,5500,5500,110,2.04,5500,110,2.04,5500,5500
ثروتم2,صندوق س. ثروت آفرين پارسيان-س,1,400000,400000,96852,1,1,-96851,-100,1,-96851,-100,1,1
ضملت8052,اختيارخ وبملت-3081-1401/08/18,1,90,45000000,550,500,500,-50,-9.09,500,-50,-9.09,500,500
ضجار7051,اختيارخ وتجارت-2180-1401/07/20,1,10,3500000,301,350,350,49,16.28,350,49,16.28,350,350
ضملت3014,اختيارخ وبملت-4500-1401/03/18,1,1,1000,10,1,1,-9,-90,1,-9,-90,1,1
سميعا101,سلف موازي استاندارد سميعا101,1,100,131219500,1311674,1312195,1312195,521,0.04,1312195,521,0.04,1312195,1312195
سميعا102,سلف موازي استاندارد سميعا102,1,100,142520800,1424638,1425208,1425208,570,0.04,1425208,570,0.04,1425208,1425208
اخزا8212,اسنادخزانه-م21بودجه98-020906,1,60,44220000,738840,737000,737000,-1840,-0.25,737000,-1840,-0.25,737000,737000
اخزا8202,اسنادخزانه-م20بودجه98-020806,1,75,56242500,749900,749900,749900,0,0,749900,0,0,749900,749900
كمان,س.خ.كمان كاريزما 35% تاديه,1,85160,35466159400,415986,416465,416465,479,0.12,416465,479,0.12,416465,416465
افاد61,منفعت دولت6-ش.خاص140109,1,1100,1099978000,999990,999980,999980,-10,0,999980,-10,0,999980,999980
تملي708,تسهيلات مسكن ب. ملي-آبان97,1,11,7740238,740692,703658,703658,-37034,-5,703658,-37034,-5,703658,703658
سصوفي2,سيمان‌ صوفيان‌,1,3000000,55800000000,18910,18600,18600,-310,-1.64,18600,-310,-1.64,18600,18600
اراد99,مرابحه عام دولت99-ش.خ050723,1,20000,20000000000,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
صبا14044,اجاصبابدون ضامن بارتبه اعتباري,1,60000,60000000000,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
خمهر4,مهركام‌پارس‌,1,90000000,190080000000,2089,2112,2112,23,1.1,2112,23,1.1,2112,2112
ضهمن3002,اختيارخ خبهمن-1600-1401/03/11,1,25,5250000,345,210,210,-135,-39.13,210,-135,-39.13,210,210
سمتا011,سلف موازي استاندارد سمتا011,1,10,90229650,9019246,9022965,9022965,3719,0.04,9022965,3719,0.04,9022965,9022965
ضجار7045,اختيارخ وتجارت-1480-1401/07/20,1,100,82800000,900,828,828,-72,-8,828,-72,-8,828,828
ضخود3056,اختيارخ خودرو-1800-1401/03/04,1,100,44000000,406,440,440,34,8.37,440,34,8.37,440,440
ضخود5001,اختيارخ خودرو-1800-1401/05/12,1,4,2280000,590,570,570,-20,-3.39,570,-20,-3.39,570,570
طخود5005,اختيارف خودرو-2400-1401/05/12,1,1,200000,200,200,200,0,0,200,0,0,200,200
زير0103پ04,زيره سبز0103شركت مينوبذر(پ),1,11,14245000,1251468,1295000,1295000,43532,3.48,1295000,43532,3.48,1295000,1295000
طملي7013,اختيارف فملي-6800-1401/07/10,1,2,1000000,1,500,500,499,49900,500,499,49900,500,500
گواهي ظرفيت,گواهي ظرفيت نقدي,1,3000000,122307000000,38828,40769,40769,1941,5,39049,221,0.57,40769,40769
کم ه 11,کم باري هفته 11,1,8900,5829500,308500,655,655,-307845,-99.79,655,-307845,-99.79,655,655
ضبدر3013,اختيارخ شبندر-7000-1401/03/29,1,4,10400000,1700,2600,2600,900,52.94,2600,900,52.94,2600,2600
ضترا8066,اختيارخ شتران-4770-1401/08/08,1,50,64500000,1220,1290,1290,70,5.74,1290,70,5.74,1290,1290
مي ه 11,ميان باري هفته 11,1,8900,5963000,324,670,670,346,106.79,670,346,106.79,670,670
صينا205,صكوك منفعت سينا دارو-3ماهه 19%,1,8,7920000,990000,990000,990000,0,0,990000,0,0,990000,990000
سمتا023,سلف موازي استاندارد سمتا023,1,100,93530300,934869,935303,935303,434,0.05,935303,434,0.05,935303,935303
ضسپا3014,اختيارخ خساپا-1800-1401/03/25,1,4,1476000,301,369,369,68,22.59,369,68,22.59,369,369
هامرز4,صندوق س اعتماد هامرز-ثابت,1,50120000,506863560000,10108,10113,10113,5,0.05,10113,5,0.05,10113,10113
اخزا9082,اسنادخزانه-م8بودجه99-020606,1,10,7879500,778470,787950,787950,9480,1.22,787950,9480,1.22,787950,787950
افران4,صندوق س افرا نماد پايدار-ثابت,1,3045000,49977585000,16403,16413,16413,10,0.06,16413,10,0.06,16413,16413
اراد314,مرابحه عام دولت3-ش.خ 0208,1,976900,976900000000,970000,1000000,1000000,30000,3.09,1000000,30000,3.09,1000000,1000000
کم ه 12,کم باري هفته 12,1,8900,5829500,500,655,655,155,31,655,155,31,655,655
اخزا9052,اسنادخزانه-م5بودجه99-020218,1,25,20625000,826500,825000,825000,-1500,-0.18,825000,-1500,-0.18,825000,825000
آريان2,سرمايه گذاري پارس آريان,1,24857399,174498940980,7090,7020,7020,-70,-0.99,7020,-70,-0.99,7020,7020
ولتجار4,واسپاري تجار ايرانيان,1,3071420,8575404640,2788,2792,2792,4,0.14,2792,4,0.14,2792,2792
سمتا024,سلف موازي متانول بوشهر 024,1,100,91235200,911928,912352,912352,424,0.05,912352,424,0.05,912352,912352
سمتا025,سلف موازي متانول بوشهر 025,1,100,103747500,1036993,1037475,1037475,482,0.05,1037475,482,0.05,1037475,1037475
اراد59,مرابحه عام دولتي5-ش.خ 0309,1,100,101700000,1000000,1017000,1017000,17000,1.7,1017000,17000,1.7,1017000,1017000
سنفت021,سلف موازي نفت.س صادر اروند 021,1,100,212072300,2119737,2120723,2120723,986,0.05,2120723,986,0.05,2120723,2120723
مشير304,مشاركت ش شيراز304-3ماهه18%,1,1000,964000000,968000,964000,964000,-4000,-0.41,964000,-4000,-0.41,964000,964000
ضجار7052,اختيارخ وتجارت-2380-1401/07/20,1,10,2500000,270,250,250,-20,-7.41,250,-20,-7.41,250,250
اراد964,مرابحه عام دولت96-ش.خ030414,1,2280151,2103142877870,945000,922370,922370,-22630,-2.39,922370,-22630,-2.39,922370,922370
صشستا3112,صكوك اجاره شستا311-بدون ضامن,1,500000,500000000000,1000000,1000000,1000000,0,0,1000000,0,0,1000000,1000000
