نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
شبريزح,ح. پالايش نفت تبريز,1127,3969182,59111314250,14970,14760,14870,-100,-0.67,14890,-80,-0.53,14760,15000
فگسترح,ح . گسترش صنايع روي ايرانيان,1117,485750,2327057493,4819,4949,4898,79,1.64,4791,-28,-0.58,4702,4949
ونيرو,سرمايه‌گذاري‌نيرو,1106,39264762,114522101235,2782,2800,2948,166,5.97,2917,135,4.85,2651,2948
وثنو,سرمايه گذاري ساختماني نوين,1101,14538748,34561993345,2353,2283,2423,70,2.97,2377,24,1.02,2283,2423
زكوثر,سرمايه گذاري كشاورزي كوثر,1101,3096635,50641964410,16650,15900,16200,-450,-2.7,16350,-300,-1.8,15900,16990
ولكار,ليزينگ كارآفرين,1085,1134283,7225298450,6460,6390,6420,-40,-0.62,6420,-40,-0.62,6350,6520
غسالم,سالمين‌,1082,10296119,36393410907,3655,3659,3490,-165,-4.51,3535,-120,-3.28,3460,3670
لسرما,سرما آفرين‌,1077,2413223,62555285220,27010,25810,25660,-1350,-5,25920,-1090,-4.04,25660,26990
وهور,مديريت انرژي اميد  تابان هور,1072,41870520,60624922357,1406,1368,1476,70,4.98,1448,42,2.99,1364,1476
شلعاب,لعابيران‌,1065,9075502,54728784100,6320,6020,6010,-310,-4.91,6030,-290,-4.59,6010,6220
خرينگ,رينگ‌سازي‌مشهد,1063,2577167,59712916710,23760,23760,23150,-610,-2.57,23170,-590,-2.48,22630,24500
تملت,تامين سرمايه بانك ملت,1062,10740670,40576486096,3726,3653,3778,52,1.4,3778,52,1.4,3600,3860
اپال,فرآوري معدني اپال كاني پارس,1061,1379619,28182623820,20620,20010,20590,-30,-0.15,20570,-50,-0.24,20000,20650
شكلر,نيروكلر,1058,2612357,128118099940,46490,46900,49170,2680,5.76,49040,2550,5.49,46900,49270
خمهر,مهركام‌پارس‌,1052,32672402,68243146974,2158,2090,2092,-66,-3.06,2089,-69,-3.2,2051,2153
زشگزا,شير و گوشت زاگرس شهركرد,1042,12023127,79719043720,6910,6500,6680,-230,-3.33,6630,-280,-4.05,6500,6810
لخانه,لوازم‌ خانگي‌ پارس‌,1025,5163136,97375108960,18760,19320,18880,120,0.64,18860,100,0.53,18200,19320
ثتران,سرمايه گذاري مسكن تهران,1016,24287400,83694528360,3310,3193,3475,165,4.98,3446,136,4.11,3193,3475
سدشت,صنايع سيمان دشتستان,1012,1809163,63422086720,33630,33650,34650,1020,3.03,35060,1430,4.25,32220,35310
وامير,گروه صنعتي و معدني امير,1003,50935,19485882050,379200,368300,383000,3800,1,382550,3350,0.88,368300,389900
جم پيلن,پتروشيمي جم پيلن,999,1037234,139646482580,135000,133600,134950,-50,-0.04,134630,-370,-0.27,129520,135400
فسرب,ملي‌ سرب‌وروي‌ ايران‌,997,16771221,28640836908,1755,1705,1710,-45,-2.56,1708,-47,-2.68,1685,1745
كمرجان,بازرگاني و توليدي مرجان كار,995,7999635,46808660700,6170,6190,5910,-260,-4.21,5850,-320,-5.19,5800,6190
ساينا,صنايع بهداشتي ساينا,992,697536,63130022850,88750,87500,90450,1700,1.92,90500,1750,1.97,87500,93300
شفارس,صنايع‌ شيميايي‌ فارس‌,990,25962066,35412981620,1395,1370,1348,-47,-3.37,1364,-31,-2.22,1332,1428
چدن,توليدي چدن سازان,987,18691774,45310558331,2501,2417,2370,-131,-5.24,2424,-77,-3.08,2361,2505
تسه1400,امتيازتسهيلات مسكن سال1400,986,14108,16523054788,1188822,1129383,1162000,-26822,-2.26,1171183,-17639,-1.48,1129383,1230000
ثفارس,عمران‌وتوسعه‌فارس‌,982,7191266,48502962740,6710,6570,6670,-40,-0.6,6740,30,0.45,6570,6910
خاهن,آهنگري‌ تراكتورسازي‌ ايران‌,980,11581090,67224431950,6080,5930,5800,-280,-4.61,5800,-280,-4.61,5720,6150
نطرين,عطرين نخ قم,974,6202368,34696187260,5890,5550,5620,-270,-4.58,5590,-300,-5.09,5540,5900
شغدير,پتروشيمي غدير,967,849696,79854774010,93270,93200,94210,940,1.01,93980,710,0.76,93050,94830
ميهن,بيمه ميهن,967,18400069,67101182342,3541,3450,3670,129,3.64,3647,106,2.99,3380,3710
كاوه,فولاد كاوه جنوب كيش,966,4917477,63329350690,12990,12600,12890,-100,-0.77,12900,-90,-0.69,12560,13040
وبانك,سرمايه گذاري گروه توسعه ملي,965,14028293,143486085020,10240,10240,10290,50,0.49,10230,-10,-0.1,10060,10340
زشريف,كشت وصنعت شريف آباد,958,10229675,42428927178,4286,4234,4119,-167,-3.9,4148,-138,-3.22,4050,4319
بكهنوج,توليد برق ماهتاب كهنوج,950,47244488,57648399450,1175,1185,1233,58,4.94,1220,45,3.83,1147,1233
شپترو,پتروشيمي آبادان,947,18420648,40626452222,2269,2201,2201,-68,-3,2205,-64,-2.82,2201,2250
زبينا,كشاورزي و دامپروري بينالود,942,12967442,41417731196,3286,3130,3185,-101,-3.07,3194,-92,-2.8,3120,3298
زفكا,كشت و دامداري فكا,940,6373077,65439444090,10550,10080,10350,-200,-1.9,10270,-280,-2.65,9980,10500
وسينا,بانك سينا,934,25982269,61795092810,2448,2401,2378,-70,-2.86,2378,-70,-2.86,2335,2474
فاسمين,كالسيمين‌,915,3679476,76402198230,20720,20520,20800,80,0.39,20760,40,0.19,20520,20990
آگاس,صندوق س.هستي بخش آگاه-س,913,1221822,105559075771,86846,85966,86600,-246,-0.28,86395,-451,-0.52,85900,86799
غگرجي,بيسكويت‌  گرجي‌,911,20689961,38712524319,1956,1903,1871,-85,-4.35,1871,-85,-4.35,1859,1930
غمينو,شركت صنايع غذايي مينو شرق,909,8949070,53706342780,6070,5900,5900,-170,-2.8,6000,-70,-1.15,5900,6230
پدرخش,درخشان‌ تهران‌,907,6412840,47318973950,7740,7380,7360,-380,-4.91,7380,-360,-4.65,7360,7680
ملت,بيمه ملت,904,28568624,35693692093,1273,1285,1246,-27,-2.12,1249,-24,-1.89,1224,1285
خفنر,فنرسازي‌خاور,903,12379526,78400517120,6640,6410,6310,-330,-4.97,6330,-310,-4.67,6310,6650
ثنور,سرمايه گذاري كوه نور,900,6863537,55641017220,7910,7810,8140,230,2.91,8110,200,2.53,7730,8140
خاذين,سايپاآذين‌,893,19953379,40771273663,2014,1982,2040,26,1.29,2043,29,1.44,1982,2090
آكورد,صندوق س. آرمان آتي كوثر-د,878,6053931,235308335083,38845,38868,38868,23,0.06,38869,24,0.06,38868,38871
شكربن,كربن‌ ايران‌,877,11754322,45898887238,3962,3850,3906,-56,-1.41,3905,-57,-1.44,3800,3990
نتوس,پشم‌ بافي‌ توس,868,7255715,76907413910,10310,10610,10580,270,2.62,10600,290,2.81,10450,10610
تبرك,گروه كارخانجات صنعتي تبرك,867,3487787,32111794270,9610,9540,9190,-420,-4.37,9210,-400,-4.16,9130,9540
وآوا,سرمايه گذاري آوا نوين,864,6411625,22552184714,3622,3432,3558,-64,-1.77,3517,-105,-2.9,3423,3600
شپلي,پلي اكريل ايران,859,12216982,93604184200,7890,7700,7660,-230,-2.92,7660,-230,-2.92,7660,7800
ولغدر,ليزينگ‌خودروغدير,854,6678569,76284255740,10860,10850,11500,640,5.89,11420,560,5.16,10580,11510
شپديس,پتروشيمي پرديس,846,969304,171977800520,177400,175500,177400,0,0,177420,20,0.01,175400,178000
خكرمان,سرمايه گذاري آرمان گستر پاريز,836,20935042,71565266036,3413,3320,3515,102,2.99,3418,5,0.15,3311,3515
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,826,21691071,34792565388,1637,1581,1590,-47,-2.87,1604,-33,-2.02,1571,1637
غشصفا,شيرپاستوريزه‌پگاه‌اصفهان‌,824,1345342,26813132930,20680,19940,19720,-960,-4.64,19930,-750,-3.63,19500,20460
هرمز,فولاد هرمزگان جنوب,823,2925770,48237445100,16680,16300,16520,-160,-0.96,16600,-80,-0.48,16000,16700
تابا,تابان نيرو سپاهان,819,1872073,43102032650,23350,24050,22750,-600,-2.57,23000,-350,-1.5,22650,24050
كوير,توليدي فولاد سپيد فراب كوير,816,9755006,40944089051,4231,4231,4181,-50,-1.18,4198,-33,-0.78,4075,4290
زدشت,كشت و صنعت دشت خرم دره,811,3040357,83115495900,25950,26100,27500,1550,5.97,27350,1400,5.39,26000,27500
پاكشو,گروه صنعتي پاكشو,811,5584129,37597993800,6740,6880,6760,20,0.3,6740,0,0,6560,6880
كگل,معدني و صنعتي گل گهر,808,5145750,69972123430,13620,13310,13660,40,0.29,13610,-10,-0.07,13310,13760
واحصا,احياء صنايع خراسان,807,807473,84648446000,102200,101900,105250,3050,2.98,104850,2650,2.59,100050,105250
كيميا,معدني كيمياي زنجان گستران,807,4158492,28335327900,6840,6690,6750,-90,-1.32,6810,-30,-0.44,6600,6980
والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,806,6966870,49179626440,7120,6910,7230,110,1.54,7060,-60,-0.84,6900,7270
اتكام,بيمه اتكايي امين,804,11247809,49944811943,4238,4380,4449,211,4.98,4440,202,4.77,4350,4449
شجم,صنايع پتروشيمي تخت جمشيد,801,4448757,52532504690,11810,11350,11840,30,0.25,11810,0,0,11350,12200
قشكر,شكرشاهرود,793,26018027,62624533884,2307,2260,2422,115,4.98,2407,100,4.33,2260,2422
سپيدار,سپيدار سيستم آسيا,793,855870,18917796200,22050,20950,21850,-200,-0.91,22100,50,0.23,20950,23150
سحرخيز,صندوق س. گروه زعفران سحرخيز,789,1572160,30861719673,18920,18920,19945,1025,5.42,19630,710,3.75,18920,19990
كامياب,صندوق س. كامياب آشنا-د,784,20444961,247780692649,12113,12120,12119,6,0.05,12119,6,0.05,12119,12120
ختراك,ريخته‌گري‌ تراكتورسازي‌ ايران‌,783,7326993,47286686140,6730,6600,6400,-330,-4.9,6450,-280,-4.16,6400,6680
بمپنا,توليد برق عسلويه  مپنا,781,32824457,239263414390,7170,7000,7520,350,4.88,7290,120,1.67,6820,7520
سرچشمه,سرمايه گذاري مس سرچشمه,772,10465993,47108357517,4379,4450,4597,218,4.98,4501,122,2.79,4350,4597
وسنا,سرمايه گذاري نيروگاهي ايران,771,8207524,84460110780,10100,10140,10400,300,2.97,10290,190,1.88,9800,10400
كسرا,سراميك‌هاي‌صنعتي‌اردكان‌,767,5208025,37935988080,7470,7460,7220,-250,-3.35,7280,-190,-2.54,7130,7470
رنيك,جنرال مكانيك,767,2296266,32516419910,14150,13760,14120,-30,-0.21,14160,10,0.07,13760,14600
غاذر,كشت‌وصنعت‌پياذر,766,1951155,115624835840,56630,59000,59460,2830,5,59260,2630,4.64,56120,59460
سفار,سيمان‌فارس‌,763,1637257,147617450570,86910,86000,91250,4340,4.99,90160,3250,3.74,86000,91250
بالبر,كابل‌ البرز,759,4707681,158691240270,32700,32710,34330,1630,4.98,33710,1010,3.09,32020,34330
وليز,ليزينگ‌ايران‌,754,11736252,21825668862,1928,1840,1859,-69,-3.58,1860,-68,-3.53,1832,1991
وسپه,سرمايه‌گذاري‌ سپه‌,752,4350132,38958254150,8980,8860,8970,-10,-0.11,8960,-20,-0.22,8850,9040
درهآور,دارويي ره آورد تامين,749,1567487,55945441050,36100,36100,35900,-200,-0.55,35700,-400,-1.11,34800,37450
شاراك,پتروشيمي شازند,749,1170787,54569914550,46500,46500,46590,90,0.19,46560,60,0.13,46010,46900
شفن,پتروشيمي فناوران,743,3472198,42421631120,12220,11730,12330,110,0.9,12220,0,0,11730,12330
ميدكو,توسعه معادن وص.معدني خاورميانه,742,5512706,251274703980,45570,45580,45580,10,0.02,45580,10,0.02,45550,46000
خكمك,كمك‌فنرايندامين‌,740,2712930,58704520070,22450,22000,21610,-840,-3.74,21640,-810,-3.61,21330,22690
فافزا,فولاد افزا سپاهان,737,788474,43960280300,54200,55700,55800,1600,2.95,55750,1550,2.86,54350,55800
ساوه,سيمان ساوه,736,351237,17631951850,51700,51300,50000,-1700,-3.29,50200,-1500,-2.9,49150,52000
ماديرا,صنايع ماديران,736,6936127,22977456603,3354,3290,3312,-42,-1.25,3313,-41,-1.22,3251,3466
خشرق,الكتريك‌ خودرو شرق‌,735,3251803,47962988490,15160,14960,14570,-590,-3.89,14750,-410,-2.7,14410,15550
بالاس,مهندسي ساختمان تاسيسات راه آهن,729,978887,29575922150,30150,29100,30250,100,0.33,30200,50,0.17,29100,30850
زنگان,صنعت روي زنگان,728,559857,31058143300,54800,54900,55500,700,1.28,55500,700,1.28,52150,57450
مفاخر,توسعه فناوري اطلاعات خوارزمي,726,1341882,69391714250,50900,48200,51300,400,0.79,51700,800,1.57,48200,52950
وايران,ليزينگ ايرانيان,717,8049260,21134336761,2749,2706,2620,-129,-4.69,2626,-123,-4.47,2585,2706
سپاها,سيمان‌سپاهان‌,717,5077947,51101585790,10230,10000,10000,-230,-2.25,10060,-170,-1.66,9910,10270
كرماشا,صنايع پتروشيمي كرمانشاه,712,1233288,81091068880,65560,65050,65830,270,0.41,65730,170,0.26,64820,66600
سشرق,سيمان‌ شرق‌,710,5454881,48925963300,8970,8750,8980,10,0.11,8970,0,0,8740,9290
همراه,شركت ارتباطات سيار ايران,708,4557751,45115961690,9960,9960,9990,30,0.3,9940,-20,-0.2,9700,10000
دروز,داروسازي‌ روزدارو,708,1599070,41475890460,27260,25930,25900,-1360,-4.99,25940,-1320,-4.84,25900,26740
پسهند,صنايع‌ لاستيكي‌  سهند,703,1852343,69139833470,36130,36260,36700,570,1.58,37330,1200,3.32,36000,37930
وپست,پست بانك ايران,696,11609097,46888278633,4082,4010,4020,-62,-1.52,4039,-43,-1.05,3991,4120
كحافظ,كاشي‌ وسراميك‌ حافظ‌,696,9024426,45299824987,4963,5026,5040,77,1.55,5020,57,1.15,4850,5110
ونفت,سرمايه‌گذاري‌ صنعت‌ نفت‌,694,10625155,45889848821,4355,4160,4350,-5,-0.11,4319,-36,-0.83,4160,4429
فسپا,گروه‌صنعتي‌سپاهان‌,693,2687595,42121681830,15900,15530,15700,-200,-1.26,15670,-230,-1.45,15520,15980
فسازان,غلتك سازان سپاهان,690,6067013,33675403040,5810,5700,5520,-290,-4.99,5550,-260,-4.48,5520,5790
ولقمان,سرمايه گذاري لقمان,689,3233999,16296120961,4893,5039,5039,146,2.98,5039,146,2.98,5039,5039
ستران,سيمان‌ تهران‌,688,1695900,45302524450,27000,26880,26320,-680,-2.52,26710,-290,-1.07,25400,27430
غدشت,دشت‌ مرغاب‌,688,2506573,43483423300,16830,17570,17490,660,3.92,17350,520,3.09,16950,17570
كهمدا,شيشه‌ همدان‌,686,6763258,86314722460,12780,12780,12570,-210,-1.64,12760,-20,-0.16,12550,12990
پلاسك,پلاسكوكار,685,9386416,28730422879,3182,3200,3030,-152,-4.78,3061,-121,-3.8,3023,3274
ركيش,كارت اعتباري ايران كيش,677,4667459,23703510370,5230,5100,5030,-200,-3.82,5080,-150,-2.87,4970,5270
كارين,صندوق س نگين سامان-ثابت,676,25715296,257676506533,10014,10019,10025,11,0.11,10020,6,0.06,10017,10025
بخاور,بيمه زندگي خاورميانه,671,8244212,21136595574,2648,2615,2584,-64,-2.42,2564,-84,-3.17,2520,2632
دامين,داروسازي‌ امين‌,669,14462565,48883803657,3587,3802,3372,-215,-5.99,3380,-207,-5.77,3372,3802
خكار,ايركا پارت صنعت,668,9880277,26791743995,2694,2699,2722,28,1.04,2712,18,0.67,2613,2806
ساذري,آذريت‌,667,5127771,29628156720,5870,5760,5860,-10,-0.17,5780,-90,-1.53,5700,6000
وپسا,س. پتروشيمي ساختمان  خليج فارس,666,29999499,68891184644,2280,2348,2212,-68,-2.98,2296,16,0.7,2212,2348
كنور,توسعه معدني و صنعتي صبانور,665,1457972,28725984350,19880,19410,19680,-200,-1.01,19830,-50,-0.25,19400,19900
ماديراح,ح صنايع ماديران,664,12757129,21194948841,1691,1642,1694,3,0.18,1661,-30,-1.77,1641,1720
زپارس,ملي كشت و صنعت و دامپروري پارس,663,1514284,56110473240,36540,37000,36750,210,0.57,37050,510,1.4,36500,38000
وصنا,گروه‌صنايع‌بهشهرايران‌,660,8102515,27177465332,3458,3420,3380,-78,-2.26,3354,-104,-3.01,3300,3490
غگلستا,شير پاستوريزه پگاه گلستان,657,2475962,29797848800,11620,11300,12310,690,5.94,12030,410,3.53,11220,12310
ثالوند,سرمايه گذاري مسكن الوند,655,5844995,47352715990,7760,8070,8220,460,5.93,8100,340,4.38,7800,8220
فلامي,لاميران‌,652,1547365,28989116680,19630,18800,18650,-980,-4.99,18730,-900,-4.58,18650,19400
آباد,توريستي ورفاهي آبادگران ايران,648,776335,26015098760,33360,33500,33070,-290,-0.87,33510,150,0.45,32410,34500
ونيكي,سرمايه‌گذاري‌ ملي‌ايران‌,646,3177310,31210714670,9900,9820,9920,20,0.2,9870,-30,-0.3,9620,9940
تمحركه,ماشين سازي نيرو محركه,645,2623151,31849079380,12370,12290,12130,-240,-1.94,12140,-230,-1.86,12130,12290
سشمال,سيمان‌ شمال‌,644,3358542,39916626710,12430,12430,11690,-740,-5.95,11890,-540,-4.34,11690,12500
سكه0312پ01,تمام سكه طرح جديد0312 رفاه,642,330200,481648774800,1451972,1469000,1456000,4028,0.28,1458658,6686,0.46,1453000,1469000
تاپيكو,س. نفت و گاز و پتروشيمي تأمين,638,6076099,100169701350,16490,16470,16490,0,0,16490,0,0,16450,16550
تسه0011,امتيازتسهيلات مسكن بهمن 1400,637,8570,10048871528,1196204,1136394,1173000,-23204,-1.94,1172564,-23640,-1.98,1136394,1256014
شبصير,توليدات پتروشيمي قائد بصير,630,360238,41666854700,116150,117500,116400,250,0.22,115650,-500,-0.43,114450,117500
فولاي,صنايع فولاد آلياژي يزد,628,2838677,27009731180,9410,9280,9500,90,0.96,9510,100,1.06,9270,9840
حفارس,حمل و نقل بين المللي خليج فارس,625,5038421,45141728270,8940,8940,9100,160,1.79,8960,20,0.22,8760,9190
عيار,صندوق طلاي عيار مفيد,625,1532832,56215695753,36320,36993,36322,2,0.01,36674,354,0.97,36320,37000
دكوثر,داروسازي‌ كوثر,622,8961449,31361404011,3630,3730,3481,-149,-4.1,3500,-130,-3.58,3413,3755
شتوكا,توكا رنگ فولاد سپاهان,621,1752586,30608199280,16900,16950,17910,1010,5.98,17460,560,3.31,16360,17910
غديس,پاكديس,620,2328063,28532842880,12140,12060,12330,190,1.57,12260,120,0.99,11900,12510
دتوليد,داروسازي توليد دارو,620,3932617,37327747280,9610,9110,9580,-30,-0.31,9490,-120,-1.25,9110,9740
فروس,فروسيليس‌ ايران‌,618,5811460,41489429210,7390,7390,7230,-160,-2.17,7140,-250,-3.38,6950,7390
دلقما,دارويي‌ لقمان‌,612,11430180,23762981938,2077,2145,2094,17,0.82,2079,2,0.1,2004,2145
وصنعت,سرمايه گذاري توسعه صنعت وتجارت,611,9977805,22959437448,2313,2240,2272,-41,-1.77,2301,-12,-0.52,2240,2365
كفرآور,فرآورده هاي سيمان شرق,606,3556765,66770485850,19250,18700,18700,-550,-2.86,18750,-500,-2.6,18700,19400
وسبحان,سرمايه گذاري سبحان,605,8196992,32002071190,3845,3990,3920,75,1.95,3904,59,1.53,3757,3990
ثزاگرس,سرمايه گذاري توسعه عمران زاگرس,602,897941,29916071050,32450,33350,33250,800,2.47,33300,850,2.62,32800,33400
شزنگ,تجهيزنيروي‌زنگان‌,602,265314,22267766950,86200,83650,85350,-850,-0.99,83950,-2250,-2.61,83650,85800
غفارس,شير پاستوريزه پگاه فارس,601,6044822,36105046150,6210,5900,6060,-150,-2.42,5970,-240,-3.86,5900,6130
بكام,كارخانجات توليدي شهيد قندي,596,10914430,20543096530,1902,1850,1889,-13,-0.68,1882,-20,-1.05,1810,1950
سنير,سيمان‌ سفيد ني‌ريز,596,1613971,64979935670,38460,40300,40380,1920,4.99,40260,1800,4.68,39320,40380
خلنت,لنت‌ ترمزايران‌,591,808354,28207293600,34720,34720,35000,280,0.81,34890,170,0.49,33220,35750
دجابر,داروسازي‌ جابرابن‌حيان‌,586,8143893,99776371400,13030,12250,12250,-780,-5.99,12250,-780,-5.99,12250,12600
تاپكيش,تجارت الكترونيك پارسيان كيش,585,2054232,28594688100,13700,14020,13890,190,1.39,13920,220,1.61,13450,14250
مدير,ص.س.مديريت ثروت ص.بازنشستگي-س,584,4037915,45380254523,11241,11199,11187,-54,-0.48,11239,-2,-0.02,11000,11300
فپنتا,سپنتا,583,56562,37681242840,679740,655100,679730,-10,0,666190,-13550,-1.99,645770,679740
تپمپي,پمپ‌ سازي‌ ايران‌,582,3438398,61905987570,18750,18050,17860,-890,-4.75,18000,-750,-4,17820,18750
قجام,فرآوردههاي غذايي وقندتربت‌جام‌,581,13750657,85501976560,6320,6200,6250,-70,-1.11,6220,-100,-1.58,6200,6300
فولاژ,فولاد آلياژي ايران,580,2584649,23689007810,9220,9220,9180,-40,-0.43,9210,-10,-0.11,8910,9250
زر,صندوق س.پشتوانه سكه طلاي زر,578,532745,33210395222,62130,62900,62197,67,0.11,62338,208,0.33,62000,63000
شفا,سرمايه گذاري شفادارو,572,5945925,91611844240,16170,15370,15600,-570,-3.53,15410,-760,-4.7,15370,15780
حريل,ريل پردازسير,571,12934041,36260982335,2799,2830,2810,11,0.39,2804,5,0.18,2745,2840
اميد,تامين سرمايه اميد,570,1435773,8291243990,5860,5880,5840,-20,-0.34,5840,-20,-0.34,5600,5880
اطلس,صندوق س.توسعه اطلس مفيد-س,567,788984,217392750033,276467,276467,276479,12,0,275535,-932,-0.34,275003,277030
دبالك,مواد اوليه دارويي البرز بالك,565,2083008,21056903910,10500,9920,9990,-510,-4.86,10110,-390,-3.71,9920,10570
ثجوان,تامين مسكن جوانان,565,3625250,15917166176,4432,4430,4306,-126,-2.84,4391,-41,-0.93,4300,4500
چفيبر,فيبر ايران‌,562,3274052,20144546540,6110,5920,6100,-10,-0.16,6150,40,0.65,5920,6340
پارسيان,بيمه پارسيان,562,10232612,36723412056,3579,3450,3599,20,0.56,3589,10,0.28,3430,3730
تيپيكو,سرمايه گذاري دارويي تامين,561,3868901,83973277480,21780,22170,21710,-70,-0.32,21710,-70,-0.32,20900,22170
شبهرن,نفت‌ بهران‌,557,3140340,45709993240,14440,13860,14460,20,0.14,14520,80,0.55,13860,14700
لابسا,آبسال‌,555,4744522,34954150080,7130,7180,7480,350,4.91,7370,240,3.37,7020,7480
سدور,سيمان‌ دورود,553,3568289,25784030860,7470,7250,7360,-110,-1.47,7230,-240,-3.21,7100,7470
بزاگرس,نيروگاه زاگرس كوثر,551,8971474,44039827176,4719,4758,4954,235,4.98,4909,190,4.03,4711,4954
كسعدي,كاشي‌ سعدي‌,549,4761430,42832871100,9130,8710,8900,-230,-2.52,9000,-130,-1.42,8690,9210
حآفرين,ريل پرداز نو آفرين,547,7625328,28406425397,3692,3642,3697,5,0.14,3725,33,0.89,3620,3778
وملل,اعتباري ملل,544,3744587,28871730080,7920,7910,7610,-310,-3.91,7720,-200,-2.53,7530,8090
پاداش,صندوق س. ارزش پاداش-د,541,25508985,260122546332,10191,10198,10198,7,0.07,10197,6,0.06,10197,10198
حتايد,تايدواترخاورميانه,537,6237319,36226706620,5850,5850,5820,-30,-0.51,5810,-40,-0.68,5700,5940
واحيا,م .صنايع و معادن احياء سپاهان,536,6691897,131016947050,19850,19900,19590,-260,-1.31,19580,-270,-1.36,19430,20270
باران,بيمه زندگي باران,534,14222892,49214869491,3529,3625,3424,-105,-2.98,3460,-69,-1.96,3424,3625
ثباغ,شهر سازي و خانه سازي باغميشه,532,2666320,22251622800,8220,8260,8330,110,1.34,8350,130,1.58,8030,8500
قزوين,كارخانجات‌ قند قزوين‌,530,5792472,30319606250,5390,5270,5260,-130,-2.41,5230,-160,-2.97,5130,5570
ضسپا3015,اختيارخ خساپا-2000-1401/03/25,528,25263,3665672000,151,152,140,-11,-7.28,145,-6,-3.97,135,154
دسبحا,گروه دارويي سبحان,526,1229943,23501177560,19150,19900,19030,-120,-0.63,19110,-40,-0.21,18350,19900
پلاست,كارخانجات توليدي پلاستيران,524,1667538,27881036000,16300,16780,16780,480,2.94,16720,420,2.58,16260,16780
زنجان,صنايع كشاورزي وكود زنجان,522,5073787,20648014290,4186,4097,4061,-125,-2.99,4070,-116,-2.77,4061,4152
قيستو,شركت قند بيستون,522,1774767,43161139950,24550,25000,23850,-700,-2.85,24300,-250,-1.02,23850,25250
وبوعلي,سرمايه‌گذاري‌بوعلي‌,522,4206693,21920501580,5150,5060,5200,50,0.97,5210,60,1.17,5060,5250
تكنار,مجتمع معادن مس تكنار,521,371058,22156493950,58650,57650,60400,1750,2.98,59700,1050,1.79,57500,60400
ولصنم,ليزينگ‌صنعت‌ومعدن‌,518,2917255,7896655879,2698,2669,2728,30,1.11,2703,5,0.19,2619,2749
شكام,صنايع شيميايي كيمياگران امروز,517,1625401,54919353750,34300,34250,33300,-1000,-2.92,33800,-500,-1.46,33300,35000
ضسپا3016,اختيارخ خساپا-2500-1401/03/25,516,30180,479598000,12,20,14,2,16.67,16,4,33.33,12,23
نوين,بيمه نوين,513,8709811,17930906460,2073,2149,2026,-47,-2.27,2059,-14,-0.68,1986,2149
گپارس,امور رفاهي كارگزاران پارس,512,106001,12242902500,112150,115000,115500,3350,2.99,115500,3350,2.99,115000,115500
كشرق,صنعتي و معدني شمال شرق شاهرود,509,213787,21071697050,98050,102200,98800,750,0.76,98550,500,0.51,97400,102200
شگل,گلتاش‌,507,3446817,21383727400,6150,6000,6050,-100,-1.63,6200,50,0.81,5950,6430
گكوثر,هتل پارسيان كوثر اصفهان,506,11385714,18688529126,1675,1641,1650,-25,-1.49,1641,-34,-2.03,1610,1690
زمگسا,كشاورزي‌ ودامپروي‌ مگسال‌,505,1106256,28564119800,26060,26000,25980,-80,-0.31,25820,-240,-0.92,25040,26300
ماني,صندوق س. با درآمد ثابت ماني,504,14164546,166260915856,11731,11737,11738,7,0.06,11738,7,0.06,11737,11739
هامرز2,صندوق س اعتماد هامرز-ثابت,500,50000000,50000000,10101,1,1,-10100,-99.99,1,-10100,-99.99,1,1
فالوم,آلومتك‌,500,2408565,34417847170,14710,14270,14400,-310,-2.11,14290,-420,-2.86,14270,14700
وبيمه,سرمايه‌ گذاري‌ صنعت‌ بيمه‌,499,9078040,15558812800,1747,1695,1697,-50,-2.86,1714,-33,-1.89,1680,1770
سهرمز,سيمان‌هرمزگان‌,497,1385276,31116669200,21590,22050,22660,1070,4.96,22460,870,4.03,21300,22660
مداران,داده‌پردازي‌ايران‌,497,1648275,32729455050,19330,20280,19810,480,2.48,19860,530,2.74,19400,20280
ومهان,گروه توسعه مالي مهر آيندگان,497,5316940,29965670380,5600,5520,5730,130,2.32,5620,20,0.36,5520,5750
غبهنوش,بهنوش‌ ايران‌,496,505978,28894203790,58130,56990,57300,-830,-1.43,57110,-1020,-1.75,55420,59380
چكاوه,صنايع‌كاغذسازي‌كاوه‌,490,3821899,28445440670,7620,7270,7530,-90,-1.18,7440,-180,-2.36,7270,7720
شپتروح,ح . پتروشيمي آبادان,489,18267438,19058200115,1075,1065,1043,-32,-2.98,1043,-32,-2.98,1043,1065
سكرما,سيمان‌ كرمان‌,489,1621334,21881114550,13340,13590,13410,70,0.52,13500,160,1.2,13290,13640
كپشير,پشم‌شيشه‌ايران‌,489,1578304,17902427740,11840,11790,11300,-540,-4.56,11340,-500,-4.22,11210,11790
وسديد,گروه ‌صنعتي‌سديد,489,9390410,13578532860,1404,1446,1446,42,2.99,1437,33,2.35,1446,1446
كپرور,فرآوري زغال سنگ پروده طبس,488,2139995,23155859140,10810,10800,10880,70,0.65,10820,10,0.09,10350,11200
