نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
غگل,گلوكوزان‌,4409,49230606,253798399120,5090,5240,5150,60,1.18,5160,70,1.38,4990,5340
آريا,پليمر آريا ساسول,4376,2788500,220746108100,79900,80150,79200,-700,-0.88,79150,-750,-0.94,77600,80900
پارس,پتروشيمي پارس,4329,135812864,369679083091,2723,2750,2728,5,0.18,2722,-1,-0.04,2685,2806
تسه1401,امتيازتسهيلات مسكن سال1401,4174,159702,190246923924,1253960,1191262,1191262,-62698,-5,1191262,-62698,-5,1191262,1191262
فاذر,صنايع‌ آذرآب‌,4045,238122784,245861618526,1071,1060,1039,-32,-2.99,1032,-39,-3.64,1018,1083
بورس,بورس اوراق بهادار تهران,4014,38859086,340213304620,9220,9330,8820,-400,-4.34,8760,-460,-4.99,8670,9330
پترول,گ.س.وت.ص.پتروشيمي خليج فارس,4006,81441515,190366106362,2409,2430,2293,-116,-4.82,2337,-72,-2.99,2282,2444
زقيام,كشت و دام قيام اصفهان,3934,100306349,252715811220,2409,2500,2553,144,5.98,2519,110,4.57,2351,2553
كاما,باما,3922,46464141,302618934580,6870,6830,6490,-380,-5.53,6510,-360,-5.24,6460,6870
شپاكسا,پاكسان‌,3836,70861202,196694776073,2723,2880,2755,32,1.18,2776,53,1.95,2631,2880
خزاميا,زامياد,3787,61623274,574839182600,9790,9650,9320,-470,-4.8,9330,-460,-4.7,9310,9880
نوري,پتروشيمي نوري,3786,2297800,270714595740,119340,120000,119000,-340,-0.28,117810,-1530,-1.28,116370,120000
بترانس,ايران‌ ترانسفو,3760,132044493,334226789061,2679,2650,2519,-160,-5.97,2531,-148,-5.52,2519,2650
سبزوا,سيمان لار سبزوار,3639,58116153,234191129625,4041,4200,4025,-16,-0.4,4030,-11,-0.27,3871,4255
غزر,صنعتي زر ماكارون,3580,18164384,188670088710,10590,10600,10070,-520,-4.91,10390,-200,-1.89,10070,10830
وساپا,سرمايه‌گذاري‌ سايپا,3515,133449664,655917741740,5220,4950,4910,-310,-5.94,4920,-300,-5.75,4910,5100
كيان,صندوق س. با درآمد ثابت كيان,3416,32394518,1132255508609,34932,34951,34953,21,0.06,34952,20,0.06,34950,34954
آبين,كشت و صنعت آبشيرين,3335,97272917,453816280720,4672,4812,4792,120,2.57,4665,-7,-0.15,4532,4812
بپيوند,برق و انرژي پيوندگستر پارس,3326,9778375,119192979340,12010,12530,12100,90,0.75,12190,180,1.5,11660,12640
شوينده,مديريت صنعت شوينده ت.ص.بهشهر,3265,8690029,200077288040,22120,22950,23440,1320,5.97,23020,900,4.07,21220,23440
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,3229,43665120,1940744574170,44417,44445,44447,30,0.07,44446,29,0.07,44445,44448
وسپهر,سرمايه گذاري مالي سپهرصادرات,3225,20229744,162532322790,7600,7520,8050,450,5.92,8030,430,5.66,7520,8050
سمگا,گروه سرمايه گذاري ميراث فرهنگي,3200,25476312,234473067160,9650,9780,9080,-570,-5.91,9200,-450,-4.66,9080,9780
هماي,صندوق س هماي آگاه-ثابت,3125,76243700,763448015282,10007,10013,10014,7,0.07,10013,6,0.06,10011,10014
سنير,سيمان‌ سفيد ني‌ريز,3093,9004681,346317784800,36930,38770,38770,1840,4.98,38460,1530,4.14,37030,38770
ثاميد,توسعه و عمران اميد,3067,79415961,124672123247,1642,1600,1560,-82,-4.99,1570,-72,-4.38,1560,1636
وكبهمن,مديريت سرمايه گذاري كوثربهمن,3048,17015817,102370471480,6330,6450,5960,-370,-5.85,6020,-310,-4.9,5960,6450
غنوش,نوش‌ مازندران‌,3022,16426933,180756543850,11070,11250,11160,90,0.81,11000,-70,-0.63,10520,11590
فباهنر,مس‌ شهيدباهنر,2952,11748452,378194344460,33980,33560,32010,-1970,-5.8,32190,-1790,-5.27,31950,33560
وگستر,گسترش سرمايه گذاري ايرانيان,2938,20612072,149259734160,6950,7350,7150,200,2.88,7240,290,4.17,6950,7360
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,2905,3683544,393449448260,102230,104000,107340,5110,5,106810,4580,4.48,101100,107340
شگويا,پتروشيمي تندگويان,2860,14290438,173340603030,12510,12420,12350,-160,-1.28,12130,-380,-3.04,11900,12550
شبريز,پالايش نفت تبريز,2820,14351261,320612210310,22780,22900,22300,-480,-2.11,22340,-440,-1.93,22060,23140
امين يكم,صندوق درآمد ثابت امين يكم فردا,2774,62604076,626481328068,10000,10005,10010,10,0.1,10007,7,0.07,10005,10010
وپارس,بانك‌پارسيان‌,2765,107282109,213101425735,2082,2080,1978,-104,-5,1986,-96,-4.61,1978,2098
كچاد,معدني‌وصنعتي‌چادرملو,2714,13723206,225932372590,16970,16970,16460,-510,-3.01,16460,-510,-3.01,16100,17100
كلر,كلر پارس,2682,1935924,175951692050,94750,97150,90800,-3950,-4.17,90900,-3850,-4.06,89100,97150
صباح,ح . گروه مالي صبا تامين,2611,42777485,99992695165,2423,2428,2340,-83,-3.43,2338,-85,-3.51,2282,2449
فجهان,مجتمع جهان فولاد سيرجان,2546,11793409,40127120727,3534,3528,3379,-155,-4.39,3474,-60,-1.7,3341,3528
ختوقا,قطعات‌ اتومبيل‌ ايران‌,2542,63667248,205068621859,3408,3370,3204,-204,-5.99,3221,-187,-5.49,3204,3380
سكرد,سيمان كردستان,2525,25231688,242244689080,9280,9740,9530,250,2.69,9600,320,3.45,9290,9740
فخوز,فولاد  خوزستان,2506,47525009,288074671160,6200,6200,6020,-180,-2.9,6060,-140,-2.26,6000,6250
فنفت,صنايع تجهيزات نفت,2499,15701494,509284594900,33350,32400,32350,-1000,-3,32450,-900,-2.7,32350,33950
بوعلي,پتروشيمي بوعلي سينا,2492,1124661,98418898540,88240,88250,87600,-640,-0.73,87510,-730,-0.83,86050,89900
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,2462,16330781,238357698830,14870,14750,14540,-330,-2.22,14600,-270,-1.82,14400,15000
وبرق,س.کارکنان صنعت برق زنجان وقزوي,2459,2416534,206226264150,86150,88600,84700,-1450,-1.68,85350,-800,-0.93,83600,88700
سيتا,سرمايه گذاري سيمان تامين,2436,12588464,141944682120,11780,11790,11230,-550,-4.67,11280,-500,-4.24,11200,11900
فسبزوار,پارس فولاد سبزوار,2402,2546235,69866667550,28020,28000,27340,-680,-2.43,27440,-580,-2.07,27200,28220
ثشاهد,سرمايه‌ گذاري‌ شاهد,2390,23522314,214132715770,9590,9550,9020,-570,-5.94,9100,-490,-5.11,9020,9780
ختور,رادياتور ايران‌,2385,9901597,132882346690,13470,14180,13270,-200,-1.48,13420,-50,-0.37,12850,14180
افران,صندوق س افرا نماد پايدار-ثابت,2370,48083699,788170654718,16381,16391,16391,10,0.06,16392,11,0.07,16391,16393
چدن,توليدي چدن سازان,2370,76660544,191730427721,2397,2430,2454,57,2.38,2501,104,4.34,2392,2540
ديران,ايران‌دارو,2363,7982386,169775577850,20710,21300,20960,250,1.21,21270,560,2.7,20250,21740
گدنا,تهيه توزيع غذاي دنا آفرين فدك,2362,8068190,114627165260,14900,15130,14160,-740,-4.97,14210,-690,-4.63,14160,15180
غبشهر,صنعتي‌ بهشهر,2360,71357452,288490140582,4272,4101,4030,-242,-5.66,4043,-229,-5.36,4016,4272
ثبهساز,بهساز كاشانه تهران,2353,30483287,47445235272,1627,1629,1547,-80,-4.92,1556,-71,-4.36,1546,1629
ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,2289,24078280,106138993277,4475,4530,4400,-75,-1.68,4408,-67,-1.5,4304,4539
فجهانح,ح. مجتمع جهان فولاد سيرجان,2286,6513039,11916630013,1856,1856,1816,-40,-2.16,1830,-26,-1.4,1807,1898
توسن,توسعه سامانه ي نرم افزاري نگين,2286,4213070,89124338600,22350,22250,21300,-1050,-4.7,21150,-1200,-5.37,21050,22250
كفپارس,فرآورده‌هاي‌ نسوز پارس‌,2278,50880418,234836378375,4432,4653,4653,221,4.99,4615,183,4.13,4438,4653
خفولا,خدمات فني فولاد يزد,2259,10395073,184477172900,17460,17980,17980,520,2.98,17750,290,1.66,16940,17980
كيمياتك,آريان كيميا تك,2228,2760743,74338359860,27170,27500,26390,-780,-2.87,26930,-240,-0.88,25820,27920
خكاوه,سايپا ديزل,2215,39035642,347105605790,8670,8930,8920,250,2.88,8890,220,2.54,8470,8930
لپارس,پارس‌ الكتريك‌,2200,1119197,122601058440,114450,113000,108730,-5720,-5,109540,-4910,-4.29,108730,115500
صبا,گروه مالي صبا تامين,2198,24571423,119873884380,5020,5000,4840,-180,-3.59,4880,-140,-2.79,4760,5020
شاروم,پتروشيمي اروميه,2194,4359825,67571290390,16180,16300,15420,-760,-4.7,15500,-680,-4.2,15380,16300
فارس,صنايع پتروشيمي خليج فارس,2185,25387623,214323682530,8460,8480,8470,10,0.12,8440,-20,-0.24,8290,8520
پارند,صندوق س. پارند پايدار سپهر,2174,72046451,727795133257,10095,10102,10102,7,0.07,10102,7,0.07,10101,10102
فجر,فولاد اميركبيركاشان,2165,6016328,121761938640,20960,20980,20460,-500,-2.39,20240,-720,-3.44,19710,20990
قرن,پديده شيمي قرن,2140,5141178,127810500840,26010,26600,24930,-1080,-4.15,24860,-1150,-4.42,24450,26600
خاور,ايران خودرو ديزل,2131,66534769,111452101377,1724,1711,1673,-51,-2.96,1675,-49,-2.84,1673,1711
فاراك,ماشين‌ سازي‌ اراك‌,2114,106273956,170833045585,1683,1672,1599,-84,-4.99,1607,-76,-4.52,1599,1699
ولساپا,ليزينگ رايان‌ سايپا,2113,77143900,125442698218,1640,1642,1600,-40,-2.44,1626,-14,-0.85,1571,1694
سصفها,سيمان‌اصفهان‌,2100,4336063,235556991560,52610,54880,54640,2030,3.86,54330,1720,3.27,52610,54880
سيمرغ,سيمرغ,2070,12008314,323434984020,28540,28000,26830,-1710,-5.99,26930,-1610,-5.64,26830,28440
ضخود3058,اختيارخ خودرو-2500-1401/03/04,2064,102693,211408000,8,6,1,-7,-87.5,2,-6,-75,1,7
آرام,صندوق س شاخصي آرام مفيد,2052,11948349,132165797130,11260,11320,10990,-270,-2.4,11060,-200,-1.78,10970,11320
كماسه,تامين‌ ماسه‌ ريخته‌گري‌,1995,38273423,147830229702,3698,3840,3882,184,4.98,3862,164,4.43,3770,3882
اخابر,مخابرات ايران,1993,25574212,198498130800,8180,8000,7700,-480,-5.87,7760,-420,-5.13,7690,8150
وتوكا,سرمايه‌گذاري‌توكافولاد(هلدينگ,1982,21865418,223153715610,10200,10090,10400,200,1.96,10210,10,0.1,9910,10450
ولقمان,سرمايه گذاري لقمان,1964,9056464,44309196452,4763,4905,4905,142,2.98,4893,130,2.73,4621,4905
دسانكو,داروسازي سبحان انكولوژي,1950,10002228,113099971530,11740,11600,11280,-460,-3.92,11310,-430,-3.66,11160,12100
شيران,س. صنايع‌شيميايي‌ايران,1904,8918255,178287056580,20380,20400,19990,-390,-1.91,19990,-390,-1.91,19220,20900
ونوين,بانك‌اقتصادنوين‌,1881,43539530,167159419766,4021,4033,3820,-201,-5,3839,-182,-4.53,3820,4050
جم پيلن,پتروشيمي جم پيلن,1880,2183809,294817386190,138700,138710,134660,-4040,-2.91,135000,-3700,-2.67,132500,139500
فزرين,زرين معدن آسيا,1875,15738215,111620622800,7480,7570,7080,-400,-5.35,7090,-390,-5.21,7040,7600
كوير,توليدي فولاد سپيد فراب كوير,1865,25852531,109369573496,4418,4350,4250,-168,-3.8,4231,-187,-4.23,4198,4490
شفارس,صنايع‌ شيميايي‌ فارس‌,1853,47419635,66141514609,1430,1470,1398,-32,-2.24,1395,-35,-2.45,1345,1490
طلا,صندوق س.پشتوانه طلاي لوتوس,1839,1606796,161763399168,101852,101500,101280,-572,-0.56,100675,-1177,-1.16,99800,101500
بشهاب,لامپ‌  پارس‌ شهاب‌,1810,878338,80267034890,95810,95010,91020,-4790,-5,91390,-4420,-4.61,91020,96150
پتاير,ايران‌ تاير,1810,50095998,80125565500,1683,1668,1583,-100,-5.94,1599,-84,-4.99,1583,1700
ثفارس,عمران‌وتوسعه‌فارس‌,1808,16654022,111724014110,6530,6730,6500,-30,-0.46,6710,180,2.76,6420,6850
خنصير,مهندسي‌نصيرماشين‌,1798,7959927,128896773360,16870,16950,16030,-840,-4.98,16190,-680,-4.03,16030,17080
قچار,فراوردههاي غذايي وقند چهارمحال,1792,10599708,115717636940,11360,11420,10810,-550,-4.84,10920,-440,-3.87,10800,11420
فتوسا,توليد و توسعه سرب روي ايرانيان,1784,11678040,89029296550,7600,7690,7490,-110,-1.45,7620,20,0.26,7400,7870
ثرود,سرمايه‌گذاري مسكن زاينده رود,1771,11707421,145508341180,13170,12380,12380,-790,-6,12430,-740,-5.62,12380,12790
شجم,صنايع پتروشيمي تخت جمشيد,1753,15858497,187349021960,12370,12210,11760,-610,-4.93,11810,-560,-4.53,11760,12210
رنيك,جنرال مكانيك,1749,8076075,114295318040,13810,14170,13960,150,1.09,14150,340,2.46,13130,14500
فيروزا,صندوق ارمغان فيروزه آسيا-ثابت,1748,23347813,656909553422,28121,28136,28135,14,0.05,28136,15,0.05,28135,28137
ساينا,صنايع بهداشتي ساينا,1703,1457507,129318403300,88900,90300,89450,550,0.62,88750,-150,-0.17,83600,93800
غكورش,صنعت غذايي كورش,1693,3407462,154237322200,47290,47290,44930,-2360,-4.99,45260,-2030,-4.29,44930,47300
هرمز,فولاد هرمزگان جنوب,1688,5591310,92552652560,17180,17100,16570,-610,-3.55,16680,-500,-2.91,16330,17230
سخواف,سيمان مجد خواف,1671,14166770,121432015130,8440,8580,8680,240,2.84,8570,130,1.54,8190,8690
سدبير,س. تدبيرگران فارس وخوزستان,1663,4034027,122990256400,32200,32150,30300,-1900,-5.9,30500,-1700,-5.28,30300,32150
غچين,كشت‌ و صنعت‌ چين‌ چين,1639,12714901,163929056370,12370,12650,12980,610,4.93,12890,520,4.2,12300,12980
فروي,ذوب روي اصفهان,1631,5156821,87696144400,17960,18190,17100,-860,-4.79,17010,-950,-5.29,16890,18190
ملت,بيمه ملت,1628,82798616,105428294004,1340,1321,1271,-69,-5.15,1273,-67,-5,1260,1340
البرز,بيمه البرز,1616,79515374,189517646250,2448,2440,2400,-48,-1.96,2383,-65,-2.66,2314,2440
تليسه,دامداري تليسه نمونه,1616,21448065,97247392886,4733,4700,4450,-283,-5.98,4534,-199,-4.2,4450,4800
شبريزح,ح. پالايش نفت تبريز,1608,8363967,125184777130,15350,15350,15010,-340,-2.21,14970,-380,-2.48,14750,15500
زنجان,صنايع كشاورزي وكود زنجان,1590,16292315,68203063393,4191,4244,4152,-39,-0.93,4186,-5,-0.12,4066,4316
ثاخت,بين‌المللي‌توسعه‌ساختمان,1551,44396525,102900267867,2402,2400,2282,-120,-5,2318,-84,-3.5,2282,2460
ولراز,ليزينگ رازي,1541,3927681,108056507450,27800,27000,27050,-750,-2.7,27500,-300,-1.08,27000,28600
كقزوي,شيشه‌ قزوين‌,1538,39374586,596394240550,14710,15150,15150,440,2.99,15150,440,2.99,14730,15150
فرآور,فرآوري‌موادمعدني‌ايران‌,1534,3460671,115967526920,35490,34700,33370,-2120,-5.97,33510,-1980,-5.58,33370,35450
كزغال,زغال سنگ پروده طبس,1508,2673912,52617189900,20350,20100,20000,-350,-1.72,19700,-650,-3.19,19150,20200
بگيلان,توسعه مسير برق گيلان,1506,922241,12920368000,14550,14700,14010,-540,-3.71,14260,-290,-1.99,13830,14700
تملت,تامين سرمايه بانك ملت,1503,21102931,78620390706,3705,3782,3710,5,0.13,3726,21,0.57,3500,3900
تاپيكو,س. نفت و گاز و پتروشيمي تأمين,1502,10128611,167045039260,16860,17000,16400,-460,-2.73,16490,-370,-2.19,16290,17000
ختراك,ريخته‌گري‌ تراكتورسازي‌ ايران‌,1491,24534756,165075271470,6430,6750,6670,240,3.73,6730,300,4.67,6430,6750
درهآور,دارويي ره آورد تامين,1470,4662915,168306847500,34850,35600,36900,2050,5.88,36100,1250,3.59,34750,36900
فلوله,لوله‌وماشين‌سازي‌ايران‌,1464,43949778,89776938232,2121,2100,2015,-106,-5,2043,-78,-3.68,2015,2199
ضخود3057,اختيارخ خودرو-2000-1401/03/04,1454,69399,17599157000,350,330,228,-122,-34.86,254,-96,-27.43,214,335
كگل,معدني و صنعتي گل گهر,1448,7923715,107799871160,13830,14000,13700,-130,-0.94,13620,-210,-1.52,13260,14000
خكار,ايركا پارت صنعت,1443,28227363,76035446594,2797,2783,2680,-117,-4.18,2694,-103,-3.68,2630,2840
ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,1436,42320490,246559224330,6180,5880,5810,-370,-5.99,5830,-350,-5.66,5810,6020
چكاپا,گروه صنايع كاغذ پارس,1419,23113082,76262934803,3421,3422,3250,-171,-5,3300,-121,-3.54,3250,3530
ضسپا3016,اختيارخ خساپا-2500-1401/03/25,1411,75897,947108000,27,19,16,-11,-40.74,12,-15,-55.56,9,21
كهمدا,شيشه‌ همدان‌,1405,15928896,203545550040,13200,13150,13000,-200,-1.52,12780,-420,-3.18,12430,13210
اپال,فرآوري معدني اپال كاني پارس,1396,1587180,32187969450,20750,20470,20400,-350,-1.69,20620,-130,-0.63,19930,20950
لطيف,محصولات كاغذي لطيف,1396,688069,30913416050,46450,45600,45000,-1450,-3.12,44950,-1500,-3.23,44150,47300
شاراك,پتروشيمي شازند,1395,2478457,115245519530,46930,47500,46200,-730,-1.56,46500,-430,-0.92,45880,47950
قلرست,قند لرستان‌,1394,2855877,69250314050,24960,25530,23720,-1240,-4.97,24250,-710,-2.84,23720,25530
بجهرم,توسعه مولد نيروگاهي جهرم,1386,35570190,82273207741,2419,2400,2300,-119,-4.92,2313,-106,-4.38,2299,2430
فگستر,گسترش صنايع روي ايرانيان,1383,3394821,25939789670,7900,7890,7670,-230,-2.91,7640,-260,-3.29,7510,8090
پيزد,مجتمع صنايع لاستيك يزد,1375,2613934,33518499320,13400,13390,12860,-540,-4.03,12820,-580,-4.33,12730,13390
چخزر,صنايع چوب خزر كاسپين,1368,1227512,37207849200,31750,31750,30200,-1550,-4.88,30300,-1450,-4.57,30200,31750
آگاس,صندوق س.هستي بخش آگاه-س,1363,2035296,176758272036,88713,89489,86500,-2213,-2.49,86846,-1867,-2.1,86050,89489
شكربن,كربن‌ ايران‌,1361,21914843,86828094514,4150,4072,3943,-207,-4.99,3962,-188,-4.53,3943,4110
خموتور,موتورسازان‌تراكتورسازي‌ايران‌,1356,36596921,171677473095,4470,4693,4693,223,4.99,4691,221,4.94,4513,4693
كيسون,شركت كيسون,1354,55065857,92307350207,1697,1722,1684,-13,-0.77,1676,-21,-1.24,1648,1722
غمارگ,مارگارين‌,1351,34438158,113410021546,3484,3450,3275,-209,-6,3293,-191,-5.48,3275,3495
سرو,صندوق س سروسودمند مدبران-سهام,1347,2424791,188891361590,80290,80680,77710,-2580,-3.21,77900,-2390,-2.98,77000,80680
فاسمين,كالسيمين‌,1340,6903584,143020834220,21270,21080,21010,-260,-1.22,20720,-550,-2.59,20380,21390
كسرا,سراميك‌هاي‌صنعتي‌اردكان‌,1330,27819474,207740586770,7360,7270,7320,-40,-0.54,7470,110,1.49,7220,7600
ماديرا,صنايع ماديران,1324,18610211,62411635990,3473,3514,3300,-173,-4.98,3354,-119,-3.43,3300,3570
اعتلا,شركت سرمايه گذاري اعتلاء البرز,1323,24789579,110819866823,4223,4439,4476,253,5.99,4470,247,5.85,4302,4476
دتوليد,داروسازي توليد دارو,1318,8334975,80063203200,9920,9900,9350,-570,-5.75,9610,-310,-3.13,9330,10130
غاذر,كشت‌وصنعت‌پياذر,1315,2213413,125344305400,56780,59550,56090,-690,-1.22,56630,-150,-0.26,55130,59550
وتوصا,گروه س توسعه صنعتي ايران,1313,6721419,68878842140,10760,10500,10120,-640,-5.95,10250,-510,-4.74,10120,10820
فسرب,ملي‌ سرب‌وروي‌ ايران‌,1308,33149597,58176147447,1839,1849,1748,-91,-4.95,1755,-84,-4.57,1748,1849
وسينا,بانك سينا,1307,63425228,155289090664,2587,2614,2432,-155,-5.99,2448,-139,-5.37,2432,2614
غمينو,شركت صنايع غذايي مينو شرق,1299,10733721,65167707880,5950,6200,6020,70,1.18,6070,120,2.02,5750,6300
كارا,صندوق س. كارا -د,1294,70370915,801238891208,11379,11385,11386,7,0.06,11386,7,0.06,11385,11387
امين,تامين سرمايه امين,1288,905108,9749058440,10770,10770,10770,0,0,10770,0,0,10770,10780
وبانك,سرمايه گذاري گروه توسعه ملي,1281,16036704,164215135770,10680,10680,10240,-440,-4.12,10240,-440,-4.12,10040,10680
بخاور,بيمه زندگي خاورميانه,1277,20558103,54447362041,2598,2680,2640,42,1.62,2648,50,1.92,2519,2729
زنگان,صنعت روي زنگان,1255,1661235,91013617450,57050,59950,53650,-3400,-5.96,54800,-2250,-3.94,53650,59950
آبادا,توليد نيروي برق آبادان,1249,2111439,25949451210,12800,12950,12160,-640,-5,12290,-510,-3.98,12160,12950
شسپا,نفت سپاهان,1247,21636946,72429879306,3411,3450,3340,-71,-2.08,3350,-61,-1.79,3274,3475
شغدير,پتروشيمي غدير,1231,805180,75102864630,94700,95780,93200,-1500,-1.58,93270,-1430,-1.51,92520,95780
شپديس,پتروشيمي پرديس,1215,969488,171986862420,177890,179000,175700,-2190,-1.23,177400,-490,-0.28,175500,179100
ولشرق,ليزينگ ايران و شرق,1212,26008308,62564213786,2289,2426,2426,137,5.99,2406,117,5.11,2300,2426
تسه9904,امتياز تسهيلات مسكن تير99,1212,14654,17722725259,1251790,1189201,1191000,-60790,-4.86,1209412,-42378,-3.39,1189201,1314000
سهرمز,سيمان‌هرمزگان‌,1212,4389026,94776363480,21600,21600,22050,450,2.08,21590,-10,-0.05,21040,22070
كپارس,كاشي‌ پارس‌,1204,12595141,134992683890,11030,10650,10480,-550,-4.99,10720,-310,-2.81,10480,11010
غصينو,صنعتي مينو,1200,5673937,89701050680,16500,16610,15680,-820,-4.97,15810,-690,-4.18,15680,16610
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,1192,40101333,65658120055,1673,1650,1600,-73,-4.36,1637,-36,-2.15,1577,1699
