نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
كزغال,زغال سنگ پروده طبس,3475,17055493,364107631700,20100,20300,21100,1000,4.98,21350,1250,6.22,20300,21500
كگل,معدني و صنعتي گل گهر,3467,29942264,259685755850,8720,8880,8580,-140,-1.61,8670,-50,-0.57,8400,8930
خصدرا,صنعتي‌ دريايي‌ ايران‌,3455,144530069,332600649173,2247,2274,2302,55,2.45,2301,54,2.4,2240,2314
ميدكو,توسعه معادن وص.معدني خاورميانه,3437,17184071,204407777810,12030,12110,11860,-170,-1.41,11900,-130,-1.08,11520,12320
غگل,گلوكوزان‌,3430,33783872,211932780550,6400,6420,6170,-230,-3.59,6270,-130,-2.03,6000,6560
فلوله,لوله‌وماشين‌سازي‌ايران‌,3394,119839294,285060761691,2277,2277,2390,113,4.96,2379,102,4.48,2277,2390
توان,صندوق س. اهرمي توان مفيد-س,3393,57700868,710072912016,12302,12485,12250,-52,-0.42,12306,4,0.03,12130,12650
كارا,صندوق س. كارا -د,3357,276623166,3647124634199,13175,13184,13185,10,0.08,13184,9,0.07,13184,13187
غديس,پاكديس,3256,27329754,560379987380,19210,19990,20550,1340,6.98,20500,1290,6.72,19790,20550
سپيد,سپيد ماكيان,3242,6907763,139525310240,20260,20580,20100,-160,-0.79,20200,-60,-0.3,19680,20740
ثبهساز,بهساز كاشانه تهران,3224,25002800,48921543043,1938,1974,1949,11,0.57,1957,19,0.98,1910,2045
ثنور,سرمايه گذاري كوه نور,3215,26190254,186626661200,7250,7180,7280,30,0.41,7130,-120,-1.66,7040,7380
امين يكم,صندوق درآمد ثابت امين يكم فردا,3145,160896869,1592468588917,9798,9854,9929,131,1.34,9897,99,1.01,9801,9938
بگيلان,توسعه مسير برق گيلان,3144,10765843,167829658380,14910,15650,15650,740,4.96,15590,680,4.56,15060,15650
سحرخيز,صندوق س. گروه زعفران سحرخيز,3135,11782634,264445508086,21281,22260,22243,962,4.52,22444,1163,5.46,21600,23300
وخارزم,سرمايه گذاري خوارزمي,3125,54466683,244235551824,4500,4600,4480,-20,-0.44,4484,-16,-0.36,4370,4650
فاسمين,كالسيمين‌,3066,15783648,422873880970,25830,27330,26590,760,2.94,26790,960,3.72,25830,27540
شلرد,كود شيميايي اوره لردگان,3048,33686747,306147403340,8860,9110,9040,180,2.03,9090,230,2.6,8910,9120
غگيلا,شيرپاستوريزه پگاه گيلان,3022,8099901,196645678650,25700,25700,24300,-1400,-5.45,24300,-1400,-5.45,23950,25700
بركت,گروه دارويي بركت,2991,12243788,158473437920,13030,13010,12870,-160,-1.23,12940,-90,-0.69,12530,13400
ديران,ايران‌دارو,2979,16341402,250454137470,14920,15460,15190,270,1.81,15330,410,2.75,14480,15660
ثفارس,عمران‌وتوسعه‌فارس‌,2953,35287122,317019677540,8860,9000,8720,-140,-1.58,8980,120,1.35,8530,9300
آگاس,صندوق س.هستي بخش آگاه-س,2932,7051022,713810191745,100069,101600,100883,814,0.81,101235,1166,1.17,99610,101997
كيان,صندوق س. با درآمد ثابت كيان,2922,28645510,1145402320286,39958,39984,39985,27,0.07,39985,27,0.07,39836,40188
دتوليد,داروسازي توليد دارو,2880,22932219,260659541450,10680,11350,11420,740,6.93,11370,690,6.46,10800,11420
ارزش مسكن,ص.س.املاك ومستغلات ارزش مسكن,2826,1461933,16788696651,11514,11500,11477,-37,-0.32,11484,-30,-0.26,11391,11568
اپال,فرآوري معدني اپال كاني پارس,2824,6632002,111895936090,17300,17080,16800,-500,-2.89,16880,-420,-2.43,16630,17440
خمهر,مهركام‌پارس‌,2812,92645779,235950739708,2630,2661,2540,-90,-3.42,2547,-83,-3.16,2499,2728
سكه مركزي,سلف تمام سكه 001 مركزي,2787,504300,1112678545000,2273203,2270000,2190000,-83203,-3.66,2206382,-66821,-2.94,2166310,2270000
كدما,معدني‌ دماوند,2784,2729490,158914167090,59860,60640,57120,-2740,-4.58,58220,-1640,-2.74,56870,61290
غدشت,دشت‌ مرغاب‌,2751,4541824,172072544820,39230,38530,37270,-1960,-5,37890,-1340,-3.42,37270,39290
سآبيك,سيمان آبيك,2705,3825874,56361418560,14430,14700,14660,230,1.59,14730,300,2.08,14410,15100
حآسا,آسيا سير ارس,2683,14281293,159119414110,11590,12290,10780,-810,-6.99,11140,-450,-3.88,10780,12290
سيتا,سرمايه گذاري سيمان تامين,2668,7032617,80808228870,11170,11190,11500,330,2.95,11490,320,2.86,11190,11620
شاروم,پتروشيمي اروميه,2625,4096006,83631133750,20200,20600,20200,0,0,20400,200,0.99,19500,21050
سنير,سيمان‌ سفيد ني‌ريز,2625,3807000,145706329010,38230,39300,37170,-1060,-2.77,38270,40,0.1,36420,39990
زشگزا,شير و گوشت زاگرس شهركرد,2618,37795701,279620541220,6980,7160,7460,480,6.88,7400,420,6.02,7160,7460
ضخود1205,اختيارخ خودرو-2000-1401/12/03,2606,314754,337269530000,1157,1220,1015,-142,-12.27,1072,-85,-7.35,952,1300
وپارس,بانك‌پارسيان‌,2599,85304897,163344798391,1951,1998,1882,-69,-3.54,1915,-36,-1.85,1856,2000
ولبهمن,شركت بهمن ليزينگ,2597,51231798,156051349399,2941,3070,3019,78,2.65,3046,105,3.57,2961,3126
گوهر,صندوق سكه طلاي كيان,2592,3159460,345101907518,112499,112221,107001,-5498,-4.89,109228,-3271,-2.91,106600,112221
سمگا,گروه سرمايه گذاري ميراث فرهنگي,2588,30029834,204571130860,6930,6980,6710,-220,-3.17,6810,-120,-1.73,6560,7140
افرا,افرانت,2567,6896300,171517837050,24600,25500,24350,-250,-1.02,24850,250,1.02,23600,26050
اخابر,مخابرات ايران,2521,45533795,358948066750,7740,7900,7730,-10,-0.13,7880,140,1.81,7570,8040
ماديرا,صنايع ماديران,2502,49736832,199010362567,4079,4160,3876,-203,-4.98,4001,-78,-1.91,3876,4199
سفارس,سيمان فارس و خوزستان,2502,14559924,333896110840,21510,22000,22900,1390,6.46,22930,1420,6.6,21800,23010
مديريت,س. و خدمات مديريت صند. ب كشوري,2489,18402372,74418625271,4061,4110,4017,-44,-1.08,4044,-17,-0.42,3962,4139
آبادا,توليد نيروي برق آبادان,2451,2959736,35267199980,12080,12470,11920,-160,-1.32,11920,-160,-1.32,11540,12470
قثابت,قند ثابت‌ خراسان‌,2444,46910421,124657240099,2732,2745,2614,-118,-4.32,2657,-75,-2.75,2596,2799
بورس,بورس اوراق بهادار تهران,2398,28755871,193873020830,6810,6990,6710,-100,-1.47,6740,-70,-1.03,6480,7040
غبشهر,صنعتي‌ بهشهر,2397,49453795,145856640276,3001,3004,2890,-111,-3.7,2949,-52,-1.73,2877,3045
تاپكيش,تجارت الكترونيك پارسيان كيش,2397,12256800,118829522500,10230,10300,9670,-560,-5.47,9690,-540,-5.28,9520,10430
سصفها,سيمان‌اصفهان‌,2361,2259487,170896424850,72100,74020,75700,3600,4.99,75640,3540,4.91,73090,75700
آريا,پليمر آريا ساسول,2355,2388711,185754668400,77200,78000,78100,900,1.17,77750,550,0.71,77150,79050
ياقوت,صندوق س ياقوت آگاه-ثابت,2352,26910168,453719749485,16851,16853,16861,10,0.06,16861,10,0.06,16852,16862
خپويش,سازه‌ پويش‌,2341,27582445,614950080190,21250,22310,22310,1060,4.99,22290,1040,4.89,21510,22310
ثشاهد,سرمايه‌ گذاري‌ شاهد,2329,20439231,203384960360,9570,9510,9840,270,2.82,9950,380,3.97,9510,10210
فباهنر,مس‌ شهيدباهنر,2303,6753479,226561648380,32110,33330,33300,1190,3.71,33550,1440,4.48,33010,34350
شفن,پتروشيمي فناوران,2295,24167385,143223441570,5970,6000,5840,-130,-2.18,5930,-40,-0.67,5790,6140
ددانا,داروسازي دانا,2267,2215131,80617403550,36350,36550,36250,-100,-0.28,36400,50,0.14,35800,37200
كهمدا,شيشه‌ همدان‌,2256,38020161,455063173740,11370,11550,12160,790,6.95,11970,600,5.28,11390,12160
ولصنم,ليزينگ‌صنعت‌ومعدن‌,2255,147199755,816224467699,5186,5489,5549,363,7,5545,359,6.92,5369,5549
ومعادن,توسعه‌معادن‌وفلزات‌,2248,29388232,151754193510,5170,5260,5130,-40,-0.77,5160,-10,-0.19,5090,5320
تپكو,توليدتجهيزات‌سنگين‌هپكو,2241,117911648,202954192415,1675,1725,1725,50,2.99,1721,46,2.75,1675,1725
كمرجان,بازرگاني و توليدي مرجان كار,2192,12275469,110195922340,9020,9150,8810,-210,-2.33,8980,-40,-0.44,8500,9400
چخزر,صنايع چوب خزر كاسپين,2183,1491155,51741076500,35050,35850,34350,-700,-2,34700,-350,-1,33850,35850
خديزل,بهمن  ديزل,2172,34634663,231822427040,6880,6930,6630,-250,-3.63,6690,-190,-2.76,6540,7140
دكوثر,داروسازي‌ كوثر,2168,29749233,209126922360,6960,6810,7140,180,2.59,7030,70,1.01,6700,7380
خودكفا,اقتصادي و خودكفايي آزادگان,2143,42009743,332720204540,7720,7740,7950,230,2.98,7920,200,2.59,7590,7950
وملل,اعتباري ملل,2142,47237383,170778550693,3782,3799,3660,-122,-3.23,3615,-167,-4.42,3593,3800
وطوبي,سرمايه گذاري اقتصاد شهر طوبي,2139,65158725,136325482242,2176,2233,2053,-123,-5.65,2092,-84,-3.86,2024,2260
زملارد,كشاورزي و دامپروري ملارد شير,2116,1757273,22909302390,13190,13350,12980,-210,-1.59,13040,-150,-1.14,12540,13700
ختور,رادياتور ايران‌,2101,22701367,135286862210,6070,6290,5880,-190,-3.13,5960,-110,-1.81,5700,6320
سرچشمه,سرمايه گذاري مس سرچشمه,2096,72084011,358223576738,4738,4974,4974,236,4.98,4970,232,4.9,4875,4974
لكما,كارخانجات‌مخابراتي‌ايران‌,2096,87340741,102085576878,1192,1191,1157,-35,-2.94,1169,-23,-1.93,1157,1218
بپيوند,برق و انرژي پيوندگستر پارس,2074,2306728,25855414360,11360,11240,11140,-220,-1.94,11210,-150,-1.32,10570,11790
ثالوند,سرمايه گذاري مسكن الوند,2066,22680289,256988242440,12020,12690,11180,-840,-6.99,11330,-690,-5.74,11180,12690
خموتور,موتورسازان‌تراكتورسازي‌ايران‌,2059,30604074,214083037650,7290,7360,6930,-360,-4.94,7000,-290,-3.98,6930,7490
فگستر,گسترش صنايع روي ايرانيان,2057,11525301,92346115290,7840,8040,7950,110,1.4,8010,170,2.17,7760,8250
پتاير,ايران‌ تاير,2054,60720837,90307016606,1501,1527,1459,-42,-2.8,1487,-14,-0.93,1431,1557
گكوثر,هتل پارسيان كوثر اصفهان,2043,55910098,130273342515,2428,2389,2307,-121,-4.98,2330,-98,-4.04,2307,2439
سپيدار,سپيدار سيستم آسيا,2024,1493050,38234112250,25400,26150,25950,550,2.17,25600,200,0.79,24500,26150
لپارس,پارس‌ الكتريك‌,2013,1380765,111859313390,80480,82990,80000,-480,-0.6,81010,530,0.66,78300,84000
لطيف,محصولات كاغذي لطيف,2005,2065829,131954128250,59900,60700,64050,4150,6.93,63850,3950,6.59,60700,64050
ولپارس,ليزينگ پارسيان,1994,5755259,25217631338,4217,4420,4372,155,3.68,4382,165,3.91,4250,4468
بنو,بيمه تجارت نو,1989,19124086,79264324489,4096,4190,4141,45,1.1,4145,49,1.2,3930,4265
غچين,كشت‌ و صنعت‌ چين‌ چين,1965,25566996,166311825420,6310,6620,6440,130,2.06,6500,190,3.01,6210,6620
آينده,بازرگاني آينده سازان بهشت پارس,1950,16055206,133577021590,8240,8000,8390,150,1.82,8320,80,0.97,8000,8480
اتكاسا,بيمه اتكايي سامان,1931,28121502,121759670857,4208,4200,4334,126,2.99,4330,122,2.9,4200,4334
صبا,گروه مالي صبا تامين,1918,19659822,74597833678,3807,3814,3782,-25,-0.66,3799,-8,-0.21,3767,3878
حتوكا,حمل‌ونقل‌توكا,1913,18624047,149784638680,8010,8200,8040,30,0.37,8040,30,0.37,7690,8320
زبينا,كشاورزي و دامپروري بينالود,1897,32229444,128829056572,3958,4050,3890,-68,-1.72,3997,39,0.99,3801,4150
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,1891,44897404,67554160164,1507,1570,1518,11,0.73,1505,-2,-0.13,1466,1570
فخوز,فولاد  خوزستان,1879,53113876,165613406738,3083,3130,3077,-6,-0.19,3118,35,1.14,3070,3220
زر,صندوق س.پشتوانه سكه طلاي زر,1875,1103628,110694758508,107298,107200,98000,-9298,-8.67,100301,-6997,-6.52,97920,107200
غكورش,صنعت غذايي كورش,1867,13500753,134269876450,9860,9910,9900,40,0.41,9950,90,0.91,9760,10050
پدرخش,درخشان‌ تهران‌,1866,11158201,149355250680,13280,13550,13620,340,2.56,13390,110,0.83,12980,13930
سشرق,سيمان‌ شرق‌,1863,13124519,137176544270,10080,10280,10420,340,3.37,10450,370,3.67,10080,10780
سامان,بانك سامان,1861,59798541,164673212228,2803,2830,2719,-84,-3,2754,-49,-1.75,2719,2838
پلاست,كارخانجات توليدي پلاستيران,1860,15157704,173629020620,11690,11340,11490,-200,-1.71,11450,-240,-2.05,11340,12000
فجهان,مجتمع جهان فولاد سيرجان,1845,12069804,38733183510,3211,3213,3176,-35,-1.09,3210,-1,-0.03,3145,3295
خكاوه,سايپا ديزل,1841,17721586,352425484110,20170,20400,19570,-600,-2.97,19980,-190,-0.94,19570,20770
خفنر,فنرسازي‌خاور,1802,7555562,86344928980,11970,12260,11280,-690,-5.76,11430,-540,-4.51,11140,12480
فجر,فولاد اميركبيركاشان,1800,12228431,206791246260,16180,16500,17310,1130,6.98,16910,730,4.51,16230,17310
وهامون,سرمايه گذاري هامون صبا,1792,22440682,48844804343,2182,2174,2140,-42,-1.92,2177,-5,-0.23,2100,2240
كساپا,سايپاشيشه‌,1789,11795347,296857243520,25750,25000,24470,-1280,-4.97,25170,-580,-2.25,24470,27000
توسن,توسعه سامانه ي نرم افزاري نگين,1784,5813072,89186195090,15280,15300,15420,140,0.92,15340,60,0.39,15110,15780
ستران,سيمان‌ تهران‌,1759,11394526,430685856500,35410,36390,37880,2470,6.98,37800,2390,6.75,36200,37880
ثاخت,بين‌المللي‌توسعه‌ساختمان,1752,75253474,222858170033,2830,2919,2971,141,4.98,2961,131,4.63,2892,2971
شگويا,پتروشيمي تندگويان,1738,11371905,136625756230,12050,12270,12010,-40,-0.33,12010,-40,-0.33,11860,12480
غدام,خوراك‌  دام‌ پارس‌,1726,3025918,149289994750,47590,47990,49090,1500,3.15,49340,1750,3.68,47010,49960
وسينا,بانك سينا,1694,70966483,226435639853,3063,3130,3128,65,2.12,3191,128,4.18,3071,3277
وبانك,سرمايه گذاري گروه توسعه ملي,1683,17869799,194241573730,10780,10900,10740,-40,-0.37,10870,90,0.83,10700,11040
چكاپا,گروه صنايع كاغذ پارس,1675,32644458,98215996522,2987,3003,3033,46,1.54,3009,22,0.74,2881,3062
همراه,شركت ارتباطات سيار ايران,1672,19117650,155424236330,8150,8260,8120,-30,-0.37,8130,-20,-0.25,7940,8440
شسينا,صنايع‌شيميايي‌سينا,1666,41472682,97580966890,2408,2373,2320,-88,-3.65,2353,-55,-2.28,2273,2484
استقلال,استقلال,1661,10873952,22693947423,2123,2100,2081,-42,-1.98,2087,-36,-1.7,2081,2146
غسالم,سالمين‌,1659,21599587,98513403029,4606,4749,4499,-107,-2.32,4561,-45,-0.98,4420,4749
ميهن,بيمه ميهن,1655,46320037,307818359760,6360,6460,6630,270,4.25,6650,290,4.56,6380,6670
افق,فروشگاههاي زنجيره اي افق كوروش,1651,11093528,160431792700,14990,15020,14580,-410,-2.74,14460,-530,-3.54,14250,15130
شپلي,پلي اكريل ايران,1648,32167129,363302930900,11000,11200,11330,330,3,11290,290,2.64,10850,11330
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,1648,12963341,241926637870,18630,18660,18690,60,0.32,18660,30,0.16,18600,19000
بكام,كارخانجات توليدي شهيد قندي,1639,30308363,77420306458,2664,2696,2530,-134,-5.03,2554,-110,-4.13,2480,2696
نوين,بيمه نوين,1630,44587064,85046440921,1939,1970,1880,-59,-3.04,1907,-32,-1.65,1836,1998
خاذين,سايپاآذين‌,1622,38152475,98651410707,2586,2620,2576,-10,-0.39,2586,0,0,2460,2680
دماوند,توليد نيروي برق دماوند,1600,6952830,150030823950,20850,20800,21300,450,2.16,21600,750,3.6,20750,21850
سامانح,ح. بانك سامان,1597,100822483,157839247906,1531,1576,1550,19,1.24,1566,35,2.29,1487,1576
ثغرب,شركت سرمايه گذاري مسكن شمالغرب,1595,11925252,94249585480,7750,7800,7850,100,1.29,7900,150,1.94,7630,8150
شتوكا,توكا رنگ فولاد سپاهان,1595,6259039,108310674410,18310,18500,17040,-1270,-6.94,17300,-1010,-5.52,17030,18510
ورازي,بيمه رازي,1589,51184682,74567004343,1489,1503,1445,-44,-2.96,1457,-32,-2.15,1445,1517
غويتا,ويتانا,1581,16673836,89977604760,5470,5570,5360,-110,-2.01,5400,-70,-1.28,5180,5620
غپينو,پارس‌ مينو,1581,32343782,111428994474,3442,3515,3420,-22,-0.64,3445,3,0.09,3316,3549
تملت,تامين سرمايه بانك ملت,1570,14126909,45061552775,3198,3190,3200,2,0.06,3190,-8,-0.25,3131,3320
كلر,كلر پارس,1561,1343426,118807281150,86900,87150,88900,2000,2.3,88450,1550,1.78,87150,90400
كي بي سي,شركت كي بي سي,1557,8133424,108525250010,12840,13120,13350,510,3.97,13340,500,3.89,12750,13480
پارس,پتروشيمي پارس,1549,54539097,131713120945,2415,2450,2422,7,0.29,2415,0,0,2396,2450
پارسان,گسترش نفت و گاز پارسيان,1529,5288707,173722201470,33100,33120,32520,-580,-1.75,32850,-250,-0.76,32390,33830
حپترو,حمل و نقل پتروشيمي( سهامي عام,1524,2657287,99508229660,39170,37400,37220,-1950,-4.98,37450,-1720,-4.39,37220,38930
قشير,قند شيروان قوچان و بجنورد,1518,8574828,79670559220,8910,9370,9070,160,1.8,9290,380,4.26,8970,9490
آريان,سرمايه گذاري پارس آريان,1517,21708844,94277583604,4414,4517,4290,-124,-2.81,4349,-65,-1.47,4282,4517
وپويا,سرمايه گذاري پويا,1517,12446300,32728943979,2645,2700,2593,-52,-1.97,2630,-15,-0.57,2552,2728
خزر,فنرسازي‌زر,1512,19309544,98480295190,5220,5450,5050,-170,-3.26,5100,-120,-2.3,4860,5450
زشريف,كشت وصنعت شريف آباد,1500,48312122,249866880670,4850,4950,5180,330,6.8,5170,320,6.6,4890,5180
دامين,داروسازي‌ امين‌,1497,18228770,64651533690,3659,3780,3508,-151,-4.13,3547,-112,-3.06,3458,3780
