نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
كسرا,سراميك‌هاي‌صنعتي‌اردكان‌,1485,18004733,107001755550,5950,6070,5980,30,0.5,5940,-10,-0.17,5780,6230
دلقما,دارويي‌ لقمان‌,1482,28815355,89780318189,3116,3100,3159,43,1.38,3116,0,0,2990,3201
فارس,صنايع پتروشيمي خليج فارس,1477,29230289,274464259860,9360,9380,9410,50,0.53,9390,30,0.32,9360,9420
حسير,ريل سير كوثر,1476,4596478,118310556850,25400,25500,26000,600,2.36,25750,350,1.38,24700,26700
ثمسكن,سرمايه‌گذاري‌ مسكن‌,1465,39116004,184287915068,4485,4635,4798,313,6.98,4711,226,5.04,4453,4798
سبزوا,سيمان لار سبزوار,1465,15768823,86031035220,5530,5640,5360,-170,-3.07,5460,-70,-1.27,5200,5700
دسانكو,داروسازي سبحان انكولوژي,1465,14082220,95894252990,6980,7160,6750,-230,-3.3,6810,-170,-2.44,6500,7300
شلعاب,لعابيران‌,1463,23651676,173723081520,7010,7270,7360,350,4.99,7350,340,4.85,7150,7360
ثنوسا,نوسازي‌وساختمان‌تهران‌,1462,24987648,123147581811,4898,4987,4750,-148,-3.02,4928,30,0.61,4660,5140
خچرخش,چرخشگر,1461,4794371,106769276460,22910,23680,22080,-830,-3.62,22270,-640,-2.79,21310,23800
شپارس,بين‌ المللي‌ محصولات‌  پارس‌,1451,17682778,115256350570,6690,6710,6510,-180,-2.69,6520,-170,-2.54,6360,6900
كيمياتك,آريان كيميا تك,1451,3037869,38933640070,12750,12470,12570,-180,-1.41,12820,70,0.55,12410,13260
آكورد,صندوق س. آرمان آتي كوثر-د,1446,11919373,532696180459,44661,44691,44691,30,0.07,44692,31,0.07,44691,44692
وگردش,بانك گردشگري,1437,12560674,100859225840,8070,7910,7970,-100,-1.24,8030,-40,-0.5,7830,8310
كپشيرح,ح . پشم‌شيشه‌ايران‌,1422,14785727,70955830407,5018,4966,4729,-289,-5.76,4799,-219,-4.36,4650,5100
تماوند,تامين سرمايه دماوند,1421,15399266,98583824790,6170,6230,6300,130,2.11,6400,230,3.73,6220,6470
خكرمان,سرمايه گذاري آرمان گستر پاريز,1416,26206336,124820396030,4866,4820,4721,-145,-2.98,4763,-103,-2.12,4721,4929
خوساز,محورسازان‌ايران‌خودرو,1412,9110041,218831237630,22950,24090,24000,1050,4.58,24020,1070,4.66,23110,24090
زقيام,كشت و دام قيام اصفهان,1404,27033941,72565005735,2711,2773,2650,-61,-2.25,2684,-27,-1,2580,2799
ختراك,ريخته‌گري‌ تراكتورسازي‌ ايران‌,1401,14671741,206820447760,14740,15000,14190,-550,-3.73,14100,-640,-4.34,14010,15020
بجهرم,توسعه مولد نيروگاهي جهرم,1384,30515758,67563598430,2226,2211,2188,-38,-1.71,2214,-12,-0.54,2132,2279
مفاخر,توسعه فناوري اطلاعات خوارزمي,1373,12889599,111629457160,8130,8580,8690,560,6.89,8660,530,6.52,8420,8690
وجامي,سرمايه گذاري جامي,1362,27802832,108728609772,4015,3895,3895,-120,-2.99,3911,-104,-2.59,3895,4020
فسازان,غلتك سازان سپاهان,1356,30949589,132129434447,4076,4160,4279,203,4.98,4269,193,4.74,4155,4279
زاگرس,پتروشيمي زاگرس,1354,1831536,249571619150,132500,135000,134400,1900,1.43,136250,3750,2.83,133100,137800
فسبزوار,پارس فولاد سبزوار,1353,1611232,38758841040,23880,23610,23800,-80,-0.34,24060,180,0.75,23600,24300
قهكمت,قندهكمتان‌,1351,9986145,86606020050,8550,8790,8590,40,0.47,8670,120,1.4,8310,8800
فسرب,ملي‌ سرب‌وروي‌ ايران‌,1344,62286737,137552290513,2114,2153,2260,146,6.91,2208,94,4.45,2128,2261
پخش,پخش البرز,1340,5485249,308744468650,53750,56000,56400,2650,4.93,56300,2550,4.74,54050,56400
حبندر,دريايي و کشتيراني خط دريابندر,1339,2928302,41911205950,14470,14680,14220,-250,-1.73,14310,-160,-1.11,14040,14680
فنورد,نوردوقطعات‌ فولادي‌,1339,11257389,187732513610,15910,16200,16700,790,4.97,16680,770,4.84,16100,16700
وبهمن,سرمايه‌گذاري‌بهمن‌,1337,20202927,76970981860,3949,4067,3724,-225,-5.7,3810,-139,-3.52,3673,4067
ونوين,بانك‌اقتصادنوين‌,1336,29791967,108803782409,3660,3681,3621,-39,-1.07,3652,-8,-0.22,3530,3748
كهربا,صندوق س.پشتوانه سكه طلا كهربا,1323,4912507,97940061327,21003,20770,19191,-1812,-8.63,19937,-1066,-5.08,19170,20770
وصنعت,سرمايه گذاري توسعه صنعت وتجارت,1316,33738900,72741043193,2099,2150,2191,92,4.38,2156,57,2.72,2080,2240
خشرق,الكتريك‌ خودرو شرق‌,1312,6140843,105991210720,17850,18200,17070,-780,-4.37,17260,-590,-3.31,16960,18390
غاذر,كشت‌وصنعت‌پياذر,1312,6029367,297507198820,47070,49420,49420,2350,4.99,49340,2270,4.82,47300,49420
غپآذر,شير پگاه آذربايجان شرقي,1300,1527635,67310537100,45600,46000,45000,-600,-1.32,44050,-1550,-3.4,43100,46850
غشهداب,كشت و صنعت شهداب ناب خراسان,1287,28486330,62578409051,2178,2190,2146,-32,-1.47,2197,19,0.87,2130,2285
تاپيكو,س. نفت و گاز و پتروشيمي تأمين,1266,7710339,100069760870,13050,13190,12860,-190,-1.46,12990,-60,-0.46,12830,13240
سكرد,سيمان كردستان,1260,8824402,66923954450,7500,7570,7430,-70,-0.93,7580,80,1.07,7220,7840
بالبر,كابل‌ البرز,1248,1396384,87562097670,65050,62000,61800,-3250,-5,62710,-2340,-3.6,61800,67360
وگستر,گسترش سرمايه گذاري ايرانيان,1247,16991768,93545311830,5350,5420,5410,60,1.12,5510,160,2.99,5200,5700
چكارن,كارتن‌ ايران‌,1241,32395285,121267333145,3838,3990,3779,-59,-1.54,3743,-95,-2.48,3647,3990
قجام,فرآوردههاي غذايي وقندتربت‌جام‌,1227,11576776,92323501470,8130,8230,7890,-240,-2.95,7970,-160,-1.97,7890,8350
خفولا,خدمات فني فولاد يزد,1219,3780108,195229759550,50250,51750,51400,1150,2.29,51650,1400,2.79,50500,51750
بپاس,بيمه پاسارگاد,1207,8096497,158336319650,19600,19500,19400,-200,-1.02,19550,-50,-0.26,19150,19650
واحصا,احياء صنايع خراسان,1207,1079072,71137939850,66950,68700,64950,-2000,-2.99,65950,-1000,-1.49,64950,68900
كاذر,فرآورده‌هاي‌نسوزآذر,1203,22621783,112942328140,5190,5250,4990,-200,-3.85,4990,-200,-3.85,4940,5290
كچاد,معدني‌وصنعتي‌چادرملو,1203,6591945,78022687120,11830,11990,11760,-70,-0.59,11830,0,0,11700,12090
واحيا,م .صنايع و معادن احياء سپاهان,1201,12366030,195232234000,16220,16000,15740,-480,-2.96,15790,-430,-2.65,15740,16200
غمينو,شركت صنايع غذايي مينو شرق,1185,7498535,61968556990,8390,8500,8190,-200,-2.38,8260,-130,-1.55,8070,8550
خريخت,صنايع‌ريخته‌گري‌ايران‌,1173,13656644,55548521384,4113,4160,4020,-93,-2.26,4068,-45,-1.09,3919,4266
ريشمك,توليد و صادرات ريشمك,1173,6269818,150295229000,22450,23850,23950,1500,6.68,23950,1500,6.68,22950,24000
كرماشا,صنايع پتروشيمي كرمانشاه,1170,3667018,238135980610,65140,65940,64600,-540,-0.83,64940,-200,-0.31,63800,65940
لبخند,صندوق س. لبخند فارابي-د,1158,77841604,849280975727,10902,10910,10910,8,0.07,10910,8,0.07,10910,10911
خلنت,لنت‌ ترمزايران‌,1157,1684321,57941053920,34790,35500,34150,-640,-1.84,34400,-390,-1.12,33060,36200
غصينو,صنعتي مينو,1157,5030118,64273192480,13030,13030,12700,-330,-2.53,12780,-250,-1.92,12380,13260
حآفرين,ريل پرداز نو آفرين,1156,19284620,81636156807,4184,4270,4320,136,3.25,4233,49,1.17,4094,4381
شيران,س. صنايع‌شيميايي‌ايران,1152,7176386,78693098400,10730,11180,10860,130,1.21,10950,220,2.05,10680,11220
حريل,ريل پردازسير,1149,16002448,58431625046,3700,3790,3572,-128,-3.46,3651,-49,-1.32,3471,3848
فايرا,آلومينيوم‌ايران‌,1147,24790320,157342964190,6100,6330,6400,300,4.92,6350,250,4.1,6140,6400
تكمبا,كمباين‌ سازي‌ ايران‌,1143,11115026,70878963230,6070,6200,6280,210,3.46,6380,310,5.11,6020,6490
كبافق,معادن‌ بافق‌,1143,3210801,100477447780,32220,31330,30960,-1260,-3.91,31290,-930,-2.89,30610,32950
فسوژ,سوژميران,1143,3499715,69397497450,19880,21100,19480,-400,-2.01,19830,-50,-0.25,18800,21100
خمحور,توليدمحورخودرو,1140,17886238,76251486576,4210,4201,4312,102,2.42,4263,53,1.26,4061,4370
اميد,تامين سرمايه اميد,1135,9836855,56027944610,5560,5700,5610,50,0.9,5700,140,2.52,5400,5830
شاراك,پتروشيمي شازند,1132,3717673,119439117250,32190,32240,31990,-200,-0.62,32130,-60,-0.19,31800,32980
شفارس,صنايع‌ شيميايي‌ فارس‌,1114,37543125,51403869899,1369,1398,1357,-12,-0.88,1369,0,0,1320,1426
زدشت,كشت و صنعت دشت خرم دره,1112,3414005,106195966550,30200,31200,30550,350,1.16,31100,900,2.98,29000,32300
كپارس,كاشي‌ پارس‌,1111,14660450,138131389640,9050,9240,9390,340,3.76,9420,370,4.09,9110,9500
شاوان,پالايش نفت لاوان,1109,4444933,93519438150,21100,21400,21050,-50,-0.24,21050,-50,-0.24,20750,21500
درازك,دارويي‌ رازك‌,1107,5380005,87880225920,16080,16500,16320,240,1.49,16330,250,1.55,15930,16800
شگل,گلتاش‌,1102,26786320,160053688670,5590,5700,5980,390,6.98,5980,390,6.98,5650,5980
ثرود,سرمايه‌گذاري مسكن زاينده رود,1099,5448452,58482207370,10800,10930,10780,-20,-0.19,10730,-70,-0.65,10200,11210
تجلي,تجلي توسعه معادن و فلزات,1095,31073569,45721218905,1473,1508,1475,2,0.14,1471,-2,-0.14,1420,1517
ولكار,ليزينگ كارآفرين,1086,1304192,11031480970,8550,8530,8420,-130,-1.52,8480,-70,-0.82,8400,8620
ساوه,سيمان ساوه,1083,1191998,101620231450,81650,82700,85000,3350,4.1,85250,3600,4.41,82700,85700
ضخود1211,اختيارخ خودرو-3250-1401/12/03,1082,211559,43817681000,309,395,190,-119,-38.51,207,-102,-33.01,138,395
كمينا,شيشه سازي مينا,1079,13200151,128270255510,9960,9850,9670,-290,-2.91,9720,-240,-2.41,9670,10080
چفيبر,فيبر ايران‌,1076,7824301,45705023330,5660,5810,5740,80,1.41,5840,180,3.18,5680,5930
سرود,سيمان‌شاهرود,1070,5270740,154809688790,27510,28800,29430,1920,6.98,29370,1860,6.76,27510,29430
شپاكسا,پاكسان‌,1065,31902959,69711414273,2087,2140,2232,145,6.95,2185,98,4.7,2100,2233
شغدير,پتروشيمي غدير,1063,2082984,146416027720,69530,70500,70800,1270,1.83,70290,760,1.09,69540,72700
كپشير,پشم‌شيشه‌ايران‌,1055,10350913,87846411000,8790,8850,8360,-430,-4.89,8490,-300,-3.41,8360,9210
ومدير,گ.مديريت ارزش سرمايه ص ب كشوري,1054,4105517,17489170819,4239,4250,4229,-10,-0.24,4260,21,0.5,4207,4350
زكوثر,سرمايه گذاري كشاورزي كوثر,1049,3460401,56363722650,16070,16030,16400,330,2.05,16290,220,1.37,15880,16750
حخزر,كشتيراني درياي خزر,1048,24548514,731090739650,28400,28050,29800,1400,4.93,29800,1400,4.93,28000,29800
زنگان,صنعت روي زنگان,1044,896081,57325991450,65000,68400,63950,-1050,-1.62,63950,-1050,-1.62,62800,68400
فوكا,فولاد كاويان,1035,5357536,70594387430,13160,13480,13200,40,0.3,13180,20,0.15,12770,13550
آ س پ,آ.س.پ,1035,16968419,116593320620,6430,6650,6880,450,7,6870,440,6.84,6650,6880
دفارا,داروسازي‌ فارابي‌,1035,5880843,129215496380,21790,22000,22090,300,1.38,21970,180,0.83,21350,22680
واميد,گروه مديريت سرمايه گذاري اميد,1033,16335146,214078094960,13220,13220,12960,-260,-1.97,13110,-110,-0.83,12960,13330
شسپا,نفت سپاهان,1031,19498849,80061477416,4107,4124,4104,-3,-0.07,4106,-1,-0.02,4077,4159
رتاپ,تجارت الكترونيك  پارسيان,1030,8483813,26105440803,3102,3110,3036,-66,-2.13,3077,-25,-0.81,3001,3169
سيمرغ,سيمرغ,1021,3331071,85412920710,25520,26000,25550,30,0.12,25640,120,0.47,25000,26520
آباد,توريستي ورفاهي آبادگران ايران,1020,2671843,74147830400,26840,26920,27730,890,3.32,27750,910,3.39,26460,28180
ولغدر,ليزينگ‌خودروغدير,1006,14394093,62026462295,4328,4480,4230,-98,-2.26,4309,-19,-0.44,4131,4480
رنيك,جنرال مكانيك,1002,4174274,67200902530,15470,15150,15820,350,2.26,16100,630,4.07,15150,16240
وملي,گروه‌ صنعتي‌ ملي‌ (هلدينگ‌,999,443795,63033663190,141950,143000,139850,-2100,-1.48,142030,80,0.06,138000,147200
قصفها,قنداصفهان‌,999,936150,89272721590,99780,100000,94800,-4980,-4.99,95360,-4420,-4.43,94800,100000
اطلس,صندوق س.توسعه اطلس مفيد-س,994,1391372,449248415016,319195,324800,320755,1560,0.49,322882,3687,1.16,317005,325500
شوينده,مديريت صنعت شوينده ت.ص.بهشهر,993,5012260,96497673310,18240,18490,19510,1270,6.96,19250,1010,5.54,18490,19510
مداران,داده‌پردازي‌ايران‌,978,6934089,47758641610,7130,6990,6790,-340,-4.77,6890,-240,-3.37,6780,7290
ولشرق,ليزينگ ايران و شرق,977,14454798,50410545216,3443,3530,3465,22,0.64,3487,44,1.28,3381,3588
توريل,توكاريل,970,14219927,152575211480,10250,10510,10760,510,4.98,10730,480,4.68,10330,10760
پارتا,مجتمع صنعتي آرتاويل تاير,969,4777178,42301053590,9150,9550,8700,-450,-4.92,8850,-300,-3.28,8700,9550
زكشت,كشاورزي مكانيزه اصفهان كشت,953,2296161,64496421400,28800,29400,27850,-950,-3.3,28100,-700,-2.43,26800,29750
شكام,صنايع شيميايي كيمياگران امروز,953,12047328,102230169620,8330,8540,8400,70,0.84,8490,160,1.92,8330,8740
خفناور,مهندسي صنعتي روان فن آور,948,3732959,92908549700,24550,25150,24750,200,0.81,24900,350,1.43,23850,25250
كارين,صندوق س نگين سامان-ثابت,945,36712236,367796737874,10013,10018,10019,6,0.06,10018,5,0.05,10018,10019
آوند,صندوق س. آوند مفيد-د,942,47525929,525037326049,11041,11048,11048,7,0.06,11047,6,0.05,11047,11048
كروي,توسعه‌ معادن‌ روي‌ ايران‌,942,3132837,93674004280,29380,30960,29820,440,1.5,29900,520,1.77,29500,30960
بكهنوج,توليد برق ماهتاب كهنوج,940,25475605,37649191789,1428,1450,1460,32,2.24,1478,50,3.5,1432,1499
خعمرا,توسعه و عمران شهرستان نائين,934,5436640,31277404650,5860,5760,5690,-170,-2.9,5750,-110,-1.88,5690,5980
چدن,توليدي چدن سازان,926,19657358,48415170288,2508,2512,2405,-103,-4.11,2463,-45,-1.79,2383,2578
سشمال,سيمان‌ شمال‌,924,11720617,156642034380,12530,13220,13400,870,6.94,13360,830,6.62,12840,13400
هامرز,صندوق س اعتماد هامرز-ثابت,924,53490374,540984017155,10107,10113,10114,7,0.07,10114,7,0.07,10113,10114
كاريس,صندوق س.سپند كاريزما-س,917,1748432,30529082054,17439,17460,17379,-60,-0.34,17461,22,0.13,17251,17620
شراز,پالايش نفت شيراز,917,3926643,58693515240,15010,15190,14830,-180,-1.2,14950,-60,-0.4,14780,15290
وآوا,سرمايه گذاري آوا نوين,915,11125781,34703725805,3151,3160,3114,-37,-1.17,3119,-32,-1.02,2980,3300
سدور,سيمان‌ دورود,915,5802085,52918581620,8870,8930,9050,180,2.03,9120,250,2.82,8900,9240
قاسم,قاسم ايران,915,13351845,97788240220,7260,7280,7120,-140,-1.93,7320,60,0.83,7080,7560
غشاذر,پگاه‌آذربايجان‌غربي‌,905,6387382,44083494740,6840,6940,6900,60,0.88,6900,60,0.88,6700,7120
سمايه,بانك سرمايه,903,8903328,48068356490,5520,5610,5370,-150,-2.72,5400,-120,-2.17,5360,5610
ساروم,سيمان‌اروميه‌,902,3631470,111707107100,29900,30570,30640,740,2.47,30760,860,2.88,30020,31520
اتكام,بيمه اتكايي امين,896,94087195,427683027492,4330,4403,4546,216,4.99,4546,216,4.99,4403,4546
پرسپوليس,پرسپوليس,893,2720258,6810485884,2538,2558,2488,-50,-1.97,2516,-22,-0.87,2488,2558
شپاس,نفت پاسارگاد,890,5100561,104511087670,19960,20950,20350,390,1.95,20490,530,2.66,19270,20950
ملت,بيمه ملت,885,30567209,50480723648,1687,1720,1615,-72,-4.27,1651,-36,-2.13,1590,1728
وپسا,س. پتروشيمي ساختمان  خليج فارس,884,20199988,35501795629,1804,1810,1768,-36,-2,1758,-46,-2.55,1750,1830
غپاك,لبنيات‌ پاك‌,879,4918931,63007166980,13230,13150,12780,-450,-3.4,12810,-420,-3.17,12570,13470
وسرمد,بيمه  سرمد,878,23506292,39624729681,1730,1696,1679,-51,-2.95,1686,-44,-2.54,1679,1750
والبر,سرمايه‌ گذاري‌ البرز(هلدينگ‌,873,13196540,83579228580,6250,6270,6400,150,2.4,6330,80,1.28,6240,6430
كگاز,شيشه‌ و گاز,868,3685607,57582534360,15450,15200,15210,-240,-1.55,15620,170,1.1,14960,16200
قنيشا,قند  نيشابور,867,15543093,43704232450,2832,2910,2798,-34,-1.2,2812,-20,-0.71,2744,2910
غنيلي,مجتمع توليدي نيلي صنعت كرمان,860,20171773,109897130520,5194,5450,5450,256,4.93,5450,256,4.93,5230,5450
كتوكا,توليدي و خدمات صنايع نسوز توكا,856,12790727,141153375940,10330,11040,11050,720,6.97,11040,710,6.87,10680,11050
وايران,ليزينگ ايرانيان,855,10461243,43354179346,4207,4299,4080,-127,-3.02,4144,-63,-1.5,3921,4299
خكمك,كمك‌فنرايندامين‌,854,3734343,84227718710,23380,23550,22480,-900,-3.85,22550,-830,-3.55,22220,24540
ونيرو,سرمايه‌گذاري‌نيرو,853,15094906,39684251854,2631,2635,2588,-43,-1.63,2629,-2,-0.08,2501,2748
فنوال,نورد آلومينيوم‌,847,6532463,44856604760,6940,7010,6920,-20,-0.29,6870,-70,-1.01,6550,7200
كيميا,معدني كيمياي زنجان گستران,842,15363692,125412649230,8050,8250,8200,150,1.86,8160,110,1.37,7950,8450
ارفع,شركت آهن و فولاد ارفع,835,2592631,47642140090,18050,18500,18490,440,2.44,18230,180,1,18000,18740
شبصير,توليدات پتروشيمي قائد بصير,831,498590,61111549850,120800,124000,122000,1200,0.99,122550,1750,1.45,120900,124200
درهآور,دارويي ره آورد تامين,829,1670776,117687382550,67700,68450,70500,2800,4.14,70450,2750,4.06,68450,71850
غبهار,كشت وصنعت بهاران گلبهار خراسان,826,3108274,49936065800,16370,16480,15920,-450,-2.75,16070,-300,-1.83,15880,16480
وتوصا,گروه س توسعه صنعتي ايران,825,4962225,41006509380,8190,8250,8230,40,0.49,8260,70,0.85,8050,8450
وهور,مديريت انرژي اميد  تابان هور,823,37082100,55571290651,1541,1501,1510,-31,-2.01,1499,-42,-2.73,1466,1589
قشكر,شكرشاهرود,822,13459507,31700138443,2376,2492,2300,-76,-3.2,2355,-21,-0.88,2258,2492
غشان,شيرپاستوريزه‌پگاه‌خراسان‌,819,8214732,56280673000,7150,7140,6690,-460,-6.43,6850,-300,-4.2,6650,7290
وآرين,شركت توسعه اقتصادي آرين,817,16440269,23191479489,1440,1441,1397,-43,-2.99,1411,-29,-2.01,1397,1472
زفكا,كشت و دامداري فكا,816,5103465,67160317340,13460,13590,12900,-560,-4.16,13160,-300,-2.23,12540,13890
رمپنا,گروه مپنا (سهامي عام),816,5916974,69449601170,11960,12290,11610,-350,-2.93,11830,-130,-1.09,11550,12290
كفپارس,فرآورده‌هاي‌ نسوز پارس‌,811,16581802,73689729687,4340,4330,4400,60,1.38,4444,104,2.4,4330,4570
سرو,صندوق س سروسودمند مدبران-سهام,811,1152185,108426255240,93450,94020,93280,-170,-0.18,94100,650,0.7,92100,95750
اعتلا,شركت سرمايه گذاري اعتلاء البرز,809,21129108,110494205490,5220,5430,5160,-60,-1.15,5230,10,0.19,4960,5470
ومهان,گروه توسعه مالي مهر آيندگان,808,4469393,25058069980,5620,5660,5570,-50,-0.89,5620,0,0,5530,5720
بخاور,بيمه زندگي خاورميانه,805,7926597,21864638734,2843,2824,2736,-107,-3.76,2758,-85,-2.99,2710,2848
تكشا,گسترش‌صنايع‌وخدمات‌كشاورزي‌,805,1919362,51506837790,27480,27500,26110,-1370,-4.99,26840,-640,-2.33,26110,28200
غپونه,نوش پونه مشهد,803,2567206,43125402580,17340,18000,16530,-810,-4.67,16800,-540,-3.11,16480,18000
سپاها,سيمان‌سپاهان‌,803,6912412,85486829220,12080,12250,12360,280,2.32,12370,290,2.4,11960,12630
ودي,بيمه  دي,800,16813321,80667392954,4695,4720,4743,48,1.02,4798,103,2.19,4551,4990
سخاش,سيمان‌خاش‌,800,760949,57399941860,72480,71700,75540,3060,4.22,75430,2950,4.07,71700,76100
پلاسك,پلاسكوكار,790,12941902,53809189099,4180,4260,4201,21,0.5,4158,-22,-0.53,4012,4316
كطبس,ذغال‌سنگ‌ نگين‌ ط‌بس‌,787,3119507,51251858270,16420,16920,16630,210,1.28,16430,10,0.06,16010,16920
چكاوه,صنايع‌كاغذسازي‌كاوه‌,786,4223231,52279429960,12600,12990,12590,-10,-0.08,12380,-220,-1.75,12000,12990
خرينگ,رينگ‌سازي‌مشهد,783,2953664,86664216930,28660,28600,29180,520,1.81,29340,680,2.37,28200,30090
حتايد,تايدواترخاورميانه,782,8525234,45981713210,5410,5550,5400,-10,-0.18,5390,-20,-0.37,5290,5590
شبهرن,نفت‌ بهران‌,780,3651676,72712756250,19930,20060,19850,-80,-0.4,19920,-10,-0.05,19820,20180
سفار,سيمان‌فارس‌,772,600243,58595442940,97040,101000,96600,-440,-0.45,97620,580,0.6,93000,101000
ضسپا1206,اختيارخ خساپا-2200-1401/12/10,770,180173,63792188000,321,331,333,12,3.74,354,33,10.28,256,435
وثوق,سرمايه گذاري وثوق امين,763,2795638,64302440250,23000,23450,23000,0,0,23000,0,0,22600,23500
ثپرديس,سرمايه گذاري مسكن پرديس,762,5784532,32073401050,5550,5610,5500,-50,-0.9,5540,-10,-0.18,5270,5840
غشصفا,شيرپاستوريزه‌پگاه‌اصفهان‌,751,1374728,30088909670,21730,20750,21890,160,0.74,21890,160,0.74,20750,22340
وسكاب,س.ص.بازنشستگي كاركنان بانكها,749,10408104,32544835938,3126,3188,3110,-16,-0.51,3127,1,0.03,3092,3188
شصدف,صنعتي دوده فام,743,1050695,35997412250,34550,34750,34200,-350,-1.01,34250,-300,-0.87,32900,36000
بموتو,موتوژن‌,738,9089395,26423915004,2923,2974,2928,5,0.17,2907,-16,-0.55,2850,2999
ساينا,صنايع بهداشتي ساينا,738,1028557,31694217800,31200,31150,30200,-1000,-3.21,30800,-400,-1.28,29950,32200
دسبحان,سبحان دارو,737,8826191,63565428670,7160,7400,7230,70,0.98,7200,40,0.56,7000,7400
نطرين,عطرين نخ قم,733,3518096,26346243250,7550,7690,7330,-220,-2.91,7490,-60,-0.79,7290,7870
پارند,صندوق س. پارند پايدار سپهر,730,27398771,276795482794,10096,10102,10102,6,0.06,10102,6,0.06,10102,10103
بساما,بيمه سامان,729,3203217,36739033450,11330,11730,11520,190,1.68,11470,140,1.24,11300,11730
كامياب,صندوق س. كامياب آشنا-د,729,29248475,408505213209,13959,13966,13967,8,0.06,13967,8,0.06,13966,13967
حفاري,حفاري شمال,712,14159958,63199390468,4459,4473,4453,-6,-0.13,4463,4,0.09,4300,4600
پارسيان,بيمه پارسيان,705,8631273,30479160421,3579,3652,3470,-109,-3.05,3531,-48,-1.34,3380,3677
وصندوق,سرمايه‌گذاري‌صندوق‌بازنشستگي‌,700,3431253,50591614320,14780,14800,14540,-240,-1.62,14760,-20,-0.14,14540,15000
وخاور,بانك خاورميانه,699,21081465,90172723741,4277,4350,4285,8,0.19,4277,0,0,4200,4399
پكوير,كوير تاير,693,6444985,38377264460,5940,6070,6000,60,1.01,5950,10,0.17,5730,6170
وثنو,سرمايه گذاري ساختماني نوين,691,17838145,39905782492,2176,2241,2240,64,2.94,2237,61,2.8,2145,2241
وسين,بيمه سينا,689,22215471,47795825710,2109,2172,2172,63,2.99,2151,42,1.99,2062,2172
زماهان,مجتمع توليد گوشت مرغ ماهان,685,3776616,30247003080,7970,8240,7950,-20,-0.25,8010,40,0.5,7600,8260
فولاژ,فولاد آلياژي ايران,676,7515678,82982847470,10760,11000,11200,440,4.09,10980,220,2.04,10780,11410
ضسپا1205,اختيارخ خساپا-2000-1401/12/10,675,154528,79475511000,484,557,487,3,0.62,514,30,6.2,400,609
تپسي,پيشگامان فن آوري و دانش آراميس,671,12737385,62593343830,4950,4960,4970,20,0.4,4910,-40,-0.81,4760,5070
وتعاون,بيمه تعاون,670,16026258,28757692291,1799,1850,1750,-49,-2.72,1794,-5,-0.28,1731,1859
دبالك,مواد اوليه دارويي البرز بالك,667,3744869,32651744010,8560,8900,8750,190,2.22,8720,160,1.87,8400,9030
شپترو,پتروشيمي آبادان,664,17531649,32040367522,1837,1843,1800,-37,-2.01,1828,-9,-0.49,1786,1889
شنفت,نفت‌ پارس‌,662,5167983,40747673220,7880,7890,7780,-100,-1.27,7880,0,0,7660,8040
دزهراوي,داروسازي‌زهراوي‌,662,4843473,24780883198,5121,5277,5100,-21,-0.41,5116,-5,-0.1,4989,5277
ساربيل,سيمان آرتا اردبيل,659,1003576,47422995920,46840,47500,46150,-690,-1.47,47250,410,0.88,45900,49150
طخود1205,اختيارف خودرو-2000-1401/12/03,653,281513,3935809000,17,10,15,-2,-11.76,14,-3,-17.65,5,23
وپست,پست بانك ايران,652,9889147,58831852980,5840,6050,5880,40,0.68,5950,110,1.88,5800,6110
دروز,داروسازي‌ روزدارو,652,2101992,47561668680,21740,22750,22400,660,3.04,22630,890,4.09,21300,22820
سخوز,سيمان خوزستان,649,3090803,109045465730,33340,33000,35110,1770,5.31,35280,1940,5.82,33000,35670
شكربن,كربن‌ ايران‌,648,20232500,75447836035,3717,3719,3731,14,0.38,3729,12,0.32,3700,3826
البرز,بيمه البرز,647,18422298,38130258261,2097,2100,2033,-64,-3.05,2070,-27,-1.29,2010,2147
نفيس,صندوق س.پشتوانه طلاي صبا,646,2978581,37087301736,13292,12401,12232,-1060,-7.97,12451,-841,-6.33,12001,12854
وصنا,گروه‌صنايع‌بهشهرايران‌,643,9591162,26295603604,2782,2766,2710,-72,-2.59,2742,-40,-1.44,2651,2889
ساذري,آذريت‌,643,3019019,23920565200,8080,8000,7840,-240,-2.97,7920,-160,-1.98,7840,8320
غمهرا,توليدي‌مهرام‌,643,11247681,92733186580,7860,8140,8250,390,4.96,8240,380,4.83,8100,8250
آسيا,بيمه آسيا,633,16722278,31686865148,1927,1902,1895,-32,-1.66,1895,-32,-1.66,1851,1969
كاوه,فولاد كاوه جنوب كيش,630,5749078,44983537810,7720,7900,7900,180,2.33,7770,50,0.65,7710,7960
جهرم,پتروشيمي جهرم,630,20954063,19554770614,928,911,915,-13,-1.4,933,5,0.54,911,955
دكپسول,توليد ژلاتين كپسول ايران,623,410462,27420163800,64800,66000,66550,1750,2.7,66800,2000,3.09,65300,68500
غشوكو,شوكو پارس,610,6271774,57576833940,9420,9490,9140,-280,-2.97,9180,-240,-2.55,9140,9680
وپترو,سرمايه‌گذاري صنايع پتروشيمي‌,608,4688722,78629229110,16250,16500,16650,400,2.46,16770,520,3.2,15910,17200
