نماد,نام,تعداد,حجم,ارزش,دیروز,اولین,آخرین معامله - مقدار,آخرین معامله - تغییر,آخرین معامله - درصد,قیمت پایانی - مقدار,قیمت پایانی - تغییر,قیمت پایانی - درصد,کمترین,بیشترین
شبندر,پالايش نفت بندرعباس,8017,70530881,645485964170,9330,9210,9120,-210,-2.25,9150,-180,-1.93,9110,9330
وبملت,بانك ملت,7832,262599218,907584570262,3560,3545,3440,-120,-3.37,3456,-104,-2.92,3409,3545
شپنا,پالايش نفت اصفهان,7678,109693900,826173132460,7670,7600,7540,-130,-1.69,7530,-140,-1.83,7480,7680
دانا,بيمه دانا,7180,219880091,708517619019,3067,3061,3281,214,6.98,3222,155,5.05,3000,3281
عيار,صندوق طلاي عيار مفيد,7132,11110643,667916656605,65023,61200,59500,-5523,-8.49,60115,-4908,-7.55,58600,62500
تسه1401,امتيازتسهيلات مسكن سال1401,6850,236116,289911570057,1219097,1210000,1230036,10939,0.9,1227835,8738,0.72,1210000,1235000
اهرم,صندوق س سهامي كاريزما- اهرمي,6421,86509360,1218609045510,14480,14400,14000,-480,-3.31,14090,-390,-2.69,13810,14440
افران,صندوق س افرا نماد پايدار-ثابت,6090,152464738,2892199496809,18956,18970,18970,14,0.07,18970,14,0.07,18969,18970
غزر,صنعتي زر ماكارون,5525,52847224,216428483070,4243,4250,4089,-154,-3.63,4095,-148,-3.49,4035,4250
هماي,صندوق س هماي آگاه-ثابت,5509,143505578,1438614237637,10019,10025,10026,7,0.07,10025,6,0.06,10024,10026
كمند,صندوق س. با درآمد ثابت كمند,5246,237169365,2399731062855,10112,10118,10119,7,0.07,10118,6,0.06,10118,10119
فزر,پويا زركان آق دره,5090,16967064,558097894750,34550,34550,32450,-2100,-6.08,32900,-1650,-4.78,32200,34550
فولاد,فولاد مباركه اصفهان,5084,73351074,455517365500,6230,6220,6210,-20,-0.32,6210,-20,-0.32,6140,6270
كالا,بورس كالاي ايران,4866,21808827,435855889880,19930,20000,20000,70,0.35,19990,60,0.3,19650,20360
وپاسار,بانك  پاسارگاد,4836,59803869,314388043880,5400,5310,5320,-80,-1.48,5260,-140,-2.59,5160,5380
بوعلي,پتروشيمي بوعلي سينا,4776,7784538,289789050760,36030,37650,37110,1080,3,37230,1200,3.33,36310,37650
ثاميد,توسعه و عمران اميد,4212,31275626,59793126537,1886,1905,1916,30,1.59,1912,26,1.38,1888,1931
حفارس,حمل و نقل بين المللي خليج فارس,4202,58766689,879325530530,15710,15110,14950,-760,-4.84,14960,-750,-4.77,14930,15610
فملي,ملي‌ صنايع‌ مس‌ ايران‌,4171,51046290,397039594600,7810,7830,7740,-70,-0.9,7780,-30,-0.38,7730,7830
غنوش,نوش‌ مازندران‌,4123,24610072,238785380830,9600,9560,9790,190,1.98,9700,100,1.04,9260,9900
ماديرا,صنايع ماديران,4102,136629260,524582779083,4001,3880,3913,-88,-2.2,3839,-162,-4.05,3801,4074
تليسه,دامداري تليسه نمونه,4083,50184543,209478134495,4096,4130,4212,116,2.83,4174,78,1.9,4022,4260
وساپا,سرمايه‌گذاري‌ سايپا,3925,74505942,448207845440,5860,5950,6100,240,4.1,6020,160,2.73,5870,6150
خبهمن,گروه‌بهمن‌,3874,158999771,356367884479,2240,2230,2263,23,1.03,2241,1,0.04,2195,2300
كوير,توليدي فولاد سپيد فراب كوير,3860,83685466,277565282919,3434,3390,3299,-135,-3.93,3317,-117,-3.41,3263,3449
هاي وب,داده گسترعصرنوين-هاي وب,3736,82092055,222180654175,2707,2699,2685,-22,-0.81,2706,-1,-0.04,2656,2764
قچار,فراوردههاي غذايي وقند چهارمحال,3733,23234662,262825321590,11340,11280,11530,190,1.68,11310,-30,-0.26,10910,11650
اسياتك,انتقال داده هاي آسياتك,3685,8410371,137677361680,16600,16330,16180,-420,-2.53,16370,-230,-1.39,16170,16720
خنصير,مهندسي‌نصيرماشين‌,3603,16445696,262795078160,16740,16400,16030,-710,-4.24,15980,-760,-4.54,15630,16470
فرابورس,فرابورس ايران,3556,23576036,263295780030,11320,11390,11110,-210,-1.86,11170,-150,-1.33,11000,11470
اعتماد,صندوق س.اعتماد آفرين پارسيان-د,3532,71538707,3664605807645,51188,51225,51226,38,0.07,51225,37,0.07,51225,51227
مديريت,س. و خدمات مديريت صند. ب كشوري,3398,31342641,128272508529,4044,4090,4124,80,1.98,4093,49,1.21,3965,4180
انرژي,بورس انرژي ايران,3382,4876576,198924080130,41220,41520,40670,-550,-1.33,40790,-430,-1.04,39980,42100
ورنا,سرمايه‌گذاري‌ رنا(هلدينگ‌,3373,48598613,349011146250,6980,7100,7250,270,3.87,7180,200,2.87,6970,7360
وسپهر,سرمايه گذاري مالي سپهرصادرات,3350,10661977,91138423880,8870,8730,8400,-470,-5.3,8580,-290,-3.27,8300,8730
خكار,ايركا پارت صنعت,3339,77575602,271788563184,3340,3430,3573,233,6.98,3504,164,4.91,3377,3573
كارا,صندوق س. كارا -د,3339,201516189,2658519972893,13184,13193,13193,9,0.07,13193,9,0.07,13192,13194
بگيلان,توسعه مسير برق گيلان,3328,6119012,95394250540,15590,15800,15340,-250,-1.6,15590,0,0,14920,16200
شپديس,پتروشيمي پرديس,3321,1848345,289293409550,158130,157020,155810,-2320,-1.47,156510,-1620,-1.02,155780,158300
وساخت,سرمايه‌ گذاري‌ ساختمان‌ايران‌,3317,232301966,425394015985,1715,1799,1835,120,7,1831,116,6.76,1765,1835
زبينا,كشاورزي و دامپروري بينالود,3297,69841350,292141970180,3997,3997,4240,243,6.08,4183,186,4.65,3810,4276
فنفت,صنايع تجهيزات نفت,3292,8706349,327787556250,37350,38100,38200,850,2.28,37650,300,0.8,36250,38450
ارزش مسكن,ص.س.املاك ومستغلات ارزش مسكن,3271,1771546,20283472546,11484,11484,11434,-50,-0.44,11450,-34,-0.3,11365,11538
وكبهمن,مديريت سرمايه گذاري كوثربهمن,3250,20114536,70270238130,3585,3575,3446,-139,-3.88,3494,-91,-2.54,3430,3600
فتوسا,توليد و توسعه سرب روي ايرانيان,3224,17105344,137865185550,7930,8230,7990,60,0.76,8060,130,1.64,7560,8270
پترول,گ.س.وت.ص.پتروشيمي خليج فارس,3192,92276342,213966986418,2371,2340,2310,-61,-2.57,2319,-52,-2.19,2300,2388
حكشتي,كشتيراني جمهوري اسلامي ايران,3180,12380327,341184059220,27600,27500,27540,-60,-0.22,27560,-40,-0.14,27100,27900
نوري,پتروشيمي نوري,3160,2855473,290924760520,102970,102970,101800,-1170,-1.14,101880,-1090,-1.06,101520,103000
وآذر,سرمايه‌گذاري‌توسعه‌آذربايجان‌,3148,4469421,583810815150,129120,129900,131000,1880,1.46,130620,1500,1.16,128100,132400
كيان,صندوق س. با درآمد ثابت كيان,3002,33082559,1323732221527,39985,40014,40014,29,0.07,40013,28,0.07,40012,40015
سآبيك,سيمان آبيك,2921,4255012,61482864530,14730,14530,14480,-250,-1.7,14450,-280,-1.9,14230,14660
بورس,بورس اوراق بهادار تهران,2788,29649909,195010053380,6740,6710,6600,-140,-2.08,6580,-160,-2.37,6460,6870
ثمسكن,سرمايه‌گذاري‌ مسكن‌,2778,44531272,219595679149,4711,4950,4872,161,3.42,4931,220,4.67,4800,5029
بالاس,مهندسي ساختمان تاسيسات راه آهن,2734,10352575,342130286250,33250,31600,34000,750,2.26,33050,-200,-0.6,31600,34850
كگل,معدني و صنعتي گل گهر,2719,26364306,227846256020,8670,8680,8670,0,0,8640,-30,-0.35,8440,8790
آگاس,صندوق س.هستي بخش آگاه-س,2684,2401487,240136299910,101235,101443,99730,-1505,-1.49,99995,-1240,-1.22,99202,101443
بركت,گروه دارويي بركت,2653,10928413,137895984890,12940,12940,12610,-330,-2.55,12620,-320,-2.47,12450,12940
سكه مركزي,سلف تمام سكه 001 مركزي,2632,556900,1178618571200,2206382,2189999,2119230,-87152,-3.95,2116392,-89990,-4.08,2096063,2189999
كدما,معدني‌ دماوند,2578,2461220,139176883090,58220,57980,56970,-1250,-2.15,56550,-1670,-2.87,55700,58010
وخارزم,سرمايه گذاري خوارزمي,2547,44766906,200659869678,4484,4500,4509,25,0.56,4482,-2,-0.04,4444,4540
غاذر,كشت‌وصنعت‌پياذر,2539,9390575,485156093930,49340,51500,51800,2460,4.99,51660,2320,4.7,50000,51800
شيراز,پتروشيمي‌شيراز,2539,2985730,262111193680,87340,89040,86850,-490,-0.56,87790,450,0.52,84800,89880
ثاخت,بين‌المللي‌توسعه‌ساختمان,2530,85370546,263266023515,2961,3030,3059,98,3.31,3084,123,4.15,3000,3109
سپيد,سپيد ماكيان,2522,5159771,103381762610,20200,20000,19930,-270,-1.34,20040,-160,-0.79,19800,20500
غديس,پاكديس,2494,11519192,231010712800,20500,20600,20230,-270,-1.32,20050,-450,-2.2,19300,21050
ختوقا,قطعات‌ اتومبيل‌ ايران‌,2492,40897148,188546054410,4700,4660,4710,10,0.21,4610,-90,-1.91,4490,4750
ثبهساز,بهساز كاشانه تهران,2483,21137880,41914339609,1957,1928,1990,33,1.69,1983,26,1.33,1927,2030
مثقال,صندوق س.پشتوانه طلاي زرين آگاه,2482,8807743,162531821329,19776,19100,18287,-1489,-7.53,18453,-1323,-6.69,18061,19100
ددانا,داروسازي دانا,2452,2015920,71659837550,36400,36500,35700,-700,-1.92,35550,-850,-2.34,34950,36500
آبادا,توليد نيروي برق آبادان,2436,4255805,48952316110,11920,11680,11340,-580,-4.87,11500,-420,-3.52,11330,12250
ضسپا1211,اختيارخ خساپا-3250-1401/12/10,2433,861741,47037053000,67,57,58,-9,-13.43,55,-12,-17.91,48,64
كمرجان,بازرگاني و توليدي مرجان كار,2403,11288109,97337011710,8980,8810,8460,-520,-5.79,8620,-360,-4.01,8450,8900
غگل,گلوكوزان‌,2349,23621080,144192068700,6270,6210,6110,-160,-2.55,6100,-170,-2.71,5950,6210
كهمدا,شيشه‌ همدان‌,2317,26292545,328763840220,11970,12450,12250,280,2.34,12500,530,4.43,12200,12780
ولساپا,ليزينگ رايان‌ سايپا,2286,85308166,140740747253,1671,1650,1683,12,0.72,1650,-21,-1.26,1613,1699
ميدكو,توسعه معادن وص.معدني خاورميانه,2266,9973204,116930729260,11900,12000,11620,-280,-2.35,11720,-180,-1.51,11570,12050
ياقوت,صندوق س ياقوت آگاه-ثابت,2245,21164054,357042223638,16861,16864,16870,9,0.05,16870,9,0.05,16862,16871
خصدرا,صنعتي‌ دريايي‌ ايران‌,2234,73455240,166098432543,2301,2314,2270,-31,-1.35,2261,-40,-1.74,2232,2340
سبزوا,سيمان لار سبزوار,2226,23630843,122863629860,5460,5360,5220,-240,-4.4,5200,-260,-4.76,5100,5360
خمهر,مهركام‌پارس‌,2214,57743386,151455410991,2547,2580,2674,127,4.99,2623,76,2.98,2500,2674
ولبهمن,شركت بهمن ليزينگ,2204,25948751,77816039310,3046,3050,3023,-23,-0.76,2999,-47,-1.54,2951,3099
فاذر,صنايع‌ آذرآب‌,2163,144475033,258856362141,1714,1790,1799,85,4.96,1792,78,4.55,1720,1799
شسينا,صنايع‌شيميايي‌سينا,2139,55781574,124545058407,2353,2300,2230,-123,-5.23,2233,-120,-5.1,2189,2378
لطيف,محصولات كاغذي لطيف,2094,1646970,110981776450,63850,67800,68300,4450,6.97,67400,3550,5.56,64100,68300
قثابت,قند ثابت‌ خراسان‌,2091,43928761,112742035737,2657,2660,2585,-72,-2.71,2566,-91,-3.42,2525,2700
سرچشمه,سرمايه گذاري مس سرچشمه,2083,40947743,213005088641,4970,5160,5218,248,4.99,5202,232,4.67,5020,5218
ديران,ايران‌دارو,2078,9406606,140440747040,15330,15350,14890,-440,-2.87,14930,-400,-2.61,14650,15380
زشگزا,شير و گوشت زاگرس شهركرد,2072,17770044,135532318680,7400,7560,7460,60,0.81,7630,230,3.11,7380,7860
توان,صندوق س. اهرمي توان مفيد-س,2064,14101661,171761645207,12306,12242,12185,-121,-0.98,12180,-126,-1.02,12100,12327
شلرد,كود شيميايي اوره لردگان,2063,14309610,129256044280,9090,9010,9010,-80,-0.88,9030,-60,-0.66,8900,9240
چخزر,صنايع چوب خزر كاسپين,2050,1118924,37712913900,34700,34750,33550,-1150,-3.31,33700,-1000,-2.88,32950,34750
سامان,بانك سامان,2047,91716227,245628936357,2754,2683,2678,-76,-2.76,2678,-76,-2.76,2672,2715
كرازي,كارخانجات‌توليدي‌شيشه‌رازي‌,2047,206631256,331807785681,1505,1535,1610,105,6.98,1606,101,6.71,1501,1610
غگيلا,شيرپاستوريزه پگاه گيلان,2042,4157947,102084815550,24300,24300,24400,100,0.41,24550,250,1.03,23650,25500
كارين,صندوق س نگين سامان-ثابت,2041,91382376,916024212261,10018,10024,10024,6,0.06,10024,6,0.06,10024,10025
خمحركه,نيرو محركه‌,2040,24765986,149907633950,6080,6090,6100,20,0.33,6050,-30,-0.49,5870,6200
بكام,كارخانجات توليدي شهيد قندي,2028,35235550,84986757326,2554,2530,2450,-104,-4.07,2412,-142,-5.56,2376,2530
ثفارس,عمران‌وتوسعه‌فارس‌,1983,31594224,284260895150,8980,8990,9040,60,0.67,9000,20,0.22,8800,9170
سمگا,گروه سرمايه گذاري ميراث فرهنگي,1975,22278193,153248186550,6810,6680,6820,10,0.15,6880,70,1.03,6680,7020
فلوله,لوله‌وماشين‌سازي‌ايران‌,1961,84750434,211550944890,2379,2497,2497,118,4.96,2496,117,4.92,2450,2497
سنير,سيمان‌ سفيد ني‌ريز,1960,2814427,102921005350,38270,37200,36370,-1900,-4.96,36570,-1700,-4.44,36360,37900
توسن,توسعه سامانه ي نرم افزاري نگين,1956,5752479,90352362910,15340,15350,15700,360,2.35,15710,370,2.41,15120,15940
نهال,صندوق س. طلاي سرخ نوويرا,1931,7534375,115641136852,15645,15699,15247,-398,-2.54,15348,-297,-1.9,15180,15699
ثشاهد,سرمايه‌ گذاري‌ شاهد,1924,13316456,132240059150,9950,9960,9880,-70,-0.7,9930,-20,-0.2,9600,10290
شاروم,پتروشيمي اروميه,1924,1682142,33667704850,20400,19950,20000,-400,-1.96,20000,-400,-1.96,19750,20550
فسوژ,سوژميران,1916,6068552,113325133010,19830,20000,18680,-1150,-5.8,18670,-1160,-5.85,18450,20000
ثالوند,سرمايه گذاري مسكن الوند,1914,24683398,297725221130,11330,11330,12120,790,6.97,12060,730,6.44,11330,12120
چكارن,كارتن‌ ايران‌,1904,48887900,190474423071,3743,3817,3917,174,4.65,3896,153,4.09,3650,3930
بپيوند,برق و انرژي پيوندگستر پارس,1896,2235730,24718110280,11210,11000,11080,-130,-1.16,11060,-150,-1.34,10910,11260
دكوثر,داروسازي‌ كوثر,1892,27983821,186463905370,7030,7230,6540,-490,-6.97,6660,-370,-5.26,6540,7230
زقيام,كشت و دام قيام اصفهان,1890,36612766,100403917682,2684,2600,2797,113,4.21,2742,58,2.16,2600,2840
حآسا,آسيا سير ارس,1889,14278356,148848772670,11140,10750,10370,-770,-6.91,10420,-720,-6.46,10370,10920
حآفرين,ريل پرداز نو آفرين,1872,97008240,430555232634,4233,4354,4444,211,4.98,4438,205,4.84,4270,4444
ومعادن,توسعه‌معادن‌وفلزات‌,1822,15990588,81911213040,5160,5190,5100,-60,-1.16,5130,-30,-0.58,5060,5190
شفن,پتروشيمي فناوران,1820,16110468,93509150590,5930,5930,5790,-140,-2.36,5800,-130,-2.19,5740,5930
گوهر,صندوق سكه طلاي كيان,1796,3266077,342362576230,109228,107000,105499,-3729,-3.41,104824,-4404,-4.03,103501,107000
دتوليد,داروسازي توليد دارو,1788,8432241,94814935010,11370,11800,11260,-110,-0.97,11240,-130,-1.14,10880,11800
سيتا,سرمايه گذاري سيمان تامين,1770,2596850,29229026130,11490,11490,11280,-210,-1.83,11350,-140,-1.22,11070,11490
امين,تامين سرمايه امين,1743,1069436,9376919040,8540,8130,8750,210,2.46,8570,30,0.35,8130,8940
زفكا,كشت و دامداري فكا,1739,23109382,322972355000,13160,13120,14080,920,6.99,13980,820,6.23,13120,14080
زر,صندوق س.پشتوانه سكه طلاي زر,1737,835321,77838769141,100301,97500,92400,-7901,-7.88,93184,-7117,-7.1,91010,97500
لكما,كارخانجات‌مخابراتي‌ايران‌,1728,93265083,105872659803,1169,1137,1134,-35,-2.99,1135,-34,-2.91,1134,1157
حسير,ريل سير كوثر,1727,6578317,177763546050,25750,26800,27450,1700,6.6,27000,1250,4.85,25800,27550
وهامون,سرمايه گذاري هامون صبا,1726,18950538,40055120491,2177,2131,2115,-62,-2.85,2114,-63,-2.89,2093,2182
كلر,كلر پارس,1717,1099585,98694790250,88450,88000,89750,1300,1.47,89750,1300,1.47,87900,92900
غسالم,سالمين‌,1714,20263845,91842061019,4561,4499,4555,-6,-0.13,4532,-29,-0.64,4434,4689
وپويا,سرمايه گذاري پويا,1714,21716428,55144976863,2630,2596,2524,-106,-4.03,2539,-91,-3.46,2495,2596
زملارد,كشاورزي و دامپروري ملارد شير,1709,1091452,14053961490,13040,12610,12860,-180,-1.38,12880,-160,-1.23,12610,13290
ذوب,ذوب آهن اصفهان,1708,76540804,237494321344,3136,3080,3161,25,0.8,3103,-33,-1.05,3070,3169
غدشت,دشت‌ مرغاب‌,1700,2386534,87565044210,37890,37250,36900,-990,-2.61,36690,-1200,-3.17,36020,37480
خوساز,محورسازان‌ايران‌خودرو,1688,6635878,162832105010,24020,24800,24300,280,1.17,24540,520,2.16,23120,25220
غپينو,پارس‌ مينو,1687,30145706,105628482664,3445,3360,3450,5,0.15,3504,59,1.71,3330,3581
غبشهر,صنعتي‌ بهشهر,1679,32130740,93303019946,2949,2900,2889,-60,-2.03,2904,-45,-1.53,2869,2950
سحرخيز,صندوق س. گروه زعفران سحرخيز,1678,3643431,79002089095,22444,22950,21505,-939,-4.18,21683,-761,-3.39,21260,22950
پخش,پخش البرز,1676,3914657,227972319750,56300,58000,57800,1500,2.66,58250,1950,3.46,56600,59100
گكوثر,هتل پارسيان كوثر اصفهان,1671,33520901,80001681186,2330,2291,2339,9,0.39,2387,57,2.45,2291,2446
آريا,پليمر آريا ساسول,1666,849748,66053569300,77750,77700,77750,0,0,77750,0,0,77400,78100
آپ,آسان پرداخت پرشين,1663,23804633,190514537180,7580,7800,8110,530,6.99,8000,420,5.54,7790,8110
فگستر,گسترش صنايع روي ايرانيان,1661,8504482,67406290550,8010,8010,7910,-100,-1.25,7930,-80,-1,7700,8200
غچين,كشت‌ و صنعت‌ چين‌ چين,1652,23499870,154387113870,6500,6470,6820,320,4.92,6570,70,1.08,6180,6820
خكاوه,سايپا ديزل,1646,17118387,332107708730,19980,19390,19390,-590,-2.95,19600,-380,-1.9,19390,19710
شبريز,پالايش نفت تبريز,1631,4121835,68398321200,16760,16700,16500,-260,-1.55,16660,-100,-0.6,16490,16850
حريل,ريل پردازسير,1628,21389837,76699385210,3651,3602,3710,59,1.62,3586,-65,-1.78,3410,3800
ختور,رادياتور ايران‌,1625,16727791,101527452300,5960,5910,6190,230,3.86,6070,110,1.85,5810,6230
زشريف,كشت وصنعت شريف آباد,1618,35054897,192425676100,5170,5520,5530,360,6.96,5490,320,6.19,5290,5530
تمشك,صندوق س تمشك نماد رشد-در صندوق,1611,11873071,120021038440,10000,10200,10090,90,0.9,10110,110,1.1,10090,10210
وصنعت,سرمايه گذاري توسعه صنعت وتجارت,1599,33218720,73688377358,2156,2200,2189,33,1.53,2218,62,2.88,2168,2288
فجهان,مجتمع جهان فولاد سيرجان,1597,9764874,31042219969,3210,3179,3201,-9,-0.28,3198,-12,-0.37,3150,3235
وگردش,بانك گردشگري,1584,18335519,143132208290,8030,7860,7840,-190,-2.37,7810,-220,-2.74,7790,8070
فنورد,نوردوقطعات‌ فولادي‌,1565,8301398,144494883300,16680,16700,17510,830,4.98,17410,730,4.38,16700,17510
وپارس,بانك‌پارسيان‌,1558,46134039,87704960523,1915,1897,1900,-15,-0.78,1904,-11,-0.57,1870,1950
آريان,سرمايه گذاري پارس آريان,1553,30766238,134591385474,4349,4290,4450,101,2.32,4375,26,0.6,4245,4464
ولپارس,ليزينگ پارسيان,1547,3714168,16020943530,4382,4300,4314,-68,-1.55,4313,-69,-1.57,4241,4450
سپيدار,سپيدار سيستم آسيا,1544,448824,11516867800,25600,24800,25650,50,0.2,25650,50,0.2,24800,26250
كزغال,زغال سنگ پروده طبس,1531,3455418,72635656600,21350,21350,21050,-300,-1.41,21000,-350,-1.64,20700,21450
ثپرديس,سرمايه گذاري مسكن پرديس,1518,25219420,148359835670,5540,5600,5920,380,6.86,5880,340,6.14,5460,5920
سصفها,سيمان‌اصفهان‌,1512,1891808,150200576460,75640,79390,79420,3780,5,79400,3760,4.97,78000,79420
اپال,فرآوري معدني اپال كاني پارس,1502,4215186,71220883210,16880,16750,16860,-20,-0.12,16890,10,0.06,16750,17090
خموتور,موتورسازان‌تراكتورسازي‌ايران‌,1501,12906580,87486346270,7000,6980,6800,-200,-2.86,6780,-220,-3.14,6650,7050
ولكار,ليزينگ كارآفرين,1500,3465848,30258060740,8480,8450,8800,320,3.77,8730,250,2.95,8420,8800
وبهمن,سرمايه‌گذاري‌بهمن‌,1484,24323371,87255443205,3810,3699,3652,-158,-4.15,3587,-223,-5.85,3544,3763
استقلال,استقلال,1477,13026841,27630888927,2087,2061,2128,41,1.96,2121,34,1.63,2061,2128
وگستر,گسترش سرمايه گذاري ايرانيان,1474,12368531,65763830820,5510,5500,5460,-50,-0.91,5320,-190,-3.45,5130,5510
ضخود1205,اختيارخ خودرو-2000-1401/12/03,1465,162922,172453658000,1072,1005,1115,43,4.01,1059,-13,-1.21,990,1120
شلعاب,لعابيران‌,1462,14622959,111876012250,7350,7560,7710,360,4.9,7650,300,4.08,7450,7710
وغدير,سرمايه‌گذاري‌غدير(هلدينگ‌,1459,12033816,225090973090,18660,18660,18890,230,1.23,18700,40,0.21,18510,18990
ونوين,بانك‌اقتصادنوين‌,1458,24601210,88657760209,3652,3630,3579,-73,-2,3604,-48,-1.31,3549,3650
فاسمين,كالسيمين‌,1455,6037317,159473266330,26790,27190,26700,-90,-0.34,26410,-380,-1.42,25880,27190
فباهنر,مس‌ شهيدباهنر,1451,3702427,124509230610,33550,33850,33550,0,0,33630,80,0.24,32900,34000
غكورش,صنعت غذايي كورش,1448,6504055,63796053750,9950,9790,9780,-170,-1.71,9810,-140,-1.41,9670,9990
شپاكسا,پاكسان‌,1447,54758418,127488338986,2185,2250,2337,152,6.96,2328,143,6.54,2186,2337
صبا,گروه مالي صبا تامين,1445,19383456,73530900471,3799,3751,3805,6,0.16,3795,-4,-0.11,3751,3830
چكاپا,گروه صنايع كاغذ پارس,1438,22737615,69206044171,3009,3050,3044,35,1.16,3044,35,1.16,3003,3086
افرا,افرانت,1437,2889312,71244506050,24850,24600,24300,-550,-2.21,24650,-200,-0.8,23750,25550
ثغرب,شركت سرمايه گذاري مسكن شمالغرب,1423,9914923,79730490300,7900,7950,7990,90,1.14,8040,140,1.77,7850,8190
خاذين,سايپاآذين‌,1421,36702633,98159468170,2586,2580,2715,129,4.99,2674,88,3.4,2560,2715
خفنر,فنرسازي‌خاور,1404,7061555,81429222970,11430,11410,11710,280,2.45,11530,100,0.87,11000,11980
ولغدر,ليزينگ‌خودروغدير,1401,24983684,102782917464,4309,4250,4080,-229,-5.31,4114,-195,-4.53,4030,4328
آكورد,صندوق س. آرمان آتي كوثر-د,1383,14023486,627163956443,44692,44723,44722,30,0.07,44722,30,0.07,44722,44723
شگويا,پتروشيمي تندگويان,1373,9517579,113523931950,12010,12000,12010,0,0,11930,-80,-0.67,11840,12090
قهكمت,قندهكمتان‌,1363,8908582,78579162170,8670,8890,8810,140,1.61,8820,150,1.73,8690,8970
وبانك,سرمايه گذاري گروه توسعه ملي,1357,13184179,140710448680,10870,10990,10760,-110,-1.01,10670,-200,-1.84,10550,10990
وطوبي,سرمايه گذاري اقتصاد شهر طوبي,1357,30256356,62332042498,2092,2024,2042,-50,-2.39,2060,-32,-1.53,2011,2141
سشرق,سيمان‌ شرق‌,1355,7203199,76734885040,10450,10530,10580,130,1.24,10650,200,1.91,10450,10950
غپاك,لبنيات‌ پاك‌,1354,13945120,185347006150,12810,12660,13170,360,2.81,13290,480,3.75,12400,13450
اخابر,مخابرات ايران,1351,18608038,143730972860,7880,7730,7720,-160,-2.03,7720,-160,-2.03,7580,7910
وملل,اعتباري ملل,1335,22988293,84960582624,3615,3660,3619,4,0.11,3696,81,2.24,3523,3790
لپارس,پارس‌ الكتريك‌,1332,861729,68994356970,81010,78600,79990,-1020,-1.26,80070,-940,-1.16,78570,82400
پكوير,كوير تاير,1322,8324142,46984152820,5950,6110,5560,-390,-6.55,5640,-310,-5.21,5540,6110
خمحور,توليدمحورخودرو,1312,27687017,123252717167,4263,4312,4476,213,5,4452,189,4.43,4300,4476
پلاست,كارخانجات توليدي پلاستيران,1303,8831496,102274339320,11450,11560,11560,110,0.96,11580,130,1.14,11170,11790
البرز,بيمه البرز,1301,16918395,34574165433,2070,2039,2048,-22,-1.06,2044,-26,-1.26,2020,2100
ثنور,سرمايه گذاري كوه نور,1300,13378345,98143823350,7130,7310,7340,210,2.95,7340,210,2.95,7280,7340
حخزر,كشتيراني درياي خزر,1295,11039221,334552646600,29800,30900,29750,-50,-0.17,30300,500,1.68,29200,30900
غالبر,لبنيات‌ كالبر,1290,3043140,88451925860,28580,29900,29080,500,1.75,29070,490,1.71,28000,29900
اتكام,بيمه اتكايي امين,1287,76007297,362307111744,4546,4773,4773,227,4.99,4767,221,4.86,4546,4773
